queue_id	signal_id	bulk_source_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action
BPSE-00577	LIMEN-SIGNAL-59C67B137E9B97B9	country_gap_no_parent_source		Northern Mariana Islands country profile / algorithm-register gap	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_COUNTRY_PROFILES.md:1485	Profile states no public algorithm register and only generic source examples; no parent URL is exposed.	processing-state parent-source extraction only	do not route to direct source review; retain as country-gap/search placeholder
BPSE-00578	LIMEN-SIGNAL-59E2D06A662D80FF	country_gap_no_parent_source		Ghana observability research queue row	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:57	Research queue lists search queries/source classes only, not a named source URL.	processing-state parent-source extraction only	do not route to direct source review; retain as country-gap/search placeholder
BPSE-00579	LIMEN-SIGNAL-59F22B9C7C380F5B	parent_source_wrapper		DEWA Rammas virtual employee	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/sources/v02-gap-sprint.json:3269	Source-pack object names a case and target-evidence classes but no bounded AI-register URL.	processing-state parent-source extraction only	human/source-pack pass must choose a concrete parent source before review
BPSE-00580	LIMEN-SIGNAL-5ADD24AB1AD29C42	country_gap_no_parent_source		Marshall Islands country profile / algorithm-register gap	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_COUNTRY_PROFILES.md:1233	Profile states no public algorithm register and only generic source examples; no parent URL is exposed.	processing-state parent-source extraction only	do not route to direct source review; retain as country-gap/search placeholder
BPSE-00581	LIMEN-SIGNAL-5AFA6596320D29D5	country_gap_no_parent_source		Cape Verde observability research queue row	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:50	Research queue lists search queries/source classes only, not a named source URL.	processing-state parent-source extraction only	do not route to direct source review; retain as country-gap/search placeholder
BPSE-00582	LIMEN-SIGNAL-5B2CB40E22260B0B	country_gap_no_parent_source		Burkina Faso observability research queue row	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:49	Research queue lists search queries/source classes only, not a named source URL.	processing-state parent-source extraction only	do not route to direct source review; retain as country-gap/search placeholder
BPSE-00583	LIMEN-SIGNAL-5B31781EE528C7A7	country_gap_no_parent_source		Zimbabwe observability research queue row	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:85	Research queue lists search queries/source classes only, not a named source URL.	processing-state parent-source extraction only	do not route to direct source review; retain as country-gap/search placeholder
BPSE-00584	LIMEN-SIGNAL-5B3776014B2C4412	country_gap_no_parent_source		Tunisia country profile / algorithm-register gap	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_COUNTRY_PROFILES.md:2052	Profile states no public algorithm register was verified; no parent URL is exposed.	processing-state parent-source extraction only	do not route to direct source review; retain as country-gap/search placeholder
BPSE-00585	LIMEN-SIGNAL-5B73FFA9B3C8AC66	country_gap_no_parent_source		Benin observability research queue row	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:47	Research queue lists search queries/source classes only, not a named source URL.	processing-state parent-source extraction only	do not route to direct source review; retain as country-gap/search placeholder
BPSE-00586	LIMEN-SIGNAL-5B888BC4074457AD	country_gap_no_parent_source		Monaco atlas score placeholder	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:8912	Atlas JSON line is an indicator score/label only; no parent source URL is present in the local row context.	processing-state parent-source extraction only	do not route to direct source review; retain as country-gap/search placeholder
