source_cluster_key	packet_rows	signal_ids	source_lanes	source_host	source_url_or_locator	source_name	queries	representative_title_or_snippet	public_disposition	completion_status	destination	rationale	required_before_reviewed_core	required_before_obscure_ai	boundary
https://ncb.govmu.org	1	LIMEN-SIGNAL-1D6C7AAF42A01095	bulk_parent_source_extraction	ncb.govmu.org	https://ncb.govmu.org/	National AI Strategy / AI Strategy references	public sector AI	Mauritius source-pack gives NCB URL as AI-strategy lead.	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://ogtic.gob.do/wp-content/uploads/2023/10/ENIA-Estrategia-Nacional-de-Inteligencia-Artificial-de-la-Republica-Dominicana_compressed.pdf	3	LIMEN-SIGNAL-A0A4DDBA471D7CDD; LIMEN-SIGNAL-A5C2E19E21092261; LIMEN-SIGNAL-2EF7F5EBE21140BA	bulk_parent_source_extraction; bulk_translation_parent_source_extraction; bulk_translation_source_review	ogtic.gob.do	https://ogtic.gob.do/wp-content/uploads/2023/10/ENIA-Estrategia-Nacional-de-Inteligencia-Artificial-de-la-Republica-Dominicana_compressed.pdf	Estrategia Nacional de Inteligencia Artificial de la República Dominicana	regulatory sandbox; AI procurement	Delta row names DO sandbox evidence and local atlas gives explicit official ENIA PDF URL for planned AI sandbox evidence.	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://palaucourts.gov.pw/upload/P1408/2533024200393.pdf	4	LIMEN-SIGNAL-CF9A718A700BDA8C; LIMEN-SIGNAL-E9A9C8900C75F9ED; LIMEN-SIGNAL-FA7F0C9AD3DF0A7F; LIMEN-SIGNAL-FD2A14665BF44D45	bulk_parent_source_extraction	palaucourts.gov.pw	https://palaucourts.gov.pw/upload/P1408/2533024200393.pdf	Policy on the Use of Artificial Intelligence in the Courts	court AI	Review-queue row explicitly names the Supreme Court AI-use policy; source refresh gives the PDF URL.	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://portal-vz.cz	1	LIMEN-SIGNAL-6337E1F0D114D7A4	bulk_parent_source_extraction	portal-vz.cz	https://portal-vz.cz/	Portál veřejných zakázek	AI procurement	Czech observability wrapper maps through local source_refresh I08 to the official public procurement portal URL.	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://procurement.gov.ai	1	LIMEN-SIGNAL-E4D236AF57095763	bulk_parent_source_extraction	procurement.gov.ai	http://procurement.gov.ai/	Government of Anguilla Public Procurement Office portal	AI procurement	Local hardening table gives exact Public Procurement Office portal URL for the I08 source named by the review row.	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://production.egp.gov.et/egp/home	1	LIMEN-SIGNAL-CD163DEC802E2E2B	hardening_translation_source_review	production.egp.gov.et	https://production.egp.gov.et/egp/home	Ethiopian eGP portal		"ET,Ethiopia,I08,Ethiopian eGP portal,Federal Public Procurement and Property Authority,https://production.egp.gov.et/egp/home,2026-05-31,official_eprocurement_portal,positive_anchor,M,""PPA homepage links to production eGP portal and supplier registration/list"	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://publicadministration.un.org/egovkb/en-us	1	LIMEN-SIGNAL-48043187C5C446E4	hardening_translation_source_review	publicadministration.un.org	https://publicadministration.un.org/egovkb/en-us/ | /srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_6_SOURCE_PACK.csv:394	UN e-Government Knowledgebase		SL,Sierra Leone,I05,UN e-Government Knowledgebase,UN e-Government Knowledgebase,https://publicadministration.un.org/egovkb/en-us/,2026-05-30,international_digital_government_source,negative check / gap evidence,L,Government and open-data portals were treated a	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://publication.pravo.gov.ru/Document/View/0001202004240030	5	LIMEN-SIGNAL-1AFE69CCE9E8DC18; LIMEN-SIGNAL-573E3DA467E1108B; LIMEN-SIGNAL-7B63548E5AA7CCD2; LIMEN-SIGNAL-BE1DB8B4AB271FC5; LIMEN-SIGNAL-70F79662D94099D5	bulk_named_source_autoresolve; hardening_translation_source_review	publication.pravo.gov.ru	http://publication.pravo.gov.ru/Document/View/0001202004240030	publication.pravo.gov.ru	public sector AI	Local row points toward an underlying source but does not yet expose a named reviewable surface.	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://sanayi.gov.tr/assets/pdf/UlusalYapayZekaStratejisi2024-2025EylemPlani.pdf	1	LIMEN-SIGNAL-6E069BCA3E21693F	bulk_translation_source_review	sanayi.gov.tr	https://www.sanayi.gov.tr/assets/pdf/UlusalYapayZekaStratejisi2024-2025EylemPlani.pdf	Ministry of Industry and Technology — National AI Strategy 2024-2025 Action Plan	regulatory sandbox	Official Turkish action-plan source was locally checked for sandbox/test-bed terms; notes support negative operational-sandbox posture only.	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://sanayi.gov.tr/assets/pdf/plan-program/STB-2022YiliFaaliyetRaporuV2.pdf	2	LIMEN-SIGNAL-DB339C399C78CE11; LIMEN-SIGNAL-DE58CAF328D70F7D	bulk_translation_source_review	sanayi.gov.tr	https://www.sanayi.gov.tr/assets/pdf/plan-program/STB-2022YiliFaaliyetRaporuV2.pdf	Turkish Ministry of Industry and Technology - 2022 activity report	regulatory sandbox	Official Turkish report includes AI sandbox concept/signals in strategy context, not confirmed operational AI sandbox.	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
