source_cluster_key	case_extraction_verdict	source_url_or_locator	source_name	source_host	proposed_case_title	proposed_evidence_tier	proposed_limen_categories	source_record_date	jurisdiction	bounded_claim_candidate	claim_ceiling	forbidden_overread	rationale	required_before_reviewed_core	required_before_obscure_ai	next_action
https://ai.gov.ua	closed_noncase_source_surface	https://ai.gov.ua/	Roadmap for AI regulation in Ukraine - sandbox/planned regulatory instruments	ai.gov.ua	Ukraine AI regulation roadmap / sandbox source surface	public source surface only	AI governance; regulatory sandbox	unknown	Ukraine	No case candidate extracted; source can only support source-surface/context accounting.	May cite as a source surface/context pointer only.	Do not infer incident, vulnerability, safety/legal/compliance finding, deployment proof, prevalence, guilt, or ranking.	Official roadmap portal is a policy/planned-instrument surface, not a concrete edge-case event or finding.	Specific public record with concrete event/action/vulnerability/finding and bounded passage.	Reviewed-core acceptance after case hardening; no direct ObscureAI action from this surface.	Close as noncase source surface unless a specific original case record is later supplied.
https://aiverifyfoundation.sg	closed_noncase_source_surface	https://aiverifyfoundation.sg/	aiverifyfoundation.sg	aiverifyfoundation.sg	AI Verify Foundation homepage source surface	public source surface only	AI assurance; source index	unknown	Singapore / global foundation	No case candidate extracted; source can only support source-surface/context accounting.	May cite as a source surface/context pointer only.	Do not infer incident, vulnerability, safety/legal/compliance finding, deployment proof, prevalence, guilt, or ranking.	Foundation homepage lists assurance tools/sandbox resources but this cluster does not identify one concrete case record.	Specific public record with concrete event/action/vulnerability/finding and bounded passage.	Reviewed-core acceptance after case hardening; no direct ObscureAI action from this surface.	Close as noncase source surface unless a specific original case record is later supplied.
https://akshi.gov.al/preparatory-work-for-the-development-of-the-ai-powered-e-procurement-system	closed_noncase_source_surface	https://akshi.gov.al/preparatory-work-for-the-development-of-the-ai-powered-e-procurement-system/	Preparatory work for the AI-powered e-procurement system	akshi.gov.al	Albania AI-powered e-procurement preparatory-work page	public source surface only	AI procurement; official notice	unknown	Albania	No case candidate extracted; source can only support source-surface/context accounting.	May cite as a source surface/context pointer only.	Do not infer incident, vulnerability, safety/legal/compliance finding, deployment proof, prevalence, guilt, or ranking.	AKSHI page is a preparatory procurement/development notice, not an edge-case finding or failure record.	Specific public record with concrete event/action/vulnerability/finding and bounded passage.	Reviewed-core acceptance after case hardening; no direct ObscureAI action from this surface.	Close as noncase source surface unless a specific original case record is later supplied.
https://algoritmeregister.amsterdam.nl/en/ai-register	closed_noncase_source_surface	https://algoritmeregister.amsterdam.nl/en/ai-register/	algoritmeregister.amsterdam.nl	algoritmeregister.amsterdam.nl	Amsterdam algorithm register organization/index page	public source surface only	algorithm register; public-sector AI	unknown	Netherlands / Amsterdam	No case candidate extracted; source can only support source-surface/context accounting.	May cite as a source surface/context pointer only.	Do not infer incident, vulnerability, safety/legal/compliance finding, deployment proof, prevalence, guilt, or ranking.	Algorithm-register index lists systems and is not itself a bounded edge-case event/finding.	Specific public record with concrete event/action/vulnerability/finding and bounded passage.	Reviewed-core acceptance after case hardening; no direct ObscureAI action from this surface.	Close as noncase source surface unless a specific original case record is later supplied.
https://all-hands.dev	closed_noncase_source_surface	https://www.all-hands.dev/	all-hands.dev	all-hands.dev	OpenHands / All Hands vendor product source surface	public source surface only	agentic coding; product page	unknown	Global / vendor site	No case candidate extracted; source can only support source-surface/context accounting.	May cite as a source surface/context pointer only.	Do not infer incident, vulnerability, safety/legal/compliance finding, deployment proof, prevalence, guilt, or ranking.	Vendor/product site describes a coding-agent platform; no concrete incident, vulnerability, or official finding is identified.	Specific public record with concrete event/action/vulnerability/finding and bounded passage.	Reviewed-core acceptance after case hardening; no direct ObscureAI action from this surface.	Close as noncase source surface unless a specific original case record is later supplied.
https://anduril.com/lattice	closed_noncase_source_surface	https://www.anduril.com/lattice/	anduril.com	anduril.com	Anduril Lattice vendor source surface	public source surface only	defense AI; vendor product	unknown	United States / defense vendor	No case candidate extracted; source can only support source-surface/context accounting.	May cite as a source surface/context pointer only.	Do not infer incident, vulnerability, safety/legal/compliance finding, deployment proof, prevalence, guilt, or ranking.	Vendor/product page is source-family context and does not itself provide a concrete edge-case finding.	Specific public record with concrete event/action/vulnerability/finding and bounded passage.	Reviewed-core acceptance after case hardening; no direct ObscureAI action from this surface.	Close as noncase source surface unless a specific original case record is later supplied.
https://argentina.gob.ar/tina	closed_noncase_source_surface	https://www.argentina.gob.ar/tina	argentina.gob.ar	argentina.gob.ar	Argentina Tina virtual assistant service page	public source surface only	public-sector chatbot; automated assistant	unknown	Argentina	No case candidate extracted; source can only support source-surface/context accounting.	May cite as a source surface/context pointer only.	Do not infer incident, vulnerability, safety/legal/compliance finding, deployment proof, prevalence, guilt, or ranking.	Official chatbot/service page describes Tina; it does not contain a concrete edge-case event or finding.	Specific public record with concrete event/action/vulnerability/finding and bounded passage.	Reviewed-core acceptance after case hardening; no direct ObscureAI action from this surface.	Close as noncase source surface unless a specific original case record is later supplied.
https://asfono.gov	closed_noncase_source_surface	https://www.asfono.gov/	Home | The Legislature of American Samoa	asfono.gov	American Samoa Fono portal negative sandbox anchor	public source surface only	regulatory sandbox; negative evidence	unknown	American Samoa	No case candidate extracted; source can only support source-surface/context accounting.	May cite as a source surface/context pointer only.	Do not infer incident, vulnerability, safety/legal/compliance finding, deployment proof, prevalence, guilt, or ranking.	Legislature portal is only a negative/source-family anchor for sandbox tracing, not an AI edge-case record.	Specific public record with concrete event/action/vulnerability/finding and bounded passage.	Reviewed-core acceptance after case hardening; no direct ObscureAI action from this surface.	Close as noncase source surface unless a specific original case record is later supplied.
https://asic.gov.au/for-business-and-companies/innovation-hub/enhanced-regulatory-sandbox-ers	closed_noncase_source_surface	https://www.asic.gov.au/for-business-and-companies/innovation-hub/enhanced-regulatory-sandbox-ers/	Enhanced regulatory sandbox (ERS)	asic.gov.au	ASIC Enhanced Regulatory Sandbox page	public source surface only	regulatory sandbox; fintech	unknown	Australia / ASIC	No case candidate extracted; source can only support source-surface/context accounting.	May cite as a source surface/context pointer only.	Do not infer incident, vulnerability, safety/legal/compliance finding, deployment proof, prevalence, guilt, or ranking.	ASIC ERS page is regulatory-program guidance/context, not a concrete AI edge-case event.	Specific public record with concrete event/action/vulnerability/finding and bounded passage.	Reviewed-core acceptance after case hardening; no direct ObscureAI action from this surface.	Close as noncase source surface unless a specific original case record is later supplied.
https://asic.gov.au/for-business/innovation-hub/enhanced-regulatory-sandbox	closed_noncase_source_surface	https://asic.gov.au/for-business/innovation-hub/enhanced-regulatory-sandbox/	Enhanced regulatory sandbox / Australian Securities and Investments Commission	asic.gov.au	ASIC Enhanced Regulatory Sandbox legacy URL	public source surface only	regulatory sandbox; fintech	unknown	Australia / ASIC	No case candidate extracted; source can only support source-surface/context accounting.	May cite as a source surface/context pointer only.	Do not infer incident, vulnerability, safety/legal/compliance finding, deployment proof, prevalence, guilt, or ranking.	Legacy ASIC URL redirects to ERS guidance/context, not a concrete AI edge-case event.	Specific public record with concrete event/action/vulnerability/finding and bounded passage.	Reviewed-core acceptance after case hardening; no direct ObscureAI action from this surface.	Close as noncase source surface unless a specific original case record is later supplied.
