source_cluster_key	packet_rows	signal_ids	source_lanes	source_host	source_url_or_locator	source_name	queries	representative_title_or_snippet	public_disposition	completion_status	destination	rationale	required_before_reviewed_core	required_before_obscure_ai	boundary
https://ai.gov.ua	1	LIMEN-SIGNAL-D03C70F337DA1E5B	bulk_parent_source_extraction	ai.gov.ua	https://ai.gov.ua/	Roadmap for AI regulation in Ukraine - sandbox/planned regulatory instruments	regulatory sandbox	Local first-pass source pack names Ukraine AI roadmap portal for I03 planned sandbox evidence.	noncase_source_surface_context_only	closed_noncase_source_surface	source_family_accounting	Current cluster remains source-surface/context rather than a case-level record.	A concrete public event/finding and direct source passage would be required before reviewed-core consideration.	Not ObscureAI material without case hardening and reviewed-core acceptance.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://aiverifyfoundation.sg	2	LIMEN-SIGNAL-D78266831487DD65; LIMEN-SIGNAL-E1720F2A9BF36E96	bulk_named_source_autoresolve	aiverifyfoundation.sg	https://aiverifyfoundation.sg/	aiverifyfoundation.sg	AI evidence	Internal corpus/atlas aggregate cites a source but does not expose a standalone reviewable source surface row.	noncase_source_surface_context_only	closed_noncase_source_surface	source_family_accounting	Current cluster remains source-surface/context rather than a case-level record.	A concrete public event/finding and direct source passage would be required before reviewed-core consideration.	Not ObscureAI material without case hardening and reviewed-core acceptance.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://akshi.gov.al/preparatory-work-for-the-development-of-the-ai-powered-e-procurement-system	1	LIMEN-SIGNAL-51C3FA74917FA77C	bulk_parent_source_extraction	akshi.gov.al	https://akshi.gov.al/preparatory-work-for-the-development-of-the-ai-powered-e-procurement-system/	Preparatory work for the AI-powered e-procurement system	AI procurement	AL I08 source-refresh row gives exact AKSHI REOI page for AI-powered e-procurement.	noncase_source_surface_context_only	closed_noncase_source_surface	source_family_accounting	Current cluster remains source-surface/context rather than a case-level record.	A concrete public event/finding and direct source passage would be required before reviewed-core consideration.	Not ObscureAI material without case hardening and reviewed-core acceptance.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://algoritmeregister.amsterdam.nl/en/ai-register	2	LIMEN-SIGNAL-96F24462AF6D13E2; LIMEN-SIGNAL-A305CBA24ABD37B9	bulk_named_source_autoresolve	algoritmeregister.amsterdam.nl	https://algoritmeregister.amsterdam.nl/en/ai-register/	algoritmeregister.amsterdam.nl	regulatory sandbox	Index row may help trace sources but does not itself expose a direct reviewable surface.	noncase_source_surface_context_only	closed_noncase_source_surface	source_family_accounting	Current cluster remains source-surface/context rather than a case-level record.	A concrete public event/finding and direct source passage would be required before reviewed-core consideration.	Not ObscureAI material without case hardening and reviewed-core acceptance.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://all-hands.dev	5	LIMEN-SIGNAL-08E0CCA0A4D757CF; LIMEN-SIGNAL-7503DC3E77BA2BA0; LIMEN-SIGNAL-79CBF6F181C4C5A5; LIMEN-SIGNAL-99277EEC3ACE80BD; LIMEN-SIGNAL-A34C941C4EAB3957	bulk_named_source_autoresolve	all-hands.dev	https://www.all-hands.dev/	all-hands.dev	automated decision	Agent-atlas record describes a deployment but does not expose a clean named source packet.	noncase_source_surface_context_only	closed_noncase_source_surface	source_family_accounting	Current cluster remains source-surface/context rather than a case-level record.	A concrete public event/finding and direct source passage would be required before reviewed-core consideration.	Not ObscureAI material without case hardening and reviewed-core acceptance.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://anduril.com/lattice	1	LIMEN-SIGNAL-196938158F78BA88	bulk_named_source_autoresolve	anduril.com	https://www.anduril.com/lattice/	anduril.com	procurement AI	Wrapper/index/proxy row points toward a source family but does not yet expose a clean named reviewable surface.	noncase_source_surface_context_only	closed_noncase_source_surface	source_family_accounting	Current cluster remains source-surface/context rather than a case-level record.	A concrete public event/finding and direct source passage would be required before reviewed-core consideration.	Not ObscureAI material without case hardening and reviewed-core acceptance.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://argentina.gob.ar/tina	3	LIMEN-SIGNAL-A22A0722486B33EC; LIMEN-SIGNAL-18549A4A31ACBB5A; LIMEN-SIGNAL-39EDC7791DEB63BD	bulk_named_source_autoresolve; bulk_translation_parent_source_extraction; bulk_translation_source_review	argentina.gob.ar	https://www.argentina.gob.ar/tina	argentina.gob.ar	prompt injection; automated decision	Derived fact/record row implies a source but does not expose a named reviewable surface.	noncase_source_surface_context_only	closed_noncase_source_surface	source_family_accounting	Current cluster remains source-surface/context rather than a case-level record.	A concrete public event/finding and direct source passage would be required before reviewed-core consideration.	Not ObscureAI material without case hardening and reviewed-core acceptance.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://asfono.gov	1	LIMEN-SIGNAL-EDED4143FD650EF6	bulk_parent_source_extraction	asfono.gov	https://www.asfono.gov/	Home | The Legislature of American Samoa	regulatory sandbox	Local source-pack uses Fono portal as negative sandbox search anchor; Samoa Central Bank is explicitly not American Samoa.	noncase_source_surface_context_only	closed_noncase_source_surface	source_family_accounting	Current cluster remains source-surface/context rather than a case-level record.	A concrete public event/finding and direct source passage would be required before reviewed-core consideration.	Not ObscureAI material without case hardening and reviewed-core acceptance.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://asic.gov.au/for-business-and-companies/innovation-hub/enhanced-regulatory-sandbox-ers	4	LIMEN-SIGNAL-06FB26EB3BD2E50F; LIMEN-SIGNAL-78EB92D3552D3E5E; LIMEN-SIGNAL-9435729EE9E0662B; LIMEN-SIGNAL-9E9021945A4862FF	bulk_parent_source_extraction	asic.gov.au	https://www.asic.gov.au/for-business-and-companies/innovation-hub/enhanced-regulatory-sandbox-ers/	Enhanced regulatory sandbox (ERS)	regulatory sandbox	Matrix notes ASIC sandbox for Christmas Island context; local source-refresh row gives official ASIC URL.	noncase_source_surface_context_only	closed_noncase_source_surface	source_family_accounting	Current cluster remains source-surface/context rather than a case-level record.	A concrete public event/finding and direct source passage would be required before reviewed-core consideration.	Not ObscureAI material without case hardening and reviewed-core acceptance.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://asic.gov.au/for-business/innovation-hub/enhanced-regulatory-sandbox	1	LIMEN-SIGNAL-7796FEF33414B820	bulk_parent_source_extraction	asic.gov.au	https://asic.gov.au/for-business/innovation-hub/enhanced-regulatory-sandbox/	Enhanced regulatory sandbox / Australian Securities and Investments Commission	regulatory sandbox	Hardening summary example names Enhanced regulatory sandbox; source-refresh row gives explicit ASIC URL.	noncase_source_surface_context_only	closed_noncase_source_surface	source_family_accounting	Current cluster remains source-surface/context rather than a case-level record.	A concrete public event/finding and direct source passage would be required before reviewed-core consideration.	Not ObscureAI material without case hardening and reviewed-core acceptance.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
