queue_id	signal_id	bulk_source_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action
BPSE-01922	LIMEN-SIGNAL-FB3D2AB2FE11268D	country_gap_no_parent_source		Japan observability research queue AI procurement prompt	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:135	generated country/topic search prompts only; no named source URL in local row	processing-state gap/search-prompt only; no direct-source claim	find a concrete local named public source URL before source review
BPSE-01923	LIMEN-SIGNAL-FE8A82C6F4C2230F	country_gap_no_parent_source		Slovenia observability research queue regulatory sandbox prompt	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:139	generated country/topic search prompts only; no named source URL in local row	processing-state gap/search-prompt only; no direct-source claim	find a concrete local named public source URL before source review
BPSE-01924	LIMEN-SIGNAL-00767C0D0C44131D	country_gap_no_parent_source		Hong Kong observability research queue public sector AI prompt	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:169	generated country/topic search prompts only; no named source URL in local row	processing-state gap/search-prompt only; no direct-source claim	find a concrete local named public source URL before source review
BPSE-01925	LIMEN-SIGNAL-00BDDCBF488A312F	country_gap_no_parent_source		Macau observability research queue public sector AI prompt	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:121	generated country/topic search prompts only; no named source URL in local row	processing-state gap/search-prompt only; no direct-source claim	find a concrete local named public source URL before source review
BPSE-01926	LIMEN-SIGNAL-00C6250D654EF0E6	country_gap_no_parent_source		Argentina observability research queue regulatory sandbox prompt	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:179	generated country/topic search prompts only; no named source URL in local row	processing-state gap/search-prompt only; no direct-source claim	find a concrete local named public source URL before source review
BPSE-01927	LIMEN-SIGNAL-01035F1535B106BE	country_gap_no_parent_source		Liechtenstein country profile algorithm register label	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:8775	profile indicator label/score contains no explicit public parent URL	processing-state gap/search-prompt only; no direct-source claim	resolve a named local cited public source before source review
BPSE-01928	LIMEN-SIGNAL-01614FAD884DF234	country_gap_no_parent_source		Pakistan observability research queue public sector AI prompt	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:171	generated country/topic search prompts only; no named source URL in local row	processing-state gap/search-prompt only; no direct-source claim	find a concrete local named public source URL before source review
BPSE-01929	LIMEN-SIGNAL-01A242F7BA796058	country_gap_no_parent_source		Brunei observability research queue algorithm register prompt	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:181	generated country/topic search prompts only; no named source URL in local row	processing-state gap/search-prompt only; no direct-source claim	find a concrete local named public source URL before source review
BPSE-01930	LIMEN-SIGNAL-01A7477293235C55	country_gap_no_parent_source		South Sudan observability research queue algorithm register prompt	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:104	generated country/topic search prompts only; no named source URL in local row	processing-state gap/search-prompt only; no direct-source claim	find a concrete local named public source URL before source review
BPSE-01931	LIMEN-SIGNAL-01EA179CD47C9E4E	country_gap_no_parent_source		Palestine observability research queue public sector AI prompt	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:112	generated country/topic search prompts only; no named source URL in local row	processing-state gap/search-prompt only; no direct-source claim	find a concrete local named public source URL before source review
BPSE-01932	LIMEN-SIGNAL-01EC237CF214A980	country_gap_no_parent_source		Canada observability research queue regulatory sandbox prompt	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:156	generated country/topic search prompts only; no named source URL in local row	processing-state gap/search-prompt only; no direct-source claim	find a concrete local named public source URL before source review
BPSE-01933	LIMEN-SIGNAL-02C2CE35920F0FB7	country_gap_no_parent_source		Antigua and Barbuda observability research queue AI procurement prompt	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:125	generated country/topic search prompts only; no named source URL in local row	processing-state gap/search-prompt only; no direct-source claim	find a concrete local named public source URL before source review
BPSE-01934	LIMEN-SIGNAL-03322073969DBE1D	country_gap_no_parent_source		Aruba observability research queue regulatory sandbox prompt	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:109	generated country/topic search prompts only; no named source URL in local row	processing-state gap/search-prompt only; no direct-source claim	find a concrete local named public source URL before source review
BPSE-01935	LIMEN-SIGNAL-035A368EBCEB5837	country_gap_no_parent_source		Guyana observability research queue algorithm register prompt	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:168	generated country/topic search prompts only; no named source URL in local row	processing-state gap/search-prompt only; no direct-source claim	find a concrete local named public source URL before source review
BPSE-01936	LIMEN-SIGNAL-03869F8DB95946F8	country_gap_no_parent_source		United Arab Emirates observability research queue AI procurement prompt	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:153	generated country/topic search prompts only; no named source URL in local row	processing-state gap/search-prompt only; no direct-source claim	find a concrete local named public source URL before source review
BPSE-01937	LIMEN-SIGNAL-040D53097110B1C7	country_gap_no_parent_source		South Sudan observability research queue public sector AI prompt	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:104	generated country/topic search prompts only; no named source URL in local row	processing-state gap/search-prompt only; no direct-source claim	find a concrete local named public source URL before source review
BPSE-01938	LIMEN-SIGNAL-042E7593B0AD54A0	country_gap_no_parent_source		Uruguay observability research queue algorithm register prompt	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:154	generated country/topic search prompts only; no named source URL in local row	processing-state gap/search-prompt only; no direct-source claim	find a concrete local named public source URL before source review
BPSE-01939	LIMEN-SIGNAL-0444D12220A19AB5	country_gap_no_parent_source		Iraq observability research queue public sector AI prompt	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:97	generated country/topic search prompts only; no named source URL in local row	processing-state gap/search-prompt only; no direct-source claim	find a concrete local named public source URL before source review
BPSE-01940	LIMEN-SIGNAL-0494FD950CF0BE13	country_gap_no_parent_source		Tokelau observability research queue regulatory sandbox prompt	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:107	generated country/topic search prompts only; no named source URL in local row	processing-state gap/search-prompt only; no direct-source claim	find a concrete local named public source URL before source review
BPSE-01941	LIMEN-SIGNAL-04BA70321CC8C0F5	country_gap_no_parent_source		Italy observability research queue public sector AI prompt	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:149	generated country/topic search prompts only; no named source URL in local row	processing-state gap/search-prompt only; no direct-source claim	find a concrete local named public source URL before source review
BPSE-01942	LIMEN-SIGNAL-04DB7E22AA0628E9	country_gap_no_parent_source		Dominican Republic country profile regulatory sandbox label	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:13352	profile indicator label/score contains no explicit public parent URL	processing-state gap/search-prompt only; no direct-source claim	resolve a named local cited public source before source review
BPSE-01943	LIMEN-SIGNAL-050DE0CBE92F9BDD	country_gap_no_parent_source		French Southern and Antarctic Lands observability research queue regulatory sandbox prompt	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:94	generated country/topic search prompts only; no named source URL in local row	processing-state gap/search-prompt only; no direct-source claim	find a concrete local named public source URL before source review
BPSE-01944	LIMEN-SIGNAL-05B149B29B573149	country_gap_no_parent_source		Dominican Republic observability research queue public sector AI prompt	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:173	generated country/topic search prompts only; no named source URL in local row	processing-state gap/search-prompt only; no direct-source claim	find a concrete local named public source URL before source review
BPSE-01945	LIMEN-SIGNAL-05DF7F06759094D0	country_gap_no_parent_source		Argentina observability research queue AI procurement prompt	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:179	generated country/topic search prompts only; no named source URL in local row	processing-state gap/search-prompt only; no direct-source claim	find a concrete local named public source URL before source review
