queue_id	signal_id	bulk_source_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action
BPSE-01898	LIMEN-SIGNAL-81BF23F8DC31E204	parent_source_wrapper		Honduras I08 top_sources: ONCAE Datos abiertos; HonduCompras	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:14769	Two explicit I08 procurement surfaces in local top_sources; human choice needed.	processing-state source-surface extraction only; no incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking	choose one Honduras procurement parent source then reroute
BPSE-01899	LIMEN-SIGNAL-82FF1899FD183A8D	country_gap_no_parent_source		Norway observability research queue row	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:136	Research queue line is search targets/categories only; no public URL.	processing-state source-surface extraction only; no incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking	extract a named official/regulator/vendor source before source review
BPSE-01900	LIMEN-SIGNAL-83308525363BA8B2	country_gap_no_parent_source		Trinidad and Tobago country profile I08 label	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:17680	I08 score label has no I08 top_source URL in local profile context.	processing-state source-surface extraction only; no incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking	resolve named procurement/AI-governance source if available
BPSE-01901	LIMEN-SIGNAL-88776C6261416FB6	country_gap_no_parent_source		El Salvador country profile summary	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:17162	Summary/gap profile states no AI procurement guidance; no I08 URL present.	processing-state source-surface extraction only; no incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking	resolve named underlying source or keep as gap evidence
BPSE-01902	LIMEN-SIGNAL-88CC5B60B4896610	country_gap_no_parent_source		Slovenia observability research queue row	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:139	Research queue line is search targets/categories only; no public URL.	processing-state source-surface extraction only; no incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking	extract a named official/regulator/vendor source before source review
BPSE-01903	LIMEN-SIGNAL-8F33D4735301D579	country_gap_no_parent_source		Belize country profile I08 label	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:12471	I08 score label has no I08 top_source URL in local profile context.	processing-state source-surface extraction only; no incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking	resolve named procurement/AI-governance source if available
BPSE-01904	LIMEN-SIGNAL-9070601E3BA1B8BB	country_gap_no_parent_source		Colombia country profile I08 label	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:12625	I08 score label has no I08 top_source URL in local profile context.	processing-state source-surface extraction only; no incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking	resolve named procurement/AI-governance source if available
BPSE-01905	LIMEN-SIGNAL-927F52512063C9D1	country_gap_no_parent_source		Bermuda country profile I08 label	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:11858	I08 score label has no I08 top_source URL in local profile context.	processing-state source-surface extraction only; no incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking	resolve named procurement/AI-governance source if available
BPSE-01906	LIMEN-SIGNAL-D98C390B49D05306	country_gap_no_parent_source		Kosovo country profile I08 label	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:10939	I08 score label has no I08 top_source URL in local profile context.	processing-state source-surface extraction only; no incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking	resolve named procurement/AI-governance source if available
BPSE-01907	LIMEN-SIGNAL-E0D8528EE424148F	country_gap_no_parent_source		El Salvador country profile I08 label	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:17221	I08 score label has no I08 top_source URL in local profile context.	processing-state source-surface extraction only; no incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking	resolve named procurement/AI-governance source if available
BPSE-01908	LIMEN-SIGNAL-E1425B20FC4C4BB4	country_gap_no_parent_source		United Kingdom observability research queue row	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:137	Research queue line is search targets/categories only; no public URL.	processing-state source-surface extraction only; no incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking	extract named algorithm-register source or downgrade as gap evidence
BPSE-01909	LIMEN-SIGNAL-E43B19B1E251F37C	source_url_extracted	https://www.gov.fk/commercialservices/procurement/how-we-buy-goods-and-services/	How We Buy Goods and Services — Falkland Islands Government Commercial Services	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:13697	Local I08 top_sources contains one explicit procurement URL.	source-surface existence only; no incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking	route extracted source URL for source review
BPSE-01910	LIMEN-SIGNAL-E476515B7D8A4D7C	country_gap_no_parent_source		Guadeloupe country profile I08 label	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:14310	I08 score label has no I08 top_source URL in local profile context.	processing-state source-surface extraction only; no incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking	resolve named procurement/AI-governance source if available
BPSE-01911	LIMEN-SIGNAL-E758B4A0E7FF3E32	country_gap_no_parent_source		Antigua and Barbuda country profile I08 label	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:11092	I08 score label has no I08 top_source URL in local profile context.	processing-state source-surface extraction only; no incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking	resolve named procurement/AI-governance source if available
BPSE-01912	LIMEN-SIGNAL-E7F26A2EAF227D5E	country_gap_no_parent_source		Slovenia observability research queue row	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:139	Research queue line is search targets/categories only; no public URL.	processing-state source-surface extraction only; no incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking	extract named algorithm-register source or downgrade as gap evidence
BPSE-01913	LIMEN-SIGNAL-E8A5218585DF745B	country_gap_no_parent_source		Norway observability research queue row	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:136	Research queue line is search targets/categories only; no public URL.	processing-state source-surface extraction only; no incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking	extract a named official/regulator/vendor source before source review
BPSE-01914	LIMEN-SIGNAL-E981281FEF0B7615	country_gap_no_parent_source		Peru country profile I08 label	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:16453	I08 score label has no I08 top_source URL in local profile context.	processing-state source-surface extraction only; no incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking	resolve named procurement/AI-governance source if available
BPSE-01915	LIMEN-SIGNAL-EADEE6BE856AA85C	country_gap_no_parent_source		Cuba country profile I08 label	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:12932	I08 score label has no I08 top_source URL in local profile context.	processing-state source-surface extraction only; no incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking	resolve named procurement/AI-governance source if available
