queue_id	signal_id	source_review_role	review_priority	shards	queries	source_path	source_line	reason	claim_ceiling	next_action
BPSE-02961	LIMEN-SIGNAL-C142023BEEC6079D	country_profile_wrapper	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	19610	Country-profile metadata points toward adjacent public-sector surfaces but does not expose a named reviewable direct source in the local row.	Source-surface triage only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking claim.	extract the named source surface from the country profile before review
BPSE-02962	LIMEN-SIGNAL-C1427425729E32EB	country_profile_wrapper	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	24868	Country-profile metadata points toward adjacent public-sector surfaces but does not expose a named reviewable direct source in the local row.	Source-surface triage only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking claim.	extract the named source surface from the country profile before review
BPSE-02963	LIMEN-SIGNAL-C443F5C8090D0679	research_queue_wrapper	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	248	Observability queue row lists search leads and low-observability context but does not expose a named reviewable source surface.	Source-surface triage only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking claim.	extract a named direct source before any source review
BPSE-02964	LIMEN-SIGNAL-C94783B241C7A292	source_pack_or_profile_wrapper	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	23796	Local row is a derived atlas/profile/record wrapper and does not expose a named reviewable direct source surface.	Source-resolution queueing only; no incident, legality, deployment, prevalence, or compliance claim.	extract a named direct source URL/title before source review
BPSE-02965	LIMEN-SIGNAL-CC02451CF69E2C8A	source_pack_or_profile_wrapper	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	22117	Local row is a derived atlas/profile/record wrapper and does not expose a named reviewable direct source surface.	Source-resolution queueing only; no incident, legality, deployment, prevalence, or compliance claim.	extract a named direct source URL/title before source review
BPSE-02966	LIMEN-SIGNAL-D48A8ECD1B8F586B	source_pack_or_profile_wrapper	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	27305	Local row is a derived atlas/profile/record wrapper and does not expose a named reviewable direct source surface.	Source-resolution queueing only; no incident, legality, deployment, prevalence, or compliance claim.	extract a named direct source URL/title before source review
BPSE-02967	LIMEN-SIGNAL-D7C183F468C56B33	source_pack_or_profile_wrapper	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	27457	Local row is a derived atlas/profile/record wrapper and does not expose a named reviewable direct source surface.	Source-resolution queueing only; no incident, legality, deployment, prevalence, or compliance claim.	extract a named direct source URL/title before source review
BPSE-02968	LIMEN-SIGNAL-D96D7958BF417FE4	source_pack_or_profile_wrapper	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	34016	Local row is a derived atlas/profile/record wrapper and does not expose a named reviewable direct source surface.	Source-resolution queueing only; no incident, legality, deployment, prevalence, or compliance claim.	extract a named direct source URL/title before source review
BPSE-02969	LIMEN-SIGNAL-DFB98A24BDF2C1CD	source_pack_or_profile_wrapper	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	21905	Local row is a derived atlas/profile/record wrapper and does not expose a named reviewable direct source surface.	Source-resolution queueing only; no incident, legality, deployment, prevalence, or compliance claim.	extract a named direct source URL/title before source review
BPSE-02970	LIMEN-SIGNAL-E1D2BC5B2A6188EF	source_pack_or_profile_wrapper	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	25933	Local row is a derived atlas/profile/record wrapper and does not expose a named reviewable direct source surface.	Source-resolution queueing only; no incident, legality, deployment, prevalence, or compliance claim.	extract a named direct source URL/title before source review
