queue_id	signal_id	bulk_translation_verdict	language_reviewed	source_url_or_locator	source_name	reason	claim_ceiling	next_action
BTR-00369	LIMEN-SIGNAL-FB11BFFBF12607D7	translation_source_reviewed	nl reviewed via local English auto-translation metadata	https://algoritmes.overheid.nl/en/algoritme/mnre1045/83985427/octobox-anonymisation	Algorithm Register of the Dutch government: Octobox Anonymisation	Local row names a Dutch government algorithm-record surface and flags English auto-translation; no independent factual uplift.	source-surface existence and translated-field context only	If reused, inspect the Dutch original for the specific record and preserve auto-translation caveat.
BTR-00370	LIMEN-SIGNAL-FDB317286B045365	translation_source_reviewed	nl reviewed via local English auto-translation metadata	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Algorithm Register of the Dutch government: Datamask	Local preview row names a specific Dutch register record with auto-translated fields; supports source surface only.	source-surface existence and translated-field context only	If extracted, check the Dutch original fields before any substantive claim.
BTR-00371	LIMEN-SIGNAL-FFC337D524414392	source_surface_only_no_case	sr reviewed from local metadata	https://www.ai.gov.rs/tekst/sr/191/primena-ai-u-javnom-sektoru.php	National AI Platform / Government of Serbia	Official Serbian public-sector AI page is named, but local row is policy transparency context not a concrete edge case.	source-surface existence and policy-context only	Keep as context unless original-language review finds a concrete named system or register entry.
BTR-00372	LIMEN-SIGNAL-00A12650242FF702	source_surface_only_no_case	ru	https://doi.org/10.14357/20718594190101	ОГРАНИЧЕННАЯ РАЦИОНАЛЬНОСТЬ И ПРИНЯТИЕ РЕШЕНИЙ	Russian Crossref record is scholarly metadata with no snippet or explicit AI/legal edge-case surface.	bibliographic source-surface only	Do not promote; require abstract/full-text review before any relevance claim.
BTR-00373	LIMEN-SIGNAL-01246E68C2DAC4CF	candidate_for_parent_source_extraction	es reviewed from local official-source metadata	https://spdp.gob.ec/wp-content/uploads/2026/02/ResolIA.pdf	Resolución Nº SPDP-SPD-2026-0009-R - Superintendencia de Protección de Datos Personales	Local official regulator row explicitly describes AI personal-data lifecycle controls; good extraction candidate but not a legal finding.	official-source surface and local metadata summary only	Extract original Spanish clauses with citations before any case-level or legal-duty claim.
BTR-00374	LIMEN-SIGNAL-0153DBA2CDED5764	reject_noise	ar title metadata; record marks original_language en	https://doi.org/10.36541/0231-000-040-002	العلاقة بين الذكاء الاصطناعي والإعلام الإلكتروني في تطوير قيم المواطنة الرقمية لدى الطلبة في الأردن	Scholarly metadata concerns AI/e-media and digital citizenship; no explicit legal evidence or case surface.	bibliographic metadata only	Drop from edge-case queue unless later full-text review finds direct legal/evidence relevance.
BTR-00375	LIMEN-SIGNAL-01D06DBEE666C585	source_surface_only_no_case	en	https://www.nrb.org.np/contents/uploads/2025/07/Gudelines-on-the-Regulatory-Sandbox_Consultative-Draft_2082-04-15.pdf	Guidelines on the Regulatory Sandbox - Consultative Draft, Nepal Rastra Bank	English regulator consultation draft supports sandbox-policy context, not an operational AI sandbox case.	draft consultation source-surface only	Keep as sandbox-context evidence; do not promote as operational implementation.
BTR-00376	LIMEN-SIGNAL-02A0B66582AFE1E8	candidate_for_parent_source_extraction	de reviewed from local metadata	https://www.bundesnetzagentur.de/DE/Fachthemen/Digitales/KI/5_Innovationen/start.html	KI-Reallabore, Bundesnetzagentur	German regulator page explicitly addresses AI regulatory sandboxes and deadline context, but not full operational proof.	official-source surface and deadline-context only	Extract German text for sandbox-policy parent source; avoid operational-status claim.
BTR-00377	LIMEN-SIGNAL-02AD669BA917B23D	translation_source_reviewed	th reviewed from local title/snippet metadata	https://www.etda.or.th/th/Our-Service/AIGC/index.aspx	ETDA AI Governance Center / AIGC - สพธอ.	Thai official ETDA AIGC surface is locally cached and translation-needed; supports named governance source only.	source-surface existence and original-language title/snippet only	Use as named-source context; translate exact Thai excerpts before substantive extraction.
BTR-00378	LIMEN-SIGNAL-02EEB56DA661FAED	source_surface_only_no_case	en	https://doi.org/10.12731/ofernio.2021.24899	An automated application for collecting medical statistics	English bibliographic report title suggests an automated medical-statistics app but no public-sector/legal edge-case claim.	bibliographic metadata only	Do not promote without full-text source-quality and relevance review.
