source_cluster_key	packet_rows	signal_ids	source_lanes	source_host	source_url_or_locator	source_name	queries	representative_title_or_snippet	public_disposition	completion_status	destination	rationale	required_before_reviewed_core	required_before_obscure_ai	boundary
https://doi.org/10.25368/2021.79	1	LIMEN-SIGNAL-F0D78B538BBA092E	bulk_named_source_autoresolve	doi.org	https://doi.org/10.25368/2021.79	doi.org	AI evidence	Internal corpus/atlas aggregate cites a source but does not expose a standalone reviewable source surface row.	noncase_scholarly_or_index_surface	closed_noncase_source_surface	source_family_accounting	Scholarly/index source surface, useful for traceability but not a case-level AI edge-case record.	A concrete event/entity claim and direct source would be required before reviewed-core consideration.	Not ObscureAI material without a reviewed case-level claim ceiling.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://doi.org/10.26507/paper.3160	2	LIMEN-SIGNAL-40666DA02ACECF8F; LIMEN-SIGNAL-BCBB9562E57216B8	bulk_named_source_autoresolve	doi.org	https://doi.org/10.26507/paper.3160	doi.org	algorithm register	Scholarly index record; no named official surface exposed in local metadata.	noncase_scholarly_or_index_surface	closed_noncase_source_surface	source_family_accounting	Scholarly/index source surface, useful for traceability but not a case-level AI edge-case record.	A concrete event/entity claim and direct source would be required before reviewed-core consideration.	Not ObscureAI material without a reviewed case-level claim ceiling.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://doi.org/10.26512/lstr.v16i1.48974	2	LIMEN-SIGNAL-888965A7D0AE3D53; LIMEN-SIGNAL-BC3D690FD9D09064	bulk_named_source_autoresolve	doi.org	https://doi.org/10.26512/lstr.v16i1.48974	doi.org	regulatory sandbox	scholarly index entry points toward sources but does not expose a named direct public surface	noncase_scholarly_or_index_surface	closed_noncase_source_surface	source_family_accounting	Scholarly/index source surface, useful for traceability but not a case-level AI edge-case record.	A concrete event/entity claim and direct source would be required before reviewed-core consideration.	Not ObscureAI material without a reviewed case-level claim ceiling.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://doi.org/10.26668/indexlawjournals/2526-0057/2024.v10i1.10364	4	LIMEN-SIGNAL-4A06719C931FCDA7; LIMEN-SIGNAL-DA0630E7375D2A3E; LIMEN-SIGNAL-DF182E9876BE7C24; LIMEN-SIGNAL-E14785035DDBA77E	bulk_named_source_autoresolve	doi.org	https://doi.org/10.26668/indexlawjournals/2526-0057/2024.v10i1.10364	doi.org	regulatory sandbox; algorithm register	Scholarly/index row points toward sandbox discussion but is not a direct source surface.	noncase_scholarly_or_index_surface	closed_noncase_source_surface	source_family_accounting	Scholarly/index source surface, useful for traceability but not a case-level AI edge-case record.	A concrete event/entity claim and direct source would be required before reviewed-core consideration.	Not ObscureAI material without a reviewed case-level claim ceiling.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://doi.org/10.26754/cinaic.2023.0002	1	LIMEN-SIGNAL-5B4966BBCC8E0109	bulk_named_source_autoresolve	doi.org	https://doi.org/10.26754/cinaic.2023.0002	doi.org	algorithm register	This row points to a scholarly/report wrapper rather than a direct source surface.	noncase_scholarly_or_index_surface	closed_noncase_source_surface	source_family_accounting	Scholarly/index source surface, useful for traceability but not a case-level AI edge-case record.	A concrete event/entity claim and direct source would be required before reviewed-core consideration.	Not ObscureAI material without a reviewed case-level claim ceiling.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://doi.org/10.26754/cinaic.2023.0148	1	LIMEN-SIGNAL-C28D1C150F435126	bulk_named_source_autoresolve	doi.org	https://doi.org/10.26754/cinaic.2023.0148	doi.org	algorithm register	Row is a scholarly/index wrapper and does not expose a named official source surface yet.	noncase_scholarly_or_index_surface	closed_noncase_source_surface	source_family_accounting	Scholarly/index source surface, useful for traceability but not a case-level AI edge-case record.	A concrete event/entity claim and direct source would be required before reviewed-core consideration.	Not ObscureAI material without a reviewed case-level claim ceiling.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://doi.org/10.29305/tj.2024.12.205.518	1	LIMEN-SIGNAL-D76D5115A922232A	bulk_named_source_autoresolve	doi.org	https://doi.org/10.29305/tj.2024.12.205.518	doi.org	AI evidence	Internal corpus/atlas aggregate cites a source but does not expose a standalone reviewable source surface row.	noncase_scholarly_or_index_surface	closed_noncase_source_surface	source_family_accounting	Scholarly/index source surface, useful for traceability but not a case-level AI edge-case record.	A concrete event/entity claim and direct source would be required before reviewed-core consideration.	Not ObscureAI material without a reviewed case-level claim ceiling.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://doi.org/10.29327/1740540.1-1	2	LIMEN-SIGNAL-B46CFE4011FF9F90; LIMEN-SIGNAL-DF350861422A0121	bulk_named_source_autoresolve	doi.org	https://doi.org/10.29327/1740540.1-1	doi.org	AI evidence	Local record flags a multilingual official source, but the concrete named source surface is not exposed in this row.	noncase_scholarly_or_index_surface	closed_noncase_source_surface	source_family_accounting	Scholarly/index source surface, useful for traceability but not a case-level AI edge-case record.	A concrete event/entity claim and direct source would be required before reviewed-core consideration.	Not ObscureAI material without a reviewed case-level claim ceiling.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://doi.org/10.30958/ajl.10-3-8	1	LIMEN-SIGNAL-370FEDB709441FD8	bulk_named_source_autoresolve	doi.org	https://doi.org/10.30958/ajl.10-3-8	doi.org	regulatory sandbox	Row is scholarly or adjacent metadata, not a named direct source surface; extract the underlying official source first.	noncase_scholarly_or_index_surface	closed_noncase_source_surface	source_family_accounting	Scholarly/index source surface, useful for traceability but not a case-level AI edge-case record.	A concrete event/entity claim and direct source would be required before reviewed-core consideration.	Not ObscureAI material without a reviewed case-level claim ceiling.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://doi.org/10.31030/3696841	1	LIMEN-SIGNAL-6B1451516AB85F49	bulk_named_source_autoresolve	doi.org	https://doi.org/10.31030/3696841	doi.org	algorithm register	Indicator row suggests algorithm-register evidence but does not expose a named reviewable source surface.	noncase_scholarly_or_index_surface	closed_noncase_source_surface	source_family_accounting	Scholarly/index source surface, useful for traceability but not a case-level AI edge-case record.	A concrete event/entity claim and direct source would be required before reviewed-core consideration.	Not ObscureAI material without a reviewed case-level claim ceiling.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
