queue_id	signal_id	bulk_source_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action
BPSE-01369	LIMEN-SIGNAL-E0126009458109BB	source_url_extracted	https://www.data.gouv.fr/organizations/terres-australes-et-antarctiques-francaises	Organisation - Terres australes et antarctiques françaises	PALLAS_SECOND_PASS_CONFIDENCE_CHANGES.csv:564; PALLAS_SECOND_PASS_SOURCE_REFRESH_ROLLUP.csv:1666	Exact TF I05 source-refresh ledger row gives the TAAF data.gouv organization URL; ODAP is only parent context.	source-surface existence only from local metadata/files	Review extracted public source if a TAAF algorithm-register gap needs evidence support.
BPSE-01370	LIMEN-SIGNAL-E03A617A68F88F24	source_url_extracted	https://algoritmes.overheid.nl/en/algoritme/gm0503/51854182/matching-jobseekers-with-vacancies	Matching jobseekers with vacancies	facts.json:29668-29683	Local fact object explicitly includes source_title and source_url for Delft Matchplaats.	source-surface existence only from local metadata/files	Use the official registry URL for source-near article relevance review.
BPSE-01371	LIMEN-SIGNAL-E0620EE6560F4F9D	country_gap_no_parent_source		Montserrat readiness/index aggregate	PALLAS_OBSERVABILITY_COUNTRY_INDEX.csv:196	Country profile aggregate lists source examples but no concrete URL on the row.	source-surface existence only from local metadata/files	If needed, route to country source-pack review rather than parent URL extraction.
BPSE-01372	LIMEN-SIGNAL-E06844A7C98B04EE	parent_source_wrapper		Ecuador I05 source-refresh wrapper	PALLAS_SECOND_PASS_SPRINT_8_COUNTRY_SCORE_DELTA.csv:86; PALLAS_SECOND_PASS_SOURCE_REFRESH_ROLLUP.csv:2235-2237	Candidate row points to several I05 parent sources: draft AI register proposal, SISPDP, and SPDP ResolIA.	source-surface existence only from local metadata/files	Human reviewer should choose which Ecuador I05 parent source is the review target.
BPSE-01373	LIMEN-SIGNAL-E074D4211D89FF5F	source_surface_only_no_case		OpenAlex fallback / retraction metadata prose	paper-draft-after-actor-normalized-candidate-update.md:79	Paper prose describes a metadata family and guardrail; no concrete parent URL is present nearby.	source-surface existence only from local metadata/files	Do not promote; use source-family enrichment workflow if a case source is needed.
BPSE-01374	LIMEN-SIGNAL-E0815C2B68A2A4EF	country_gap_no_parent_source		Germany weak-source warning	PALLAS_READINESS_SPRINT_1_WEAK_SOURCE_WARNINGS.md:360	Country warning records no national public algorithm register; no extractable parent source URL.	source-surface existence only from local metadata/files	Keep as gap warning unless a source-pack row is selected separately.
BPSE-01375	LIMEN-SIGNAL-E09032C5502B4FD7	country_gap_no_parent_source		Nepal observability research queue placeholder	PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:40	Research queue query placeholder names desired searches, not an observed parent source URL.	source-surface existence only from local metadata/files	Use as future research query only.
BPSE-01376	LIMEN-SIGNAL-E0A20E2EDA378572	reject_noise		Nekropolis helper handback template	paper-nekropolis-ai-content-regime-helper.md:117	Operational helper text is not a public evidence source and contains no parent URL.	source-surface existence only from local metadata/files	Remove from parent-source extraction queue.
BPSE-01377	LIMEN-SIGNAL-E0A40B18C81DE7A1	country_gap_no_parent_source		Ethiopia observability research queue placeholder	PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:23	Research queue query placeholder names desired searches, not an observed parent source URL.	source-surface existence only from local metadata/files	Use as future research query only.
BPSE-01378	LIMEN-SIGNAL-E0DC4AFAC828379E	country_gap_no_parent_source		Greenland weak-source warning	PALLAS_READINESS_SPRINT_3_WEAK_SOURCE_WARNINGS.md:616	Country warning says no formal AI or digital-regulatory sandbox source was found; no URL on row or nearby context.	source-surface existence only from local metadata/files	Keep as gap warning unless a source-pack row is selected separately.
BPSE-01379	LIMEN-SIGNAL-E0F7686F0A85E56B	country_gap_no_parent_source		Papua New Guinea observability research queue placeholder	PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:70	Research queue query placeholder names desired searches, not an observed parent source URL.	source-surface existence only from local metadata/files	Use as future research query only.
BPSE-01380	LIMEN-SIGNAL-E10E26A30A3FFD8E	parent_source_wrapper		Jersey I05 source-refresh wrapper	PALLAS_SECOND_PASS_SPRINT_13_COUNTRY_SCORE_DELTA.csv:66; PALLAS_SECOND_PASS_SOURCE_REFRESH_ROLLUP.csv:3881-3883	Candidate row points to multiple weak/reactive transparency sources: FOI portal, Brainomix FOI response, and gov.je search.	source-surface existence only from local metadata/files	Human reviewer should choose whether FOI portal, Brainomix response, or search-negative row is the target.
BPSE-01381	LIMEN-SIGNAL-E1275FA09127A219	source_url_extracted	https://au.int/es/node/42078	African Union Data Policy Framework	hermes-v02-expansion-seeds.json:5703-5723	Local seed object surrounding the cited line explicitly includes title and url.	source-surface existence only from local metadata/files	Use the AU Data Policy Framework URL only as aggregate policy-source surface, not a case finding.
BPSE-01382	LIMEN-SIGNAL-E131746412401070	source_surface_only_no_case		Estonia/Finland preprint prose	PALLAS_ESTONIA_FINLAND_PREPRINT_SAMPLE.tex:153	Article prose lists source categories and examples but gives no concrete parent URL in local context.	source-surface existence only from local metadata/files	Route to underlying source atlas if an individual Finland or Estonia URL is needed.
BPSE-01383	LIMEN-SIGNAL-E14927E55C4ACBCF	source_surface_only_no_case		arXiv withdrawal metadata prose	paper-draft-after-count-consistency-20260519T174226Z.md:97	Paper table describes the arXiv-withdrawn source family; no individual public parent URL is present nearby.	source-surface existence only from local metadata/files	Do not promote; use source-family ledger if a specific withdrawal record is needed.
BPSE-01384	LIMEN-SIGNAL-E18504BCE1624455	source_surface_only_no_case		Release-normalized source-family counts	paper-section9-6-10-release-normalized-label-consistency-20260522T162204Z.json:37	Local JSON records aggregate source-family totals and local paths only; no public parent URL.	source-surface existence only from local metadata/files	No parent URL extraction; retain as internal aggregate metadata if needed.
BPSE-01385	LIMEN-SIGNAL-E19DE6E03FECAEB1	source_surface_only_no_case		Sprint 2 summary aggregate	PALLAS_SECOND_PASS_SPRINT_2_SUMMARY.md:51	Sprint summary discusses evidence quality at aggregate level and has no concrete parent URL.	source-surface existence only from local metadata/files	Route to sprint source-refresh rows for individual source review.
BPSE-01386	LIMEN-SIGNAL-E1A08388F58F3DD8	source_url_extracted	https://www.cas.go.jp/jp/seisaku/s-portal/regulatorysandbox.html	Regulatory Sandbox system	PALLAS_SECOND_PASS_SPRINT_14_CANDIDATE_MATRIX_DELTA.csv:84; PALLAS_SECOND_PASS_SOURCE_REFRESH_ROLLUP.csv:4287	Exact JP I03 source-refresh ledger row provides the Cabinet Secretariat sandbox portal URL.	source-surface existence only from local metadata/files	Use the official sandbox portal URL for parent-source review.
BPSE-01387	LIMEN-SIGNAL-E1A0D2E6A230ADB4	country_gap_no_parent_source		Christmas Island hardening summary	PALLAS_SECOND_PASS_COUNTRY_HARDENING_SUMMARY.csv:70	Country summary/gap row has no concrete URL and mainly records negative evidence and caveats.	source-surface existence only from local metadata/files	Keep as gap summary unless a source-refresh row is selected separately.
BPSE-01388	LIMEN-SIGNAL-E1A4FD99BFD4992A	parent_source_wrapper		Morocco I03 source-refresh wrapper	PALLAS_SECOND_PASS_SPRINT_4_CANDIDATE_MATRIX_DELTA.csv:44; PALLAS_SECOND_PASS_SOURCE_REFRESH_ROLLUP.csv:888-890	Candidate row names AMMC, BKAM, and ACAPS innovation sources; multiple parent URLs exist.	source-surface existence only from local metadata/files	Human reviewer should choose the Morocco I03 parent source to review.
BPSE-01389	LIMEN-SIGNAL-E1A84A0938152BF6	parent_source_wrapper		Zambia hardening summary wrapper	PALLAS_SECOND_PASS_COUNTRY_HARDENING_SUMMARY.csv:32; PALLAS_SECOND_PASS_SOURCE_REFRESH_ROLLUP.csv:783-803	Country summary spans several indicators and multiple source-refresh URLs, not one parent source.	source-surface existence only from local metadata/files	Select a specific Zambia indicator/source-refresh row before article relevance review.
BPSE-01390	LIMEN-SIGNAL-E1BC8FECE83A0BBB	source_url_extracted	https://www.bceao.int/fr/content/fintech-et-digitalisation-des-services-financiers-dans-luemoa	FinTech and digitalisation of financial services in UEMOA	PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv:438; PALLAS_SECOND_PASS_SOURCE_REFRESH_ROLLUP.csv:1072	Exact SN I03 source-refresh ledger row provides the BCEAO innovation/supervision URL.	source-surface existence only from local metadata/files	Use the BCEAO URL as regional regulator source context for Senegal I03 review.
BPSE-01391	LIMEN-SIGNAL-E1D3E53CFE43178A	parent_source_wrapper		Colombia I03 source-refresh wrapper	PALLAS_SECOND_PASS_REVIEW_QUEUE.csv:743; PALLAS_SECOND_PASS_SOURCE_REFRESH_ROLLUP.csv:2099-2101	Review row cites MinTIC Data Sandbox, SIC sandbox microsite, and blocked SFC La Arenera lead; multiple possible parents.	source-surface existence only from local metadata/files	Human reviewer should choose the Colombia sandbox parent source.
BPSE-01392	LIMEN-SIGNAL-E1DB423C3EE2431B	country_gap_no_parent_source		Thailand weak-source warning	PALLAS_READINESS_SPRINT_4_WEAK_SOURCE_WARNINGS.md:810	Country gap table records second-pass needs; no concrete parent source URL is present.	source-surface existence only from local metadata/files	Keep as gap warning unless a source-pack row is selected separately.
