signal_id	review_state	first_pass_verdict	candidate_role	review_reason	claim_ceiling	next_action	reviewed_at_utc	review_priority	shards	queries	source_path	source_line	snippet_hash	snippet	queue_reason
LIMEN-SIGNAL-87F52079D78FC5F6	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json	56	sha256:0eb1bb2e79e72fb1736743d26a86c6e4061b6fa6f0de6e1f25cd7354233e5b72	"mission: ""Track Estonian, Latvian, and Lithuanian sources on public-sector AI, algorithm registers, data protection, digital identity, PKI, and AI evidence infrastructure."","	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-87FC173BD90AFDEB	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-009/dutch-second-lineage-microbatch-v0.1.csv	3	sha256:eb2d330a0adf21c4db24fe745cdb4cd07633a88be20a3faafe07a5f768f41b4c	NL-ALG-REC-33698247__purpose,NL-ALG-REG__purpose,Dutch sample record 33698247 — purpose,Dutch national Algorithm Register,active_register,record_detail,no,Netherlands,Netherlands,English auto-translation from Dutch,https://algoritmes.overheid.nl/en/algoritme/m	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-88066B6E196FAFD1	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	496	sha256:99517119119ea146dc2a89f8a54afc3bd5aeae7a5a87444f3c075f861ebf0121	"label: ""Regulatory sandbox maturity"","	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-88100FEFBBA94870	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_LANE_SOURCE_CANDIDATES.csv	716	sha256:e1d94d2782e7d4c2384cbdc2640de003008e5c96b491a39e04b56edbadaf3b1e	batch-23-dj-ml,transparency/evidence,gap evidence / human review,gap interpretation review,LR,Liberia,public_visibility,No public AI/algorithm register located in official web checks,Search result / official-site review,N/A,2026,research note,negative evidence	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-881C8F69C7001B47	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_250_COUNTRY_MATRIX.csv	108	sha256:71e19ce88735a3f0f5fc03faee5d2851e7314a1235ab4c2a58d3bdc3de1e7884	"TJ,Tajikistan,38.3,34.9,D thin visibility,0.70,53.3,13.3,66.7,33.3,16.7,21,13,1,0,high,7,10,Medium: gap interpretation,""human review required for I01, I02, I03, I05, I08, I09, I10; weak or indirect source evidence remains for I03, I05, I09"",no_ai_act_law_found"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-881F2272D31D0EC8	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/results/exploitation-wave-pallas-20260605T192929Z/claim-support-digest.csv	127	sha256:4023403dad6b7985865aff27b97e0008f651b7a1dccd36bb61eb9ed08ae2eefc	8b80d7bb1469aad2544d32fe,standards-evidence,strong,146.3241,use cautiously with cited support,pallas,/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_7_CANDIDATE_MATRIX_DELTA.csv,pallas,/srv/tyche/pallas/pallas-ai-agent-observato	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-88214810C50D0C1C	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_4_HARDENING_SUMMARY.csv	13	sha256:4573f1157fff8168fc0e0cf30f9eacee2b198f8cfa5a470b76ba0ca06f0858b3	"SH,""Saint Helena, Ascension and Tristan da Cunha"",Africa expansion B,0,16,10,2,1,1,6,9,I03 1->0 (L->M); I08 1->2 (L->M),""No public official source was found for an AI-specific law, AI competent authority, AI regulatory sandbox, public algorithm register, or AI"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-882D3C717C1E4361	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/global-south-brazil-records.jsonl	3	sha256:70469e281fb4c973d226213cfa04b303995cf983682ce32f69df99ca92183cc8	"{""access_method"": ""reader-api"", ""already_in_main_dataset"": false, ""category"": ""brazil-ai-sandbox"", ""content_hash"": ""af2332fe28fcfe774be565bc9356bbe5a7191582d671d017830be81505078174"", ""content_type"": ""text/plain; charset=utf-8"", ""dates_found"": [], ""domain"": ""ww"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-882E245E9839284C	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	AI procurement	/srv/tyche/projects/public-ai-procurement-gap/data/pilot/appendix-table-a1-pilot-row-branch-audit-v0.1.csv	7	sha256:e4084bbfe7972a17519d96153f3c1e7294efd8e538bdb63ff3dcd9d1500f9752	"6,ted-3515-2024,BEL,""Agence wallonne de la santé, de la protection sociale, du handicap et des familles"",""Accord-cadre portant sur de la consultance spécialisée en informatique (Business Intelligence, Cybersécurité et Data gouvernance)"",""negative-control: busi"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-88301B8CE91A4798	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_COUNTRY_MATRIX.csv	57	sha256:96b92343effcf7fe60a3b8a1b45a10b6bc7c904d56f46cc4c61149af92e183c7	pallas-readiness-sprint-2,IS,Iceland,1,M,1,M,0,L,2,H,0,L,3,H,2,H,1,M,2,H,1,M,19,AI_ACT_IMPLEMENTATION_UNCONFIRMED;AI_AUTHORITY_UNCONFIRMED;NO_AI_SANDBOX_FOUND;NO_ALGORITHM_REGISTER_FOUND;AI_PROCUREMENT_RULES_NOT_FOUND;AI_EVIDENCE_CONTROLS_NOT_FOUND;NIS2_CRA_AL	needs direct source, source-pack resolution, or translation-aware review before example promotion
