signal_id	source_review_verdict	source_review_role	reason	claim_ceiling	next_action	source_path
LIMEN-SIGNAL-87F52079D78FC5F6	reject_noise	local_metadata_only	Seed mission text, not a named source surface.	Derived/internal artifact only; not a direct-source surface.	Drop from the direct-source review queue.	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json
LIMEN-SIGNAL-87FC173BD90AFDEB	merge_existing_surface	local_metadata_only	Dutch Algorithm Register record already names an existing modeled register surface.	Deduplication to an existing modeled surface only; no new source claim.	Deduplicate into the existing modeled surface/registry entry.	/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-009/dutch-second-lineage-microbatch-v0.1.csv
LIMEN-SIGNAL-88066B6E196FAFD1	reject_noise	local_metadata_only	Country-profile label only; no named source surface.	Derived/internal artifact only; not a direct-source surface.	Drop from the direct-source review queue.	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json
LIMEN-SIGNAL-88100FEFBBA94870	negative_evidence_candidate	local_metadata_only	Local row records an official-site search negative for a register surface.	Absence/gap evidence only; not proof of nonexistence or legal status.	Route to negative-evidence/gap tracking instead of direct-source review.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_LANE_SOURCE_CANDIDATES.csv
LIMEN-SIGNAL-881C8F69C7001B47	negative_evidence_candidate	local_metadata_only	Matrix row is a gap/weak-evidence warning, not a source surface.	Absence/gap evidence only; not proof of nonexistence or legal status.	Route to negative-evidence/gap tracking instead of direct-source review.	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_250_COUNTRY_MATRIX.csv
LIMEN-SIGNAL-881F2272D31D0EC8	reject_noise	local_metadata_only	Claim-support digest wrapper, not a direct source surface.	Derived/internal artifact only; not a direct-source surface.	Drop from the direct-source review queue.	/srv/tyche/pallas/pallas-ai-agent-observatory/results/exploitation-wave-pallas-20260605T192929Z/claim-support-digest.csv
LIMEN-SIGNAL-88214810C50D0C1C	negative_evidence_candidate	local_metadata_only	Summary row records absence of official source findings.	Absence/gap evidence only; not proof of nonexistence or legal status.	Route to negative-evidence/gap tracking instead of direct-source review.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_4_HARDENING_SUMMARY.csv
LIMEN-SIGNAL-882D3C717C1E4361	needs_named_source_extraction	local_metadata_only	Category points toward a Brazil sandbox source but no named surface is exposed here.	Metadata points toward a source surface only; no direct-source claim yet.	Extract the named underlying official/vendor/regulator surface first.	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/global-south-brazil-records.jsonl
LIMEN-SIGNAL-882E245E9839284C	translation_review_needed	local_metadata_only	Concrete procurement record is named, but the operative metadata is French-language.	Surface existence only pending translation-sensitive extraction.	Route to translation-aware named-source extraction/review.	/srv/tyche/projects/public-ai-procurement-gap/data/pilot/appendix-table-a1-pilot-row-branch-audit-v0.1.csv
LIMEN-SIGNAL-88301B8CE91A4798	negative_evidence_candidate	local_metadata_only	Country matrix encodes no-algorithm-register/no-sandbox findings only.	Absence/gap evidence only; not proof of nonexistence or legal status.	Route to negative-evidence/gap tracking instead of direct-source review.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_COUNTRY_MATRIX.csv
