row_id	signal_id	url_extraction_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action
SRPH-01200	LIMEN-SIGNAL-CBBED70384559077	url_extracted	https://aesia.digital.gob.es/storage/media/07-data-and-data-governance-guideline.pdf	AESIA data and data governance guideline	/srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/official/aesia/guides-links.json:8; input source text line 3035	AESIA local guides link list explicitly maps the local guideline file to the public PDF URL.	Names a bounded direct source surface only; no substantive claim.	Use this named URL as the source-surface locator only.
SRPH-01201	LIMEN-SIGNAL-CE3F53A8D659BA5F	source_path_is_snapshot_only		UKRIO (UK Research Integrity Office) guidance	/srv/tyche/gaia/tyche-research-vault/policies/ai-coauthorship-disclosure-v0.1.md:30	Local policy names UKRIO 2023 guidance but contains no explicit http(s) URL for that source.	must resolve direct public source before promotion	Locate a parent public UKRIO guidance URL before promotion.
SRPH-01202	LIMEN-SIGNAL-FCD3A173B06188C7	url_extracted	https://algoritmospublicos.cl/	Plataforma de Algoritmos Públicos	/srv/tyche/pallas/pallas-ai-agent-observatory/prompts/waves/pallas-hardening-sprint-16/cl-source-hardening.md:59	Local sprint source table explicitly lists the platform URL.	source-surface existence only	Use as a bounded source-surface URL only.
SRPH-01355	LIMEN-SIGNAL-0D226065942FB775	url_extracted	https://www.et.gr/api/DownloadFeksApi/?fek_pdf=20220100146	Law 4961/2022 Article 7 official gazette PDF	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SOURCE_REFRESH_ROLLUP.csv:4230	Second-pass source refresh names Article 7 and gives the official gazette download URL.	must resolve direct public source before promotion	Use as named official-gazette locator only.
SRPH-01356	LIMEN-SIGNAL-2AC747FE59F8B96F	wrapper_needs_parent_source		TenderNed + Dutch Algorithm Register row packet	/srv/tyche/projects/public-ai-procurement-gap/results/boost/public-ai-procurement-gap-boost-004/article-a-table-direct-row-packet-v0.1.csv:3	Input row is a Table 1 wrapper naming source IDs src-014, src-008, src-026, and src-009 rather than a single original source URL.	surface existence/posture only	Extract parent source URLs from sources/sources.md for each source ID before promotion.
SRPH-01357	LIMEN-SIGNAL-2C950F0E426742C2	url_extracted	https://algoritmes.overheid.nl/en	Dutch Algorithm Register	/srv/tyche/projects/public-ai-procurement-gap/sources/sources.md:9; /srv/tyche/projects/public-ai-procurement-gap/sources/source-ledger-v0.1.md:33	Local sources ledger explicitly records the Dutch Algorithm Register public URL.	source-surface existence only	Use this named register URL as the source-surface locator only.
SRPH-01358	LIMEN-SIGNAL-31F65B7B99FDCF18	url_extracted	https://www.data.gouv.fr/datasets/algorithmes-de-la-ville-de-paris	Algorithmes de la Ville de Paris	/srv/tyche/projects/public-ai-procurement-gap/sources/sources.md:19; /srv/tyche/projects/public-ai-procurement-gap/sources/source-ledger-v0.1.md:50	Local sources ledger explicitly records the Paris algorithm-register dataset URL.	source-surface existence only; no legality/compliance/prevalence inference	Use this named municipal dataset URL as the source-surface locator only.
SRPH-01359	LIMEN-SIGNAL-60A180395ED0A17F	url_extracted	https://dailynews.gov.bw/news-detail/88106; https://dailynews.gov.bw/news-detail/86364	DailyNews / Government of Botswana AI policy and readiness news	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SOURCE_REFRESH_ROLLUP.csv:527-528	Local source refresh lists two explicit Botswana official-news URLs matching policy-finalisation and readiness-validation wording.	source-surface existence only; no incident or compliance inference	Keep as bounded news-source locators only.
SRPH-01360	LIMEN-SIGNAL-681F4412F6C6AD06	url_extracted	https://algoritmes.overheid.nl/en/algoritme/zb000215/93257695/anonymisation-software	Dutch Algorithm Register detail page	/srv/tyche/projects/public-ai-procurement-gap/data/pilot/public-release-codebook-v0.1.csv:348	Nearby codebook row explicitly gives the public source_url for the register-record source family.	source posture only	Use as row-level source URL only.
SRPH-01361	LIMEN-SIGNAL-693A74E245481F8B	url_extracted	https://aesia.digital.gob.es/storage/media/05-risk-management-guideline.pdf	AESIA risk management guideline	/srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/official/aesia/guides-links.json:6; input source text line 1939	AESIA local guides link list explicitly maps the local risk-management text/PDF to the public PDF URL.	bounded existence/relevance of source surface only	Use this named URL as the source-surface locator only.
SRPH-01362	LIMEN-SIGNAL-7123642FE14D55C4	url_extracted	https://aesia.digital.gob.es/storage/media/05-risk-management-guideline.pdf	AESIA risk management guideline	/srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/official/aesia/guides-links.json:6; input source text line 1415	AESIA local guides link list explicitly maps the local risk-management text/PDF to the public PDF URL.	surface existence and posture only; no truth, legality, compliance, prevalence, or ranking inference	Use this named URL as the source-surface locator only.
