queue_id	signal_id	bulk_translation_verdict	language_reviewed	source_url_or_locator	source_name	reason	claim_ceiling	next_action
BTR-00720	LIMEN-SIGNAL-39ACC17CA6BC36E0	translation_source_reviewed	Spanish	https://spdp.gob.ec/	Superintendencia de Protección de Datos Personales	Spanish official regulator surface is relevant context for data-protection oversight, but local notes explicitly find no public algorithm register evidence.	source-surface/context only; no register, incident, legality, compliance, safety, prevalence, or ranking claim	retain only as context/negative algorithm-register note unless original source text is later extracted
BTR-00721	LIMEN-SIGNAL-3B46F075AD2CCBBA	source_surface_only_no_case	French	https://www.cnil.fr/fr/intelligence-artificielle	CNIL innovation and AI resources	French CNIL AI resource page is France-level regulator context; local row says no Guadeloupe-specific AI regulatory sandbox was found.	context surface only; no Guadeloupe sandbox or case-level claim	do not promote; keep as weak France-level context if needed
BTR-00722	LIMEN-SIGNAL-3ECEE93B7F901483	translation_source_reviewed	French	https://www.cnil.fr/fr/bilan-bac-a-sable-IA-services-publics	CNIL bilan du bac à sable IA et services publics	French title explicitly names an AI/public-services sandbox report, but local notes do not show French Guiana participant evidence.	source-surface existence and France-level sandbox-report context only	candidate for parent France/CNIL source extraction, not French Guiana case promotion
BTR-00723	LIMEN-SIGNAL-3F9393B7A7640BE1	source_surface_only_no_case	Spanish	https://datos.gob.gt/	Portal de Datos Abiertos de Guatemala	Spanish open-data portal surface supports general transparency infrastructure only; local row states it is not an algorithm register.	source-surface/context only; no algorithm-register or case-level claim	retain as context or negative register check; no promotion
BTR-00724	LIMEN-SIGNAL-50F65CA801E1ED2B	translation_source_reviewed	Spanish	https://www.finanzaspopulares.gob.ec/wp-content/uploads/2021/07/ley_organica_de_proteccion_de_datos_personales.pdf	Ley Orgánica de Protección de Datos Personales	Spanish statute title and notes support automated-decision/profiling rights context, not a public algorithm register.	legal/source-surface context only; no legal finding or register existence claim	extract only as parent legal transparency-rights source if needed; do not promote as register
BTR-00725	LIMEN-SIGNAL-54273EFF72FA51EB	translation_source_reviewed	Spanish	https://www.micitt.go.cr/sites/default/files/2025-10/Plan%20de%20Acci%C3%B3n%20ENIA%20-%20Versi%C3%B3n%2011%20agosto%202025%20Versi%C3%B3n%20Publicaci%C3%B3n.pdf	Plan de Acción ENIA - guía visual/iconográfica para identificación del uso de IA	Spanish action-plan surface indicates forward-looking AI-use identification practice, but local notes say it is not an algorithm register.	source-surface/transparency-practice context only; no operational register or case claim	keep as parent transparency-practice source candidate only
BTR-00726	LIMEN-SIGNAL-65BEC2348632FCA3	translation_source_reviewed	French	https://www.data.gouv.fr/pages/suivi-algorithmes-publics	Suivi des algorithmes publics	French official transparency page names public-algorithm tracking at France level, but local notes find no Saint Pierre and Miquelon-specific register.	France-level source-surface existence only; no PM-specific register or case claim	candidate for parent France transparency source extraction; do not promote territory-specific claim
BTR-00727	LIMEN-SIGNAL-66495A858D10245C	candidate_for_parent_source_extraction	Russian	https://adilet.zan.kz/rus/docs/V2600038422	Rules for sectoral lists of trusted high-risk AI systems	Local source-refresh metadata identifies a Russian official legal source requiring sectoral lists of trusted high-risk AI systems; published lists were not verified.	parent legal/source-surface claim only; no actual list, compliance, legality, prevalence, or ranking claim	extract parent source with original-language review before any matrix/paper claim
BTR-00728	LIMEN-SIGNAL-6D16265867C47E09	candidate_for_parent_source_extraction	Spanish	https://www.gob.pe/institucion/pcm/informes-publicaciones/6879780-catalogo-de-aplicaciones-con-inteligencia-artificial-en-el-estado-peruano	Catálogo de Aplicaciones con Inteligencia Artificial en el Estado Peruano	Spanish official publication is locally described as a 2026 catalog of Peruvian State AI applications, but not a formal algorithm register with risk/rights/audit fields.	parent catalog/source-surface claim only; no formal-register, compliance, safety, or completeness claim	extract parent catalog source; keep conservative register wording
BTR-00729	LIMEN-SIGNAL-7BD4D718EDC42C29	translation_source_reviewed	French	https://www.cnil.fr/fr/bac-sable-intelligence-artificielle-et-services-publics-la-cnil-accompagne-8-projets-innovants	CNIL bac à sable intelligence artificielle et services publics	French CNIL source locally supports an AI/services-publics sandbox cohort, but not formal EU AI Act sandbox designation.	France/CNIL source-surface and pre-AI-Act sandbox-practice context only	extract as parent France sandbox-practice source with warning against AI Act designation overclaim
BTR-00730	LIMEN-SIGNAL-7CE7D2A244A5628D	source_surface_only_no_case	Spanish	https://supervalores.gob.pa/	Superintendencia del Mercado de Valores de Panamá portal	Spanish official regulator portal was checked for sandbox evidence; local row retains no operational regulatory sandbox evidence.	negative/context source-surface only; no sandbox existence or case claim	do not promote; retain only as checked-source context
BTR-00731	LIMEN-SIGNAL-7D9CC68DEFA2AD24	candidate_for_parent_source_extraction	French/English	https://wdocs-pub.chd.lu/docs/compilation/docpa/pdf/8476_Dossier_Complet.pdf	Luxembourg dossier 8476 / AI Act sandbox provisions	Local hardening metadata says official dossier/strategy support planned or mandated sandbox provisions, not confirmed operational sandbox.	parent planned/legislative source-surface only; no enacted-law or operational-sandbox claim	extract parent Luxembourg source with explicit draft/planned caveat
BTR-00732	LIMEN-SIGNAL-8A5F746DB104B4A3	source_surface_only_no_case	French	https://www.data.gouv.fr/organizations/conseil-regional-de-guadeloupe	Data.gouv.fr Conseil régional de Guadeloupe organization	French data.gouv organization page shows local public-data publishing presence only; local row says it is not an algorithm register.	source-surface/open-data context only; no algorithm-register or case claim	no promotion; retain as context if needed
BTR-00733	LIMEN-SIGNAL-926A52050896F7C8	candidate_for_parent_source_extraction	Icelandic	https://island.is/frett/sandkassi-sem-oruggt-umhverfi-fyrir-throun-abyrgrar-gervigreindar	Sandkassi sem öruggt umhverfi fyrir þróun ábyrgrar gervigreindar	Icelandic official source metadata explicitly describes a 2022 healthcare AI regulatory sandbox pilot with supervised guidance; current/general AI Act status was not confirmed.	parent sandbox-pilot source-surface only; no current operational, legal, safety, compliance, or prevalence claim	extract parent Iceland sandbox-pilot source with current-status caveat
BTR-00734	LIMEN-SIGNAL-9BC42BAB4468FEED	source_surface_only_no_case	French	https://www.cnil.fr/fr/intelligence-artificielle	CNIL Intelligence artificielle	French CNIL generic AI guidance is relevant regulator context, but local row finds no Martinique AI regulatory sandbox or AI Act sandbox page.	context source-surface only; no Martinique sandbox or case-level claim	do not promote; retain only as France-level context if useful
BTR-00735	LIMEN-SIGNAL-B68EE8096AF1611E	translation_source_reviewed	Danish	https://digitalimik.gl/-/media/digitalimik/strategier/national-digitaliseringsstrategi-2024-28-da.pdf	National Digitalisation Strategy 2024-2028	Danish official strategy surface has AI pilot context, but local notes say no formal AI/regulatory sandbox or supervised experimentation regime was found.	strategy/source-surface context only; no regulatory-sandbox or case claim	keep as context; do not promote without original-language extraction showing explicit sandbox claim
