source_cluster_key	case_extraction_verdict	source_url_or_locator	source_name	source_host	proposed_case_title	proposed_evidence_tier	proposed_limen_categories	source_record_date	jurisdiction	bounded_claim_candidate	claim_ceiling	forbidden_overread	rationale	required_before_reviewed_core	required_before_obscure_ai	next_action
https://bland.ai/product	closed_noncase_source_surface	https://www.bland.ai/product	bland.ai	bland.ai		not_applicable	none; automated_decision_signal_unsubstantiated			No case claim: this cluster is a source surface only and does not isolate a concrete AI edge-case event/finding.	May cite only as source-surface accounting; not evidence of an incident, vulnerability, deployment, compliance issue, safety issue, legal finding, prevalence, or guilt.	Do not infer legality, safety, compliance, deployment proof, prevalence, ranking, vulnerability, retraction specifics, or wrongdoing from this source surface.	Bland AI product page is a vendor/product surface; no concrete public edge-case event, finding, or official record is isolated in the cluster.	Extract a separate concrete event/action/vulnerability/finding/official record from a public original source and dedupe against existing core.	Reviewed-core acceptance first; then harden source text, bounded claim, provenance, and reviewer-facing evidence.	Close this cluster as noncase source-surface accounting; no promotion.
https://bland.ai/product::Product	closed_noncase_source_surface	https://www.bland.ai/product::Product	bland.ai	bland.ai		not_applicable	none; automated_decision_signal_unsubstantiated			No case claim: this cluster is a source surface only and does not isolate a concrete AI edge-case event/finding.	May cite only as source-surface accounting; not evidence of an incident, vulnerability, deployment, compliance issue, safety issue, legal finding, prevalence, or guilt.	Do not infer legality, safety, compliance, deployment proof, prevalence, ranking, vulnerability, retraction specifics, or wrongdoing from this source surface.	Bland AI product locator is a proxy/product sub-surface; it does not expose a standalone concrete edge-case record.	Extract a separate concrete event/action/vulnerability/finding/official record from a public original source and dedupe against existing core.	Reviewed-core acceptance first; then harden source text, bounded claim, provenance, and reviewer-facing evidence.	Close this cluster as noncase source-surface accounting; no promotion.
https://docs.anthropic.com/en/docs/agents-and-tools/mcp-connector	closed_noncase_source_surface	https://docs.anthropic.com/en/docs/agents-and-tools/mcp-connector	docs.anthropic.com	docs.anthropic.com		not_applicable	none; prompt_injection_signal_unsubstantiated			No case claim: this cluster is a source surface only and does not isolate a concrete AI edge-case event/finding.	May cite only as source-surface accounting; not evidence of an incident, vulnerability, deployment, compliance issue, safety issue, legal finding, prevalence, or guilt.	Do not infer legality, safety, compliance, deployment proof, prevalence, ranking, vulnerability, retraction specifics, or wrongdoing from this source surface.	Anthropic MCP connector page is vendor documentation; it describes a capability rather than a bounded incident, vulnerability finding, or authority record.	Extract a separate concrete event/action/vulnerability/finding/official record from a public original source and dedupe against existing core.	Reviewed-core acceptance first; then harden source text, bounded claim, provenance, and reviewer-facing evidence.	Close this cluster as noncase source-surface accounting; no promotion.
https://docs.aws.amazon.com/amazonq/latest/qbusiness-ug/what-is.html	closed_noncase_source_surface	https://docs.aws.amazon.com/amazonq/latest/qbusiness-ug/what-is.html	docs.aws.amazon.com	docs.aws.amazon.com		not_applicable	none; prompt_injection_signal_unsubstantiated			No case claim: this cluster is a source surface only and does not isolate a concrete AI edge-case event/finding.	May cite only as source-surface accounting; not evidence of an incident, vulnerability, deployment, compliance issue, safety issue, legal finding, prevalence, or guilt.	Do not infer legality, safety, compliance, deployment proof, prevalence, ranking, vulnerability, retraction specifics, or wrongdoing from this source surface.	Amazon Q Business page is vendor documentation/product overview; the cluster does not isolate a concrete prompt-injection event or finding.	Extract a separate concrete event/action/vulnerability/finding/official record from a public original source and dedupe against existing core.	Reviewed-core acceptance first; then harden source text, bounded claim, provenance, and reviewer-facing evidence.	Close this cluster as noncase source-surface accounting; no promotion.
https://docs.replit.com/references/agent/overview	closed_noncase_source_surface	https://docs.replit.com/references/agent/overview	docs.replit.com	docs.replit.com		not_applicable	none; prompt_injection_signal_unsubstantiated			No case claim: this cluster is a source surface only and does not isolate a concrete AI edge-case event/finding.	May cite only as source-surface accounting; not evidence of an incident, vulnerability, deployment, compliance issue, safety issue, legal finding, prevalence, or guilt.	Do not infer legality, safety, compliance, deployment proof, prevalence, ranking, vulnerability, retraction specifics, or wrongdoing from this source surface.	Replit Agent overview is vendor documentation; no bounded public edge-case event or authority finding is present in the cluster.	Extract a separate concrete event/action/vulnerability/finding/official record from a public original source and dedupe against existing core.	Reviewed-core acceptance first; then harden source text, bounded claim, provenance, and reviewer-facing evidence.	Close this cluster as noncase source-surface accounting; no promotion.
https://docs.servicenow.com/bundle/yokohama-platform-administration/page/administer/ai-agents/concept/ai-agents.html	closed_noncase_source_surface	https://docs.servicenow.com/bundle/yokohama-platform-administration/page/administer/ai-agents/concept/ai-agents.html	docs.servicenow.com	docs.servicenow.com		not_applicable	none; automated_decision_signal_unsubstantiated			No case claim: this cluster is a source surface only and does not isolate a concrete AI edge-case event/finding.	May cite only as source-surface accounting; not evidence of an incident, vulnerability, deployment, compliance issue, safety issue, legal finding, prevalence, or guilt.	Do not infer legality, safety, compliance, deployment proof, prevalence, ranking, vulnerability, retraction specifics, or wrongdoing from this source surface.	ServiceNow AI agents page is vendor documentation; it does not itself establish a concrete automated-decision edge-case event/finding.	Extract a separate concrete event/action/vulnerability/finding/official record from a public original source and dedupe against existing core.	Reviewed-core acceptance first; then harden source text, bounded claim, provenance, and reviewer-facing evidence.	Close this cluster as noncase source-surface accounting; no promotion.
https://docs.sigstore.dev	closed_noncase_source_surface	https://docs.sigstore.dev/	docs.sigstore.dev	docs.sigstore.dev		not_applicable	none; source_family_signal_unsubstantiated			No case claim: this cluster is a source surface only and does not isolate a concrete AI edge-case event/finding.	May cite only as source-surface accounting; not evidence of an incident, vulnerability, deployment, compliance issue, safety issue, legal finding, prevalence, or guilt.	Do not infer legality, safety, compliance, deployment proof, prevalence, ranking, vulnerability, retraction specifics, or wrongdoing from this source surface.	Sigstore docs are a documentation/source-family surface; no concrete AI edge-case event/finding is isolated.	Extract a separate concrete event/action/vulnerability/finding/official record from a public original source and dedupe against existing core.	Reviewed-core acceptance first; then harden source text, bounded claim, provenance, and reviewer-facing evidence.	Close this cluster as noncase source-surface accounting; no promotion.
https://evolvtechnology.com/products/evolv-express	closed_noncase_source_surface	https://www.evolvtechnology.com/products/evolv-express	evolvtechnology.com	evolvtechnology.com		not_applicable	none; procurement_ai_signal_unsubstantiated			No case claim: this cluster is a source surface only and does not isolate a concrete AI edge-case event/finding.	May cite only as source-surface accounting; not evidence of an incident, vulnerability, deployment, compliance issue, safety issue, legal finding, prevalence, or guilt.	Do not infer legality, safety, compliance, deployment proof, prevalence, ranking, vulnerability, retraction specifics, or wrongdoing from this source surface.	Evolv Express page is a vendor product surface; the cluster does not isolate a concrete procurement or screening edge-case record.	Extract a separate concrete event/action/vulnerability/finding/official record from a public original source and dedupe against existing core.	Reviewed-core acceptance first; then harden source text, bounded claim, provenance, and reviewer-facing evidence.	Close this cluster as noncase source-surface accounting; no promotion.
https://github.com/microsoft/playwright-mcp/releases/tag/v0.0.40	closed_noncase_source_surface	https://github.com/microsoft/playwright-mcp/releases/tag/v0.0.40	github.com	github.com		not_applicable	none; retraction_signal_unsubstantiated			No case claim: this cluster is a source surface only and does not isolate a concrete AI edge-case event/finding.	May cite only as source-surface accounting; not evidence of an incident, vulnerability, deployment, compliance issue, safety issue, legal finding, prevalence, or guilt.	Do not infer legality, safety, compliance, deployment proof, prevalence, ranking, vulnerability, retraction specifics, or wrongdoing from this source surface.	GitHub release page is a software release/source surface; the cluster does not identify a concrete AI edge-case retraction, vulnerability, or finding.	Extract a separate concrete event/action/vulnerability/finding/official record from a public original source and dedupe against existing core.	Reviewed-core acceptance first; then harden source text, bounded claim, provenance, and reviewer-facing evidence.	Close this cluster as noncase source-surface accounting; no promotion.
https://gitlab.com/crossref/retraction-watch-data	closed_noncase_source_surface	https://gitlab.com/crossref/retraction-watch-data	Retraction Watch Database public CSV	gitlab.com		not_applicable	none; retraction_signal_unsubstantiated			No case claim: this cluster is a source surface only and does not isolate a concrete AI edge-case event/finding.	May cite only as source-surface accounting; not evidence of an incident, vulnerability, deployment, compliance issue, safety issue, legal finding, prevalence, or guilt.	Do not infer legality, safety, compliance, deployment proof, prevalence, ranking, vulnerability, retraction specifics, or wrongdoing from this source surface.	Retraction Watch GitLab project is a dataset/index source surface; no single bounded AI-related retraction record is isolated by this cluster.	Extract a separate concrete event/action/vulnerability/finding/official record from a public original source and dedupe against existing core.	Reviewed-core acceptance first; then harden source text, bounded claim, provenance, and reviewer-facing evidence.	Close this cluster as noncase source-surface accounting; no promotion.
https://gitlab.com/crossref/retraction-watch-data/-/raw/main/retraction_watch.csv	closed_noncase_source_surface	https://gitlab.com/crossref/retraction-watch-data/-/raw/main/retraction_watch.csv	gitlab.com	gitlab.com		not_applicable	none; retraction_paper_mill_signal_unsubstantiated			No case claim: this cluster is a source surface only and does not isolate a concrete AI edge-case event/finding.	May cite only as source-surface accounting; not evidence of an incident, vulnerability, deployment, compliance issue, safety issue, legal finding, prevalence, or guilt.	Do not infer legality, safety, compliance, deployment proof, prevalence, ranking, vulnerability, retraction specifics, or wrongdoing from this source surface.	Retraction Watch CSV is an aggregate dataset; although it contains records, this cluster does not identify one concrete AI edge-case record for hardening.	Extract a separate concrete event/action/vulnerability/finding/official record from a public original source and dedupe against existing core.	Reviewed-core acceptance first; then harden source text, bounded claim, provenance, and reviewer-facing evidence.	Close this cluster as noncase source-surface accounting; no promotion.
https://haptik.ai/ai-agents	closed_noncase_source_surface	https://www.haptik.ai/ai-agents	haptik.ai	haptik.ai		not_applicable	none; procurement_ai_signal_unsubstantiated			No case claim: this cluster is a source surface only and does not isolate a concrete AI edge-case event/finding.	May cite only as source-surface accounting; not evidence of an incident, vulnerability, deployment, compliance issue, safety issue, legal finding, prevalence, or guilt.	Do not infer legality, safety, compliance, deployment proof, prevalence, ranking, vulnerability, retraction specifics, or wrongdoing from this source surface.	Haptik AI agents page is a vendor product/marketing surface; no concrete procurement AI event or authority finding is isolated.	Extract a separate concrete event/action/vulnerability/finding/official record from a public original source and dedupe against existing core.	Reviewed-core acceptance first; then harden source text, bounded claim, provenance, and reviewer-facing evidence.	Close this cluster as noncase source-surface accounting; no promotion.
https://limbic.ai/access	closed_noncase_source_surface	https://limbic.ai/access	limbic.ai	limbic.ai		not_applicable	none; procurement_ai_signal_unsubstantiated			No case claim: this cluster is a source surface only and does not isolate a concrete AI edge-case event/finding.	May cite only as source-surface accounting; not evidence of an incident, vulnerability, deployment, compliance issue, safety issue, legal finding, prevalence, or guilt.	Do not infer legality, safety, compliance, deployment proof, prevalence, ranking, vulnerability, retraction specifics, or wrongdoing from this source surface.	Limbic Access page is a vendor product surface; the cluster does not isolate a concrete procurement/clinical edge-case event or finding.	Extract a separate concrete event/action/vulnerability/finding/official record from a public original source and dedupe against existing core.	Reviewed-core acceptance first; then harden source text, bounded claim, provenance, and reviewer-facing evidence.	Close this cluster as noncase source-surface accounting; no promotion.
