queue_id	signal_id	source_review_role	review_priority	shards	queries	source_path	source_line	reason	claim_ceiling	next_action
BPSE-00049	LIMEN-SIGNAL-37042E041B621A10	proxy_or_synthesis_row	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_12_COUNTRY_SCORE_DELTA.csv	159	Local metadata points toward an underlying official source, but this row is still a proxy, synthesis, or unnamed source wrapper.	points toward a source family only; no direct-source claim until a named official surface is extracted	extract the named official page, register, law, or notice from local metadata before review
BPSE-00050	LIMEN-SIGNAL-427236C2A25B6F44	source_examples_summary	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_COUNTRY_PROFILES.md	1652	Profile lists official source examples, but this row is still a summary wrapper.	Only indicates an underlying source may exist; no direct-source claim until the named surface is extracted.	Extract the named underlying source surface from the local pack/summary first.
BPSE-00051	LIMEN-SIGNAL-430C03AD2FD9D80D	review_queue_summary	P1_official_or_regulator_review	identity-provenance	C2PA	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_REVIEW_QUEUE.csv	1345	Queue summary names Digdir guidance/C2PA themes but not one standalone extracted surface here.	Only indicates an underlying source may exist; no direct-source claim until the named surface is extracted.	Extract the named underlying source surface from the local pack/summary first.
BPSE-00052	LIMEN-SIGNAL-48F2B8E0089AB92B	paper_claim_proxy	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/results/pallas-gaia-bridge/paper-claim-signals.md	24	Bridge note names a Brazil case but does not expose a direct reviewable source surface.	named underlying public source only	extract the named Brazilian public source before review
BPSE-00053	LIMEN-SIGNAL-491DAC98F9D84794	research_queue_topic	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	2	Research-queue row lists China source targets but no single named reviewable source surface.	named underlying public source only	extract a specific Chinese official source before review
BPSE-00054	LIMEN-SIGNAL-4A8513B80B6B2034	translation_route_template	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/results/boost/pallas-boost-007/readiness-negative-route-protocol-v0.1.csv	2	Translated route protocol describes a source route but does not name a direct reviewable source.	named underlying public source only	extract the named Korean public source before review
BPSE-00055	LIMEN-SIGNAL-4A8D799F62ED1363	translation_route_template	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/results/boost/pallas-boost-019/negative-source-search-ledger-template-v0.1.csv	2	Negative-search ledger template describes a Korean route but not a named direct source surface.	named underlying public source only	extract the named Korean public source before review
BPSE-00056	LIMEN-SIGNAL-4B0E93562AA62EE2	summary_with_multiple_sources	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_6_HARDENING_SUMMARY.csv	13	Hardening summary cites multiple Palau source leads rather than one direct reviewable surface.	named underlying public source only	extract a specific Palau source before review
BPSE-00057	LIMEN-SIGNAL-4C440B5C1372183B	profile_source_list	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_COUNTRY_PROFILES.md	1652	Country-profile prose lists multiple Romanian source examples rather than one reviewable surface.	named underlying public source only	extract a specific Romanian source before review
BPSE-00058	LIMEN-SIGNAL-4F71B185435802AC	metadata_wrapper	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_9_CANDIDATE_MATRIX_DELTA.csv	14	metadata signals relevance but does not yet name a reviewable source surface	must name the underlying public source before promotion	extract named source from local metadata
BPSE-00059	LIMEN-SIGNAL-51C3FA74917FA77C	review_queue_proxy	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_REVIEW_QUEUE.csv	1174	review queue row names AKSHI procurement lead but still needs extraction of the underlying tender source	extract the named underlying procurement surface before review	resolve underlying procurement notice/tender page
BPSE-00060	LIMEN-SIGNAL-51F553D0E104F1F1	proxy_or_wrapper_surface	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	6200	Local row points toward an underlying source surface but does not yet expose the named reviewable surface cleanly.	Only indicates an underlying source family; named direct surface not yet extracted.	Extract the named direct source surface from local evidence.
BPSE-00061	LIMEN-SIGNAL-580CA04012FD56D3	weak_source_warning_with_leads	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_3_WEAK_SOURCE_WARNINGS.md	370	Warning names official candidates but does not provide a clean reviewable source surface.	lead-to-source only	extract named direct source first
BPSE-00062	LIMEN-SIGNAL-5811DC9223F3550C	derived_procurement_lead	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_9_CANDIDATE_MATRIX_DELTA.csv	89	Matrix note points to Act 75-2019 and bid database but is not the source surface.	lead-to-source only	extract named direct source first
BPSE-00063	LIMEN-SIGNAL-58701DAD514378F0	summary_with_multiple_source_leads	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_6_SUMMARY.md	145	Summary row lists candidate official sources but is not itself the source surface.	lead-to-source only	extract named direct source first
BPSE-00064	LIMEN-SIGNAL-5B5CA01B1A00585D	country_profile_wrapper	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_summary.json	145	country/profile wrapper points toward sources but does not expose a named reviewable surface here	must resolve direct public source before promotion	extract a named direct source from local profile evidence
BPSE-00065	LIMEN-SIGNAL-5BAC56EB24FAA830	country_profile_wrapper	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	10480	country/profile wrapper points toward sources but does not expose a named reviewable surface here	must resolve direct public source before promotion	extract a named direct source from local profile evidence
BPSE-00066	LIMEN-SIGNAL-5BBBEFD9D105139A	country_profile_wrapper	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	7213	country/profile wrapper points toward sources but does not expose a named reviewable surface here	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	extract a named direct source from local profile evidence
BPSE-00067	LIMEN-SIGNAL-5DD24AA610531774	country_profile_wrapper	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	9869	country/profile wrapper points toward sources but does not expose a named reviewable surface here	must resolve direct public source before promotion	extract a named direct source from local profile evidence
BPSE-00068	LIMEN-SIGNAL-5DDF7760A3C2EF9F	source_pack_wrapper	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv	1743	local row points toward an underlying source but does not yet expose a stable named reviewable surface	must resolve direct public source before promotion	extract named direct source
BPSE-00069	LIMEN-SIGNAL-5E0C173B15FD9F7B	country_profile_wrapper	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	1456	country/profile wrapper points toward sources but does not expose a named reviewable surface here	must resolve direct public source before promotion	extract a named direct source from local profile evidence
