source_cluster_key	case_extraction_verdict	source_url_or_locator	source_name	source_host	proposed_case_title	proposed_evidence_tier	proposed_limen_categories	source_record_date	jurisdiction	bounded_claim_candidate	claim_ceiling	forbidden_overread	rationale	required_before_reviewed_core	required_before_obscure_ai	next_action
https://corteconstitucional.gov.co/relatoria/2024/T-323-24.htm	closed_duplicate_existing_core	http://www.corteconstitucional.gov.co/relatoria/2024/T-323-24.htm	T-323/24 / Corte Constitucional de Colombia	corteconstitucional.gov.co	Colombian Constitutional Court T-323/24 PretorIA source surface	P1_official_or_regulator_review	justice_sector_ai_governance; automated_decision_support	2024	Colombia	Official court URL is an exact reviewed-core duplicate for a PretorIA/T-323 court-AI source surface.	Lineage/dedupe evidence only; no new legal holding or incident claim.	Do not infer due-process violation, legality, deployment status, safety finding, prevalence, or ranking.	Input metadata and local reviewed-core promotion packet show exact URL already represented.	No promotion; dedupe to existing reviewed-core record.	No ObscureAI addition; keep lineage only.	closed: lineage/dedupe accounting
https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2023/37xxx/CVE-2023-37274.json	closed_duplicate_existing_core	https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2023/37xxx/CVE-2023-37274.json	raw.githubusercontent.com	raw.githubusercontent.com	Auto-GPT CVE-2023-37274 sandbox escape source record	T3_authoritative_source	security_risk; agentic_control_failure	2023	Global	Public CVE JSON URL is an exact reviewed-core duplicate for the Auto-GPT sandbox/code-execution boundary case.	Lineage/dedupe evidence only; do not create a second case.	Do not overread exploit prevalence, real-world harm, deployment scope, guilt, or safety/compliance finding.	Input marks exact reviewed-core duplicate and local sources already carry LIMEN-000001 for this URL.	No promotion; dedupe to existing reviewed-core record.	No ObscureAI addition; keep lineage only.	closed: lineage/dedupe accounting
https://eur-lex.europa.eu/eli/reg/2022/868/oj	closed_noncase_source_surface	https://eur-lex.europa.eu/eli/reg/2022/868/oj	eur-lex.europa.eu	eur-lex.europa.eu	EU Data Governance Act legal text source surface		law_policy_text	2022	European Union	No bounded AI edge-case claim extracted from this source surface.	May be counted only as source-family/topology context unless paired later with a concrete public event or authority record.	Do not infer incident, vulnerability, legal/safety/compliance finding, deployment proof, prevalence, or misconduct from the source surface alone.	EUR-Lex regulation text is a policy/legal source surface, not a concrete AI edge-case event or finding.	Find a separate concrete public event/finding/source record before reviewed-core consideration.	Not ObscureAI material without an evidence-tiered case record.	closed: noncase source-surface accounting
https://evs.ee/en	closed_noncase_source_surface	https://www.evs.ee/en	evs.ee	evs.ee	EVS standards-organization homepage source surface		standards_homepage		Estonia	No bounded AI edge-case claim extracted from this source surface.	May be counted only as source-family/topology context unless paired later with a concrete public event or authority record.	Do not infer incident, vulnerability, legal/safety/compliance finding, deployment proof, prevalence, or misconduct from the source surface alone.	EVS homepage is a standards/source-family surface and does not expose a concrete edge-case event or official finding.	Find a separate concrete public event/finding/source record before reviewed-core consideration.	Not ObscureAI material without an evidence-tiered case record.	closed: noncase source-surface accounting
https://ops.epo.org	closed_noncase_source_surface	http://ops.epo.org	ops.epo.org	ops.epo.org	EPO OPS service source-family surface		patent_api_service		Europe	No bounded AI edge-case claim extracted from this source surface.	May be counted only as source-family/topology context unless paired later with a concrete public event or authority record.	Do not infer incident, vulnerability, legal/safety/compliance finding, deployment proof, prevalence, or misconduct from the source surface alone.	EPO OPS endpoint is an API/source-family surface, not a bounded AI edge-case record.	Find a separate concrete public event/finding/source record before reviewed-core consideration.	Not ObscureAI material without an evidence-tiered case record.	closed: noncase source-surface accounting
https://ops.epo.org/3.2/rest-services/published-data/publication/docdb/WO.2020186750.A1/biblio	closed_noncase_source_surface	https://ops.epo.org/3.2/rest-services/published-data/publication/docdb/WO.2020186750.A1/biblio	ops.epo.org	ops.epo.org	WO2020186750A1 patent bibliography source surface		patent_record	2020	WIPO	No bounded AI edge-case claim extracted from this source surface.	May be counted only as source-family/topology context unless paired later with a concrete public event or authority record.	Do not infer incident, vulnerability, legal/safety/compliance finding, deployment proof, prevalence, or misconduct from the source surface alone.	Patent bibliography is an IP record, not a concrete AI edge-case event or authority finding.	Find a separate concrete public event/finding/source record before reviewed-core consideration.	Not ObscureAI material without an evidence-tiered case record.	closed: noncase source-surface accounting
https://patents.google.com/patent/AU2012229902B2/en	closed_noncase_source_surface	https://patents.google.com/patent/AU2012229902B2/en	patents.google.com	patents.google.com	AU2012229902B2 patent source surface		patent_record		Australia	No bounded AI edge-case claim extracted from this source surface.	May be counted only as source-family/topology context unless paired later with a concrete public event or authority record.	Do not infer incident, vulnerability, legal/safety/compliance finding, deployment proof, prevalence, or misconduct from the source surface alone.	Patent page is an IP record, not a concrete AI edge-case event or authority finding.	Find a separate concrete public event/finding/source record before reviewed-core consideration.	Not ObscureAI material without an evidence-tiered case record.	closed: noncase source-surface accounting
https://patents.google.com/patent/AU2015100223A4	closed_noncase_source_surface	https://patents.google.com/patent/AU2015100223A4	patents.google.com	patents.google.com	AU2015100223A4 patent source surface		patent_record	2015	Australia	No bounded AI edge-case claim extracted from this source surface.	May be counted only as source-family/topology context unless paired later with a concrete public event or authority record.	Do not infer incident, vulnerability, legal/safety/compliance finding, deployment proof, prevalence, or misconduct from the source surface alone.	Patent page is an IP record, not a concrete AI edge-case event or authority finding.	Find a separate concrete public event/finding/source record before reviewed-core consideration.	Not ObscureAI material without an evidence-tiered case record.	closed: noncase source-surface accounting
https://patents.google.com/patent/AU2019226563C1/en	closed_noncase_source_surface	https://patents.google.com/patent/AU2019226563C1/en	patents.google.com	patents.google.com	AU2019226563C1 patent source surface		patent_record	2019	Australia	No bounded AI edge-case claim extracted from this source surface.	May be counted only as source-family/topology context unless paired later with a concrete public event or authority record.	Do not infer incident, vulnerability, legal/safety/compliance finding, deployment proof, prevalence, or misconduct from the source surface alone.	Patent page is an IP record, not a concrete AI edge-case event or authority finding.	Find a separate concrete public event/finding/source record before reviewed-core consideration.	Not ObscureAI material without an evidence-tiered case record.	closed: noncase source-surface accounting
https://patents.google.com/patent/AU2024270808A1	closed_noncase_source_surface	https://patents.google.com/patent/AU2024270808A1	patents.google.com	patents.google.com	AU2024270808A1 patent source surface		patent_record	2024	Australia	No bounded AI edge-case claim extracted from this source surface.	May be counted only as source-family/topology context unless paired later with a concrete public event or authority record.	Do not infer incident, vulnerability, legal/safety/compliance finding, deployment proof, prevalence, or misconduct from the source surface alone.	Patent page is an IP record, not a concrete AI edge-case event or authority finding.	Find a separate concrete public event/finding/source record before reviewed-core consideration.	Not ObscureAI material without an evidence-tiered case record.	closed: noncase source-surface accounting
