signal_id	review_state	first_pass_verdict	candidate_role	review_reason	claim_ceiling	next_action	reviewed_at_utc	review_priority	shards	queries	source_path	source_line	snippet_hash	snippet	queue_reason
LIMEN-SIGNAL-68F93CA487FA4D16	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/gaia/tyche-research-vault/results/boost/gaia-boost-045/publication-bridge.json	7	sha256:4f9c550fc6049aa37cfb82fac37b5ecec171a1683fd9e0552743aa97deac2f4a	"assignment: ""Harden public-sector agent records and public algorithm register links for high-signal countries."","	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-68FDBC8BFDEBDF5D	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P2_article_relevance_review	legal-research	AI evidence	/srv/tyche/projects/public-ai-registry/README.md	1	sha256:9cce04544d869c13b5bbc56ebd606c875614597f324344887ffe3d4c9d704422	# Public AI Evidence Registry Observatory	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-68FEEA87A1B4B6F4	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_8_SUMMARY.md	78	sha256:491f9e6f018f72aae301c92c6f46d82356eff0d406ac0879c2adca5f20d587f3	- I05 remains a recurring weak point: broad transparency portals and data portals are not public algorithm registers unless a lane found an explicit algorithm/ADS/AI inventory.	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-69017790E1DFC47D	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/projects/limen-ai-edge-case-atlas/results/review-candidates/source-review-batches/20260614T0830Z/source-review-input.tsv	13	sha256:cfd0fd5207f0bd01d817ff4fe6574c77e4c4a9010d18d56d6d1021c9fb19d581	LIMEN-SIGNAL-00A120FABA48026D first_pass_reviewed promote_to_source_review direct_surface_candidate candidate points directly to a public or official-looking source surface direct source review may inspect source posture only; no prevalence, legality, safety,	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-6902428544014566	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P2_article_relevance_review	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json.bak-arabic-official-route-tune-20260605T043422Z	5145	sha256:5684ccc6262c2600b877b6f4b83839067436e7813d9a49a5015e6220feb8dc4f	public-sector AI evidence,	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-6902BB8A391FC647	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_REVIEW_QUEUE.csv	164	sha256:bc985a380dbd6529c8dd5cb21255e6770f0968e5730799d0ad8201f8392d4975	3,BW,,I05,,0,L,0,M,,true,,No public Botswana algorithm register or algorithmic-transparency register was located through official portal/public web checks. Confidence rises only modestly as negative evidence; absence must not be overclaimed.,,,bw-source-harden	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-69063ED62F133AC0	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	AI register	/srv/tyche/atlas/tyche-thesis-atlas-factory/snapshots/v0.2-freeze-20260601T060436Z/corpus/v0.2-working/records/sandboxes-cases-latest.jsonl	11	sha256:f1fff2b57fcfd3fc393e5c129a6b32893f9fbb545e8f4ea10b0fb83ff90b8e35	"{""already_in_main_dataset"": false, ""category"": ""city-algorithm-register"", ""content_hash"": ""8489e50a8d42558fa0cf98e763d7773d8aad02c513a7da87046f43bbb1b0d4b0"", ""content_type"": ""text/html; charset=UTF-8"", ""corpus_version"": ""v0.2-working"", ""dates_found"": [], ""doma"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-690834A38A293286	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P2_article_relevance_review	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/russian-language-records.jsonl	135	sha256:6e37f607fa7f67f1d3645276723a56fc1b8ca54665413b6629be3fa6db38a8ab	"{""already_in_main_dataset"": false, ""authors"": [""А.О. Чефранова""], ""category"": ""scholarly-index-result"", ""container_title"": ""LAST MILE Russia"", ""doi"": ""10.22184/2070-8963.2024.122.6.40.47"", ""domain"": ""doi.org"", ""is_referenced_by_count"": 0, ""lane"": ""russian-lang"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-69094A46ED787FDA	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/atlas/tyche-thesis-atlas-factory/analysis/claim-support/claim-support-v0.2.csv	55	sha256:2f18beba7a175fc9b95284d4cb5f5d246742411eda286197df9f0f5b8889295b	algorithm_registers_as_public_evidence_schemas,Public-Sector AI Evidence Packages,Public algorithm registers are early public-sector evidence schemas that can be transformed into verifier-readable AI evidence packages.,6,netherlands; amsterdam,Converging block	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-690A0317CE0234FF	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-015/normalized-long-export-pilot-v0.1.csv	136	sha256:098353f8f5a3a34eb209e7bf5d7d02eb09fb53f3d6a89ca666cff027f2308d4e	"FI-HEL-AI-SAMPLE-2__model,FI-HEL-AI__model,Helsinki listing sample 2 — model,Helsinki AI Register,active_register,listing_snippet,no,""Helsinki, Finland"",Finland,English/Finnish/Swedish site; sample from English listing,see existing Helsinki source ledger / sam"	needs direct source, source-pack resolution, or translation-aware review before example promotion
