signal_id	source_review_verdict	source_review_role	reason	claim_ceiling	next_action	source_path
LIMEN-SIGNAL-9361EC15FD8144D3	needs_named_source_extraction	proxy_or_wrapper_surface	Adjacent metadata points toward an underlying source, but no named reviewable direct surface is exposed yet.	name underlying source before review	extract named source and reopen only if found	/srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-006/cross-project-exactness-reuse-board.tsv
LIMEN-SIGNAL-936B8E8E0BAED445	negative_evidence_candidate	bounded_negative_evidence	Row records a bounded search-negative or absence result rather than a promotable direct source surface.	bounded absence record only	retain in negative-evidence lane	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_5_SOURCE_PACK.csv
LIMEN-SIGNAL-936C0D5AD35A17EC	reject_noise	derived_internal_artifact	Internal manuscript, analysis, or script artifact; not a direct source surface.	exclude from direct-source queue	drop from direct-source queue	/srv/tyche/pallas/pallas-ai-agent-observatory/program/04-estonia-finland-case-study/paper/draft.md
LIMEN-SIGNAL-937D8B94B3D840D4	merge_existing_surface	existing_surface_dedupe	Duplicate of the already-modeled Dutch government Algorithm Register surface in local registry artifacts.	surface dedupe only	merge with existing modeled surface	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv
LIMEN-SIGNAL-9385CBBCE7A76FAB	needs_named_source_extraction	proxy_or_wrapper_surface	Wrapper or proxy metadata points toward an underlying named source, but the direct reviewable surface is not yet isolated.	name underlying source before review	extract named source and reopen only if found	/srv/tyche/projects/limen-ai-edge-case-atlas/results/crosswalks/legal-document-anchor-gap-board-v0.1.tsv
LIMEN-SIGNAL-938F8A17DCEDEC64	merge_existing_surface	existing_surface_dedupe	Duplicate of the already-modeled Dutch government Algorithm Register surface in local registry artifacts.	surface dedupe only	merge with existing modeled surface	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/zenodo/public-ai-registry-observatory-initial-corpus-20260608/data/registry-deployed-record-accession-all-20260607.csv
LIMEN-SIGNAL-939F6F2973D67DB6	merge_existing_surface	existing_surface_dedupe	Duplicate of the already-modeled Dutch government Algorithm Register surface in local registry artifacts.	surface dedupe only	merge with existing modeled surface	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050415Z/tables/registry-evidence-matrix-v0.1.csv
LIMEN-SIGNAL-93ADD3A1E5845FFF	merge_existing_surface	existing_surface_dedupe	Duplicate of the already-modeled Government of Canada AI Register surface in local registry artifacts.	surface dedupe only	merge with existing modeled surface	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/zenodo/public-ai-registry-observatory-initial-corpus-20260608/data/registry-deployed-record-accession-all-20260607.csv
LIMEN-SIGNAL-93B4849D77CF3F8F	needs_named_source_extraction	proxy_or_wrapper_surface	Wrapper or proxy metadata points toward an underlying named source, but the direct reviewable surface is not yet isolated.	name underlying source before review	extract named source and reopen only if found	/srv/tyche/gaia/tyche-research-vault/submissions/gaia-preprint-package-20260607T1635EEST/data/exports/global-agent-atlas-laws-v0.1.csv
LIMEN-SIGNAL-93C65A3836352295	source_reviewed_candidate	direct_source_surface	Names a concrete official regulatory or legal source surface suitable for bounded source-surface review.	source-surface existence only	keep in direct-source queue	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/snapshots/source-witness-repair-20260607/law-eu-ai-act-extraterritorial__1__eur-lex.europa.eu__direct_public_fetch__a8832606ac318357.html
