row_id	signal_id	translation_hold_class	review_priority	shards	queries	language_hint	source_path_family	source_url	source_path	source_line	title_or_snippet	claim_ceiling	next_action	forbidden_overread
TH-00398	LIMEN-SIGNAL-D1E1C990581B3708	foreign_language_official_or_public_surface	P1_official_or_regulator_review	public-sector	algorithm register	language_not_resolved	srv/tyche/pallas		/srv/tyche/pallas/pallas-ai-agent-observatory/prompts/waves/pallas-hardening-sprint-9/sv-source-hardening.md	28	> First-pass public evidence shows operational digital-government, electronic-signature, transparency/open-data, standards-body and procurement infrastructure, plus cybersecurity strategy language. AI-specific legal implementation, a named AI regulator, AI san	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00404	LIMEN-SIGNAL-D396F69DA77C73B8	foreign_language_official_or_public_surface	P1_official_or_regulator_review	public-sector	algorithm register	dutch	other_tyche_project	https://algoritmes.overheid.nl/en/algoritme/88456515	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	7	ALL-NL-ALG-REG-0006,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-88456515,Sounding language,https://algoritmes.overheid.nl/en/algoritme/88456515,In use,deployed_or_production_or_in_use,yes,official Dutch Algorithm Register bulk CSV	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00410	LIMEN-SIGNAL-D5A3D25F0B4D7C84	foreign_language_official_or_public_surface	P1_official_or_regulator_review	public-sector	AI procurement	language_not_resolved	srv/tyche/pallas		/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_COUNTRY_REVIEW_LOAD.csv	64	"5,YE,Yemen,Asia expansion,10,1,5,9,0.700,15,Medium: warning present,""I10 evidence lifecycle remains zero, but negative evidence is better explained: MTIT privacy/cyber pages contain generic audit/monitoring/encryption language, not AI lifecycle governance.; No"	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00417	LIMEN-SIGNAL-D819EB2E9416E1EE	foreign_language_official_or_public_surface	P1_official_or_regulator_review	public-sector	algorithm register	language_not_resolved	srv/tyche/pallas		/srv/tyche/pallas/pallas-ai-agent-observatory/results/world-readiness-overview/algorithm-register-scarcity-map.csv	97	GT,Guatemala,weak,0,L,0.68,31.6,17,medium,world_matrix_language_gap,none,,,register_scarce_low_confidence,no enacted AI-specific law found; no AI regulator found; no AI sandbox found; no public algorithm register found; procurement AI governance not found; AI	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00418	LIMEN-SIGNAL-D89BE1EC0F5C36F0	foreign_language_official_or_public_surface	P1_official_or_regulator_review	public-sector	algorithm register	dutch	other_tyche_project	https://algoritmes.overheid.nl/en/algoritme/88456515	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/tables/registry-deployed-record-accession-all-20260607.csv	7	ALL-NL-ALG-REG-0006,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-88456515,Sounding language,https://algoritmes.overheid.nl/en/algoritme/88456515,In use,deployed_or_production_or_in_use,yes,official Dutch Algorithm Register bulk CSV	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00424	LIMEN-SIGNAL-DA2140684D3B8012	foreign_language_official_or_public_surface	P1_official_or_regulator_review	public-sector	algorithm register	korean	srv/tyche/pallas		/srv/tyche/pallas/pallas-ai-agent-observatory/results/boost/pallas-boost-018/rare-language-bridge-mini-batch-v0.1.csv	6	5,PG-002,KR,South Korea,Hyodol AI Care Robot for Elderly Living Alone,health,C fragmented governance route,en; ko,ko,Hangul,register; audit,HIGH_IMPACT_VERTICAL; PUBLIC_REGISTER_WEAK; AUDIT_PROVENANCE_WEAK; EU_AI_ACT_ROUTE_REVIEW; TRANSLATION_REVIEW; GAIA_HUMA	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00426	LIMEN-SIGNAL-DA56AE408D16FE9A	foreign_language_official_or_public_surface	P1_official_or_regulator_review	public-sector	algorithm register	language_not_resolved	srv/tyche/pallas		/srv/tyche/pallas/pallas-ai-agent-observatory/results/boost/pallas-boost-007/readiness-negative-route-protocol-v0.1.json	62	"bounded_search_scope: ""seed source; original-language government or agency source; public service or program page; procurement/open-data or information-disclosure route only if explicitly public; public AI/algorithm register or inventory route if any; transl"	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00430	LIMEN-SIGNAL-DBAC000E0E51F2B0	foreign_language_official_or_public_surface	P1_official_or_regulator_review	public-sector	algorithm register	arabic	srv/tyche/pallas		/srv/tyche/pallas/pallas-ai-agent-observatory/results/boost/pallas-boost-019/negative-source-search-ledger-template-v0.1.csv	6	pallas-neg-route-template-bh-register-v01,BH,Bahrain,PG-005,multilingual_public_register_route,ar;en;fr,Arabic;Latin,pending_translation_review,parliamentary_or_government_public_route,seed source; original-language parliamentary or government source; public s	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00435	LIMEN-SIGNAL-DCF18B31E269B05F	foreign_language_official_or_public_surface	P1_official_or_regulator_review	public-sector	algorithm register	language_not_resolved	srv/tyche/pallas		/srv/tyche/pallas/pallas-ai-agent-observatory/results/pallas-gaia-bridge/paper-claim-signals.md	23	| PG-005 | Bahrain Council of Representatives parliamentary bill and document chatbot use case | BH — Bahrain | legal | C fragmented governance route | HIGH_IMPACT_VERTICAL; PUBLIC_REGISTER_WEAK; AUDIT_PROVENANCE_WEAK; EU_AI_ACT_ROUTE_REVIEW; TRANSLATION_REVIE	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00453	LIMEN-SIGNAL-E4FDA23C59B0F182	foreign_language_official_or_public_surface	P1_official_or_regulator_review	public-sector	algorithm register	language_not_resolved	srv/tyche/pallas	https://mocti.gov.sl/	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_4_SOURCE_REFRESH.csv	248	"SL,Sierra Leone,I05,Official AI strategy and digital-governance site checks,MoCTI/DSTI/NatCA/NCRA public portals,https://mocti.gov.sl/,2026-05-31,official_site_search_negative,negative_evidence,M,""Checked official MoCTI AI strategy page, DSTI, NatCA, NCRA, NPP"	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
