signal_id	source_review_verdict	source_review_role	reason	claim_ceiling	next_action	source_path
LIMEN-SIGNAL-80BC3293B852C587	reject_noise	derived_internal_noise	Seed/config row names only a topic label, not a direct source surface.	none from this row	drop from direct-source queue	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/seeds/hermes-v02-expansion-seeds.json
LIMEN-SIGNAL-80BD4C669A14BFAF	merge_existing_surface	existing_modeled_surface	Kanta chatbot row points to an already-modeled Kela AI register surface.	duplicate-surface handling only	dedupe against existing modeled surface	/srv/tyche/gaia/tyche-research-vault/submissions/eu-agent-atlas-release-2026-06-01/02-zenodo-artifact/artifact/data/eu-agent-atlas-v0.1/exports/eu-agent-atlas-v0.1.csv
LIMEN-SIGNAL-80BD67B44190C27C	reject_noise	derived_internal_noise	Adjudication batch row is a derived internal decision artifact, not a direct source surface.	none from this row	drop from direct-source queue	/srv/tyche/projects/limen-ai-edge-case-atlas/results/review-candidates/adjudication-batches/20260614T0820Z/batch-adjudication.tsv
LIMEN-SIGNAL-80C50BEC13D5D134	negative_evidence_candidate	negative_evidence_row	Contrast matrix row records bounded not-found/gap evidence rather than a named direct source surface.	bounded local negative evidence only; not absence	retain as negative-evidence support row	/srv/tyche/pallas/pallas-ai-agent-observatory/results/hypothesis-lab/pallas-h2-lifecycle-infra-contrast-v0.1.csv
LIMEN-SIGNAL-80C514E127603201	needs_named_source_extraction	atlas_record_proxy	Atlas record points toward an underlying public source but is not the source surface itself.	pointer/proxy only until named source is extracted	extract named direct source from local atlas record	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/backups-cycle-121-20260603T0419/records.jsonl
LIMEN-SIGNAL-80C6BCE57246B9C0	reject_noise	derived_internal_noise	Lane report bullet cites secondary prose, not a direct named source surface in this row.	none from this row	drop from direct-source queue	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/reports/lanes/global-south-brazil-latest.md
LIMEN-SIGNAL-80C8113F6F7F3361	reject_noise	derived_internal_noise	Paper-draft methodology prose is not a direct source surface.	none from this row	drop from direct-source queue	/srv/tyche/gaia/tyche-research-vault/notes/zeus-lane-harvest-2026-05-22/nekropolis/paper/draft.md.bundle/sources/paper-draft-after-count-consistency-20260519T174226Z.md
LIMEN-SIGNAL-80C97A17A1AE0684	needs_named_source_extraction	atlas_record_proxy	Atlas record points toward an underlying municipal source surface but does not expose it directly here.	pointer/proxy only until named source is extracted	extract named direct source from local atlas record	/srv/tyche/gaia/tyche-research-vault/data/eu-agent-atlas-v0.1/records.jsonl
LIMEN-SIGNAL-80CA4445CEE70857	reject_noise	derived_internal_noise	Derived comparison artifact about evidence packages is not a direct source surface.	none from this row	drop from direct-source queue	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/boost/atlas-boost-105/public-register-comparison.json
LIMEN-SIGNAL-80CD831A68642CAF	needs_named_source_extraction	research_queue_wrapper	Research-queue row names target source classes but no named reviewable source yet.	pointer/proxy only until named source is extracted	extract one named source surface from local queue metadata	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv
LIMEN-SIGNAL-80CEFE23CBAF46AD	reject_noise	derived_internal_noise	Claim-support digest is a derived internal wrapper, not a direct source surface.	none from this row	drop from direct-source queue	/srv/tyche/pallas/pallas-ai-agent-observatory/results/exploitation-wave-pallas-20260605T192929Z/claim-support-digest.json
LIMEN-SIGNAL-80D0F6BD9DB1B7DB	merge_existing_surface	existing_modeled_surface	Helsinki AI Register sample row points to an already-modeled local registry surface.	duplicate-surface handling only	dedupe against existing modeled surface	/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-014/field-support-normalized-v0.1.csv
LIMEN-SIGNAL-80D21C61AE733B7E	translation_review_needed	translation_sensitive_source_log	Persian/Urdu official-source log suggests a plausible direct source lead, but local evidence is translation-sensitive.	source-surface existence only; translation-sensitive	queue translation-aware source check	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/persian-urdu-language-history.jsonl
LIMEN-SIGNAL-80D7D5144CAE0A6F	needs_named_source_extraction	indicator_wrapper	Indicator label names a source class but does not expose a named reviewable surface.	pointer/proxy only until named source is extracted	extract one named source surface from local indicator artifact	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json
LIMEN-SIGNAL-80E53BC9358997E9	reject_noise	derived_internal_noise	Lane manifest summary is a derived tracking artifact, not a direct source surface.	none from this row	drop from direct-source queue	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/lane-manifests/v02-coverage-gap-sprint.manifest.json
LIMEN-SIGNAL-80EC98EAE8ED9BEB	merge_existing_surface	existing_modeled_surface	Gaia fact row points back to an already-modeled Helsinki AI Register surface.	duplicate-surface handling only	dedupe against existing modeled surface	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/gaia-agent-atlas/gaia-facts-latest.jsonl
LIMEN-SIGNAL-80EEC95C2632B69D	reject_noise	derived_internal_noise	Preprint discussion of review-load indicators is manuscript prose, not a direct source surface.	none from this row	drop from direct-source queue	/srv/tyche/pallas/pallas-ai-agent-observatory/program/03-theexperiment-method/paper/venue/theexperiment-data-policy-preprint.md
