signal_id	review_state	first_pass_verdict	candidate_role	review_reason	claim_ceiling	next_action	reviewed_at_utc	review_priority	shards	queries	source_path	source_line	snippet_hash	snippet	queue_reason
LIMEN-SIGNAL-4049AD1B1A04B684	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	identity-provenance	content provenance	/srv/tyche/gaia/tyche-research-vault/docs/venue-style-cards/lawarxiv.md	149	sha256:c3395da00e75e06f1bb5c10f658c8a1f349cfe4fa1619a658943bd65c31d765e	digital identity, content provenance, AI governance — native	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4051399ACA8F78F7	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	6907	sha256:58504ef1af8f137feacd7dbd9d92a4f2c3c7734dd47e48ab07f012af4125495e	"summary: ""Belarus shows operational digital government, standards, e-signature/PKI-adjacent, cyber, procurement, and legal information infrastructure, but first-pass public evidence did not identify a dedicated AI law/AI Act implementation route, AI regulato"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-40539B6CCEDAF353	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/program/04-estonia-finland-case-study/paper/draft.md	17	sha256:1ab87da415580d50b519ba9f699c377409832ad3241a8c7019cbffc030ba25d6	AI governance; EU AI Act; evidence infrastructure; digital government; algorithm registers; regulatory sandboxes; public-sector AI; Estonia; Finland; PALLAS; trust services; lifecycle evidence	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-405A948E2846B47B	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_3_SOURCE_REFRESH.csv	144	sha256:a01e27d504521c90414cd22e0b46c75d4a2cd5681abdca318959bb7a2f8253e1	GH,Ghana,I03,Bank of Ghana Regulatory Sandbox,Bank of Ghana,https://www.bog.gov.gh/fintech-innovation/innovation-hub/regulatory-sandbox/,2026-05-31,official_financial_regulator_sandbox,positive_non_ai_anchor,M,Official Bank of Ghana sandbox page. Supports oper	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-405E468B1BDDFCCF	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	identity-provenance	C2PA	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/exploitation-wave-atlas-20260605T193348Z/claim-support-digest.json	604	sha256:d748e9578894cb1986044c828251836d278c0ad14aabbd816fbda7e81cc66b42	"text: ""- Artifacts: - OK `analysis/evidence-package/ai-evidence-package-profile-v0.2.md` - OK `analysis/evidence-package/ai-evidence-package-profile-v0.2.schema.json` - URLs: - OK `https://eur-lex.europa.eu/eli/reg/2024/1689/oj` status=200 error= - OK `https"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-40640C528D391617	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/atlas/tyche-thesis-atlas-factory/analysis/country-readiness/pallas-country-ai-readiness-v0.2.md	151	sha256:b7fbed30a30fb45f86cb8f6d2781062cf89729662356c358ce05942b13bb4620	| Public algorithm register / transparency | supported | 281 | The Algorithm Register of the Dutch government - https://algoritmes.overheid.nl/en |	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4076BBB5F3C17648	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_GRAND_PROGRAM_RESULTS.md	3632	sha256:358210ac1626640decbcaa78cc01fec2fa99a3c860b440a177b954ce71786a75	PALLAS tracks ten indicators: AI law or implementation route, regulator capacity, sandboxes, standards participation, algorithm transparency, trust services, cyber baseline, AI procurement governance, open data, and lifecycle evidence controls.	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4077B05602309C73	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	automated decision	/srv/tyche/gaia/tyche-research-vault/submissions/gaia-preprint-package-20260607T1635EEST/data/exports/global-agent-atlas-laws-v0.1.csv	10	sha256:3f1ba28f6f62763e28c61535ca683153677ecdef7e00479ff47921434e49dc1d	ca-automated-decision-directive,CA,Canada,Directive on Automated Decision-Making,government_policy,in_force,2019-04-01,https://www.canada.ca/en/government/system/digital-government/digital-government-innovations/responsible-use-ai/guide-scope-directive-automat	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4078D48EEB64E7C2	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/gaia/tyche-research-vault/data/external/tyche-thesis-atlas/gaia-atlas-annex.json	85	sha256:db61155eb66f903ba0e622507d0416b18f386321b113d22242b58d406dc1f692	"what_it_tracks: ""Sources and analysis relevant to AI governance, PKI, standards, regulatory sandboxes, evidence packages, and paper production."""	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-408D5A4AC78C9D52	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/snapshots/source-witness-repair-20260607/law-eu-ai-act-extraterritorial__1__eur-lex.europa.eu__direct_public_fetch__a8832606ac318357.html	14348	sha256:e8c79826f48268ebac646185445e6b7d37d6a2863335eb5a212f1c1ed4b55876	"<p class=""oj-normal"">5. AI regulatory sandboxes established under paragraph 1 shall provide for a controlled environment that fosters innovation and facilitates the development, training, testing and validation of innovative AI systems for a limited time befor"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4090BA07A65EF04B	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/results/boost/pallas-boost-009/country-gap-delta-v0.2.json	88	sha256:b972254315e0ddb3954b1a54c8cfc744869cf7d284b3b8eae8e4622fc5e7ca98	"low: ""I04 Standards participation=1/M; I05 Algorithm registers=0/L; I08 Procurement governance=1/M; I10 Evidence lifecycle=1/L"","	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-40996930238FE5A9	first_pass_reviewed	hold_needs_human_translation	translation_sensitive_candidate	candidate appears to depend on non-English or translated public evidence	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	identity-provenance	deepfake	/srv/tyche/gaia/tyche-research-vault/submissions/gaia-preprint-package-20260607T1635EEST/daily/gaia-foreign-language-digest-latest.json	7650	sha256:74547a9a9b9752e9e6a43518a6ed30f5dedf7e5439b24f416f2b7aacb877bae1	"summary: ""China's deep-synthesis provisions are tracked as binding synthetic-media and deepfake governance rules for providers and technical supporters of deep synthesis services."","	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-40A23217A6233D4A	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_4_SOURCE_PACK.csv	362	sha256:a3e12a848670f99f72e655095fe103c27a595b40ef4264a6b928da80ec0e7e92	LA,Laos,I05,National Digital Economy Development Vision Strategy and Plan - open government data project,Ministry of Technology and Communications,https://mtc.gov.la/index.php?r=site/contents&id=29,2026-05-30,official strategy,Shows planned open government dat	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-40A24A1AD98F7514	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_5_SOURCE_REFRESH.csv	59	sha256:d3bd44b46934c5ab7c28484321f055fb4c2ac9c7af433c4cc70729af20a2bd03	CC,Cocos (Keeling) Islands,I05,Indian Ocean Territories - Australian Government territory context,Department of Infrastructure Transport Regional Development Communications and the Arts,https://www.infrastructure.gov.au/territories-regions-cities/territories/i	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-40B53D46F52A5723	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/snapshots/source-witness-repair-20260607/law-eu-ai-act-extraterritorial__1__eur-lex.europa.eu__direct_public_fetch__a8832606ac318357.html	14339	sha256:73f76545adee803c21dfa447ec574b556783833923c13d02d501d7f390ccc2c4	"<p class=""oj-normal"">2. Additional AI regulatory sandboxes at regional or local level, or established jointly with the competent authorities of other Member States may also be established.</p>"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-40BFDB2341556EAB	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	legal-research	AI evidence	/srv/tyche/pallas/pallas-ai-agent-observatory/results/world-overview-bridge/gaia-pallas-world-synthesis.json	866	sha256:727d6b55e9345462253a2d9f940f180e8130a035b71cc79de37118018804f0c4	"pallas_summary: ""Bangladesh shows operational digital identity/PKI, cyber/CIRT, e-procurement, standards-body, and open-data infrastructure, but first-pass public evidence for AI-specific law, AI regulator, algorithm registers, AI procurement governance, and"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-40C4B28F2F4DDDB6	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_250_COUNTRY_MATRIX.csv	132	sha256:87fcb4a64833565cdbcfeb18a2dee6b1cae097959b68b327fdfd0800b89e5f71	"BW,Botswana,35.0,30.9,D thin visibility,0.61,40.0,26.7,33.3,46.7,33.3,17,11,2,0,high,10,10,High: candidate score decrease review,""I01: Official government news shows AI readiness validation and a National AI Policy in finalisation, but no enacte; I02: Domestic"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-40D04EA191BADA26	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/tables/registry-deployed-record-accession-all-20260607.csv	29	sha256:11ac7811608a6401fca5628f13f640762212f08c9f6fa3e97ba7ad20903e49a4	"ALL-NL-ALG-REG-0028,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-58166273,""Automatic text recognition """"Loghi"""""",https://algoritmes.overheid.nl/en/algoritme/58166273,In use,deployed_or_production_or_in_use,yes,official Dutch Algorit"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-40E4393A835CA322	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	identity-provenance	deepfake	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/backups-cycle-120-20260603T0704/records.jsonl	44	sha256:ba0b56e23e29726e0f93aad0b3b36ec2bfee0414e136d98994394ef13a91b33c	"{""agent_id"": ""writer-ai-agents"", ""agent_type"": ""enterprise agentic AI platform and governed agent-builder surface"", ""article50_flags"": [""direct_interaction_disclosure_possible""], ""audit_logs_provenance_claims"": ""Cycle 97 archived Writer Agent, AI Studio, Trust"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-40E4F85F64A88AF4	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/tables/registry-deployed-record-accession-all-20260607.csv	1438	sha256:552d57de55b913ed998f83e7e1fb85711fc4227d9a53bab4842b9c247c8e65e9	ALL-CA-AI-REG-0023,CA-AI-REG,Government of Canada AI Register,Canada,2526-CSPS-EFPC-014,SchoolGPT,https://open.canada.ca/data/en/dataset/fcbc0200-79ba-4fa4-94a6-00e32facea6b,In production,deployed_or_production_or_in_use,yes,official Canada AI Register CSV row	needs direct source, source-pack resolution, or translation-aware review before example promotion
