signal_id	source_review_verdict	source_review_role	reason	claim_ceiling	next_action	source_path
LIMEN-SIGNAL-4723617A64BFB1B9	reject_noise	needs_source_resolution	Scholarly index metadata, not a direct source surface.	must resolve direct public source before promotion	drop from direct-source queue	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/books-theory-latest.jsonl
LIMEN-SIGNAL-472A76288863C437	negative_evidence_candidate	direct_surface_candidate	Local row is a search-negative or gap-evidence artifact only.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	retain as bounded negative evidence	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CONFIDENCE_CHANGES.csv
LIMEN-SIGNAL-472E995A6ABEAE93	reject_noise	direct_surface_candidate	Internal claim-support manuscript artifact, not a direct source surface.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	drop from direct-source queue	/srv/tyche/atlas/tyche-thesis-atlas-factory/analysis/claim-support/claim-support-refresh-v0.2.md
LIMEN-SIGNAL-4731565B6AE6BBAB	merge_existing_surface	direct_surface_candidate	Local row duplicates already-modeled Amsterdam/Dutch Algorithm Register surface.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	dedupe to existing surface	/srv/tyche/projects/public-ai-registry/data/registry-gap-map-v0.2.csv
LIMEN-SIGNAL-47319AE6C7A9B05A	merge_existing_surface	source_pack_proxy_candidate	Local row duplicates already-modeled FI-HEL-AI surface.	must resolve the underlying source before any reviewed example or paper claim	dedupe to existing surface	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/tables/stratified-record-review-frame-20260608.csv
LIMEN-SIGNAL-473BB2260A90F505	source_reviewed_candidate	direct_surface_candidate	Local metadata names a concrete public algorithm-register surface.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	queue bounded source review	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/sandboxes-cases-latest.jsonl
LIMEN-SIGNAL-474774EE0395CCAE	reject_noise	needs_source_resolution	Scholarly article metadata, not a direct source surface.	must resolve direct public source before promotion	drop from direct-source queue	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/sandboxes-cases-latest.jsonl
LIMEN-SIGNAL-4749544A5EE4999A	translation_review_needed	translation_sensitive_candidate	Plausible direct official source depends on Thai-language local evidence.	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware review	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/southeast-asian-language-records.jsonl
LIMEN-SIGNAL-474A013719F07951	needs_named_source_extraction	needs_source_resolution	Derived atlas row points toward an underlying source but does not expose a named reviewable surface.	must resolve direct public source before promotion	extract named direct source	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/backups-cycle188-active-lanes-32-foreign-language-public-service-hardening/records.jsonl
LIMEN-SIGNAL-474AAA1EE3B90382	reject_noise	needs_source_resolution	Scholarly index metadata, not a direct source surface.	must resolve direct public source before promotion	drop from direct-source queue	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/russian-language-records.jsonl
