queue_id	signal_id	bulk_translation_verdict	language_reviewed	source_url_or_locator	source_name	reason	claim_ceiling	next_action
BTR-00577	LIMEN-SIGNAL-8733B5BE3BF8717C	translation_source_reviewed	it	https://www.garanteprivacy.it/temi/intelligenza-artificiale	AI - Intelligenza artificiale - Garante Privacy	Official Italian regulator AI hub is a real source surface; local snippet supports only vocabulary/context review.	source-surface and interpretive regulator-context only; no case promotion or legal finding	If useful, extract bounded original-language quotations for regulator vocabulary only
BTR-00578	LIMEN-SIGNAL-87AB488073024F1E	source_surface_only_no_case	fr	https://apdp.mc/apdp/missions/	Missions de l'APDP - Protection des données Monaco	Official APDP missions page names compliance and impact-assessment functions, but local notes say adjacent transparency evidence, not an algorithm register.	official regulator surface/context only; no algorithm-register or case-level claim	Retain as Monaco regulator-capacity context; do not promote as register evidence
BTR-00579	LIMEN-SIGNAL-882E245E9839284C	source_surface_only_no_case	fr	/srv/tyche/projects/public-ai-procurement-gap/data/pilot/appendix-table-a1-pilot-row-branch-audit-v0.1.csv:7	Accord-cadre consultance informatique BI/Cybersécurité/Data gouvernance	Local procurement audit codes this as negative-control digital analytics, not AI by title alone.	negative-control procurement surface only; excluded from AI denominator and prevalence claims	Keep excluded negative-control coding; no translation promotion
BTR-00580	LIMEN-SIGNAL-88E384D9AC7CEE69	translation_source_reviewed	fr	https://www.cnil.fr/fr/intelligence-artificielle/guide/utiliser-un-systeme-dia-en-production	Guide IA - utiliser un système d’IA en production	CNIL French guidance is a concrete regulator guidance surface; row itself limits it to guidance, not local GF evidence ledger.	general regulator guidance context only; no GF-specific operational evidence or compliance finding	Use only for bounded guidance-context extraction if needed
BTR-00581	LIMEN-SIGNAL-891D9833253E5340	translation_source_reviewed	fr	https://www.anssi.ci/documents/87/Strat%C3%A9gie_Nationale_de_lIntelligence_Artificielle_250321_041840.pdf	Stratégie Nationale de l'Intelligence Artificielle - SNIA 2030	Official French-language strategy PDF is concrete; local notes identify transparency gaps and no public algorithm register.	policy/negative-evidence context only; no register practice or standards finding beyond row text	Retain as bounded negative-evidence/context; extract original-language passages only if needed
BTR-00582	LIMEN-SIGNAL-8AFE93ACA875493B	candidate_for_parent_source_extraction	sv	https://www.regeringen.ax/sites/default/files/attachments/page/LFxx20252026_280126_rem.pdf	Lagförslag om landskapslag om tillsyn över artificiell intelligens - chapter on regulatory sandboxes	Local JSON names an official Åland legislative proposal and sandbox chapter with high confidence, but source is Swedish.	candidate source-surface for original-language extraction; no sandbox maturity or legal-effect finding yet	Extract bounded Swedish quotations for the sandbox chapter before any parent promotion
BTR-00583	LIMEN-SIGNAL-8C011259309DE3DB	source_surface_only_no_case	fr	https://www.data.gouv.fr/datasets/donnees-essentielles-des-marches-publics-territoire-de-la-cote-ouest-de-lile-de-la-reunion	Données essentielles des marchés publics - Territoire de la Côte Ouest de l'île de la Réunion	Official/open public procurement dataset is traceability context; local note says no AI evidence-lifecycle source verified.	procurement/open-data surface only; no AI evidence-lifecycle or case claim	Retain as context anchor only; do not promote
BTR-00584	LIMEN-SIGNAL-8C6DF2E3899D97E0	reject_noise	en	/srv/tyche/pallas/pallas-ai-agent-observatory/program/03-theexperiment-method/RESULT.md:36	Indicator definition: Regulatory sandbox maturity	The line is an English methodology/indicator definition, not a translation-sensitive source record.	methodological context only; no source-surface or case claim	Exclude from translation-source queue
BTR-00585	LIMEN-SIGNAL-8C7F6A00BBF19FD7	reject_noise	ru query / en API error	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/russian-language-history.jsonl:219	Crossref query failed: PKI/certificates/transparency/AI	Local record is a Crossref 429 search-error, not a source document.	no source surface; no factual, legal, or policy claim	Drop from translation review; rerun retrieval separately only if the query remains useful
BTR-00586	LIMEN-SIGNAL-8DEA66C34FF1B0A7	source_surface_only_no_case	fr	https://www.boamp.fr/	BOAMP - Bulletin officiel des annonces des marchés publics	BOAMP is an official French procurement portal, but local notes limit it to infrastructure and say no GF-specific AI procurement governance found.	procurement infrastructure surface only; no AI procurement governance finding	Retain only as infrastructure context; no case promotion
BTR-00587	LIMEN-SIGNAL-8ED0954ACBD3A0CB	source_surface_only_no_case	es	https://www.gub.uy/agencia-gobierno-electronico-sociedad-informacion-conocimiento/datos-y-estadisticas/datos-abiertos	Datos abiertos	AGESIC open-data page is an official Spanish-language substrate; local notes explicitly say it is not an AI algorithm register by itself.	open-data infrastructure surface only; no algorithm-register claim	Retain as Uruguay public-visibility context; do not promote as AI register
BTR-00588	LIMEN-SIGNAL-8F062E51126C2621	candidate_for_parent_source_extraction	is	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_13_COUNTRY_SCORE_DELTA.csv:54	Ísland.is/Persónuvernd healthcare AI regulatory sandbox pilot sources	Local delta row states official Icelandic sources support a 2022 healthcare AI sandbox pilot, but this batch lacks the underlying source URLs/quotes.	candidate processing state only; no active-status, maturity, or legal finding	Locate local parent source rows and extract bounded original-language evidence before promotion
BTR-00589	LIMEN-SIGNAL-8F5A04E6257AB015	reject_noise	ru	https://doi.org/10.31812/123456789/5216	Проблема единственности устойчивых решений обратной линейной задачи гравиметрии и магнитометрии	Russian scholarly-index result title is about gravimetry/magnetometry and has no local AI/data-protection relevance surface.	noise only; no usable LIMEN source-surface claim	Reject from translation queue
BTR-00590	LIMEN-SIGNAL-8F60C7463E2EAA58	reject_noise	ru query / en API error	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/russian-language-history.jsonl:202	OpenAlex query failed: PKI/certificates/transparency/AI	Local record is an OpenAlex 429 search-error, not an original-language source.	no source surface; no factual, legal, or policy claim	Drop from translation review; rerun retrieval separately only if needed
BTR-00591	LIMEN-SIGNAL-8F94024BA6C95FFF	needs_original_language_source	fa	https://nezamat.ir/%D9%85%D8%B5%D9%88%D8%A8%D9%87-%D8%AA%DA%A9%D9%85%DB%8C%D9%84-%D8%AA%D8%B1%DA%A9%DB%8C%D8%A8-%D8%B4%D9%88%D8%B1%D8%A7%DB%8C-%D9%85%D9%84%DB%8C-%D8%B1%D8%A7%D9%87%D8%A8%D8%B1%DB%8C-%D9%87%D9%88%D8%B4/	مصوبه تکمیل ترکیب شورای ملی راهبری هوش مصنوعی	Persian decree locator is concrete, but local fetch timed out and no source text was captured.	locator/title only; no governance composition or decree-content claim	Obtain original Persian text or archived local capture before extraction
BTR-00592	LIMEN-SIGNAL-9005239ADFFBBA4E	reject_noise	ar query / ar API error	/srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/local-hermes/PCEE241002/data/lanes/arabic-language-records.jsonl:18	Crossref report query failed: regulatory sandbox AI fintech compliance	Local record is a Crossref SSL/search-error for an Arabic query, not a source document.	no source surface; no factual, legal, or policy claim	Drop from translation review; rerun retrieval separately only if needed
