signal_id	review_state	first_pass_verdict	candidate_role	review_reason	claim_ceiling	next_action	reviewed_at_utc	review_priority	shards	queries	source_path	source_line	snippet_hash	snippet	queue_reason
LIMEN-SIGNAL-600ACD2905791445	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/spanish-portuguese-language-history.jsonl	31	sha256:8d96f24e24410467172ba6d027625d38f80daaed4de78bc8690097e82c320b99	"{""already_in_main_dataset"": false, ""authors"": [""A Elda Y. Martínez-Escobar"", ""B. José M. Celaya-Padilla"", ""Antonio Martínez-Torteya"", ""C. Ireri A. Sustaita-Torres"", ""Manuel A. Murillo-Soto"", ""Jorge I. Galván-Tejada""], ""category"": ""scholarly-index-result"", ""con"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-6014BB0EE2D0D511	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_250_COUNTRY_MATRIX.csv	92	sha256:4b89e3cbad2351dc51024969fab7da6a94da12a4873429ce0b38a6ed0546b616	"MK,North Macedonia,41.7,38.4,D thin visibility,0.74,33.3,33.3,66.7,46.7,33.3,25,23,0,0,medium,2,10,Medium: gap interpretation,""human review required for I05, I09; weak or indirect source evidence remains for I05"",no_domestic_ai_law_found;no_ai_competent_author"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-601BF047F55338CB	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/french-german-language-latest.jsonl	16	sha256:0476eb767925e1d13f5b15c11a12cf685f1ab05875a0fcf9e83fead18e55f47d	"{""already_in_main_dataset"": false, ""authors"": [""Olessia Kirtchik"", ""Francesca Musiani""], ""category"": ""scholarly-index-result"", ""container_title"": ""Socio"", ""doi"": ""10.4000/1431f"", ""domain"": ""doi.org"", ""is_referenced_by_count"": 1, ""lane"": ""french-german-language"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-60282F24E7CCBE35	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/results/exploitation-wave-pallas-20260605T193348Z/claim-support-curated.csv	83	sha256:031407865b7c40bbcdee6ef89190ad8f6b5b9aa1c0335cd8d1887552a3b0dc86	d1813f7462857ec47e5d5b47,estonia-case,strong,114.6331,use cautiously with cited support,pallas,/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_COUNTRY_MATRIX.csv,pallas,/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_R	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-602A18A533C1AF28	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	automated decision	/srv/tyche/gaia/tyche-research-vault/sites/gaia-agent-atlas/public/downloads/gaia-agent-atlas-source-documents-v0.1.csv	690	sha256:be04ac71a97d54442c5e5bfd71c15a0ccef63ae425832c136e1c824d6bb06dac	Global,law-za-protection-of-personal-information-act-2013,Protection of Personal Information Act 4 of 2013 (POPIA) and Information Regulator materials,en,en,en,Protection of Personal Information Act 4 of 2013 (POPIA) and Information Regulator materials,Protect	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-602B6282FF27A548	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_3_SOURCE_REFRESH.csv	123	sha256:2570c552b87e3c64cfd7942b30b7c95ddda74e39bbc9b954d81f9ac5be410e3a	EG,Egypt,I03,Regulatory Sandbox,Central Bank of Egypt,https://www.cbe.org.eg/en/financial-technology/regulatory-sandbox,2026-05-31,official_financial_regulator,sectoral sandbox evidence,M,Public search result and official URL identify CBE fintech regulatory sa	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-60314BDE558F9A0A	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/atlas/tyche-thesis-atlas-factory/snapshots/v0.2.3-preprint-20260605T050732Z/corpus/v0.2-working/records/spanish-portuguese-language-history.jsonl	33	sha256:a3983ca8a915a6ba228b207223c27a695ebdeace46de12a5ad18be56d0baf79b	"{""already_in_main_dataset"": false, ""authors"": [""Grace Abuhamad"", ""Cory Salveson"", ""Lilia Stubrin"", ""Carlos Braga""], ""category"": ""scholarly-index-result"", ""container_title"": """", ""corpus_version"": ""v0.2-working"", ""doi"": ""10.18235/0004000"", ""domain"": ""doi.org"", """	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-60398DC1332B3F82	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	47	sha256:a0656fb99e7db62b91825b6617a3ce18967998dbca4cbb830736e9ac65e6c0c5	BJ,Benin,high,D thin visibility,high,Benin AI Act implementation competent authority; Benin algorithm register public sector AI; Benin AI regulatory sandbox; Benin AI procurement public sector guidance; Benin AI audit logs provenance post-market monitoring; Be	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-603B7D9090D39452	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/french-german-language-records.jsonl	21	sha256:ed00a0d637ed77713d523e037d27030c2f1a885d4bc8c05bd5700dcb58489b7b	"{""already_in_main_dataset"": false, ""authors"": [""Léo Mignot""], ""category"": ""scholarly-index-result"", ""container_title"": ""Socio"", ""doi"": ""10.4000/1431e"", ""domain"": ""doi.org"", ""is_referenced_by_count"": 1, ""lane"": ""french-german-language"", ""language_confidence"": """	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-603CA08EA94CC24B	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/exploitation-wave-atlas-20260605T192817Z/claim-support-digest.csv	7	sha256:53a35feb4b22eb24775f0b5e2f8d5078d178268b5fc46f807d2d7f2a2f4afdf9	17f0b3ad0b6299702149ba4a,evidence-package-design,strong,273.4839,use cautiously with cited support,atlas,/srv/tyche/atlas/tyche-thesis-atlas-factory/analysis/claim-support/preprint-claim-verification-latest.md,atlas,/srv/tyche/atlas/tyche-thesis-atlas-factory/	needs direct source, source-pack resolution, or translation-aware review before example promotion
