signal_id	review_state	first_pass_verdict	candidate_role	review_reason	claim_ceiling	next_action	reviewed_at_utc	review_priority	shards	queries	source_path	source_line	snippet_hash	snippet	queue_reason
LIMEN-SIGNAL-0FE73CF539C11F67	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_3_SOURCE_PACK.csv	558	sha256:dbaa0401663b867b4b8fa0940e9270d971573f6b526da44d2ce2f90b3e0f8c71	"KN,Saint Kitts and Nevis,I05,Government E-Services portal,Government of St. Kitts and Nevis,https://www.gov.kn/e-services/,2026-05-30,official government service portal,""Shows public e-service delivery, but no public algorithm register or automated-decision tr"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-0FEB6AD8BB354F39	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/zenodo/public-ai-registry-observatory-initial-corpus-20260608/data/stratified-record-review-frame-20260608.csv	28	sha256:0900329768361c71ce1e9b5281f215319e87bb37054b63bd2e1673293b5290c8	SRF-20260608-027,ALL-CA-AI-REG-0158,CA-AI-REG,Government of Canada AI Register,active_register,Canada,2526-VAC-ACC-003,M365 Copilot Chat,https://open.canada.ca/data/en/dataset/fcbc0200-79ba-4fa4-94a6-00e32facea6b,In production,federal public administration,pro	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-100C6A9254B06E34	first_pass_reviewed	hold_needs_human_translation	translation_sensitive_candidate	candidate appears to depend on non-English or translated public evidence	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	automated decision	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/laws.jsonl.bak-cycle-347-active-lanes-61-foreign-language-and-pacific-law-hardening	9	sha256:12ca2e9f2736d0720f1c8f70d620942a850036723bcf2124568ccf8431ad20bb	"{""affected_verticals"": [""government_public_benefits"", ""migration_border""], ""agent_relevance"": ""Used as a jurisdictional hook for public AI-agent evidence mapping, not as a compliance determination."", ""effective_date"": ""2019-04-01"", ""instrument_name"": ""Directiv"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-10148BBDEEB22C0B	first_pass_reviewed	hold_needs_human_translation	translation_sensitive_candidate	candidate appears to depend on non-English or translated public evidence	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	public sector AI	/srv/tyche/gaia/tyche-research-vault/submissions/gaia-preprint-package-20260605T0845EEST/daily/gaia-foreign-language-digest-latest.json	7913	sha256:b0c731b72b68c818fa18b29c1010490ee18220dcec57378d5f9ba2f6edc3f2d7	Local AI governance theme: public sector ai governance,	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-101567E8B0F094D0	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/results/hypothesis-lab/pallas-confidence-burden-typology-v0.1.json	5138	sha256:3a6da082e111444894889e4da456acff6b6732c996f0b444fe1c327779ff6961	"summary: ""Grenada shows operational general public infrastructure in standards, procurement and statistics/open-data publication, plus emerging OECS/World Bank digital-government and cybersecurity capacity. First pass found no dedicated AI law, AI regulator,"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-101A306C15CB4DA5	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_12_SOURCE_REFRESH.csv	37	sha256:a331a3de03d81056ad1a73834a27e1611d79ffa5bf79e2a794cc8a7bfa11d4b2	"AL,Albania,I05,AKSHI site search for algorithm/register terms,AKSHI,https://akshi.gov.al/?s=algoritm,2026-05-31,official site search,bounded negative evidence,M,""Public AKSHI search for 'algoritm' surfaced job notices and ordinary site content, not an algorith"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-1021364B07046FD1	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_1_SOURCE_PACK.csv	642	sha256:2a0c7a956ec07f993aaad8c106de0e7d0355a4144831b33551a81e5f45f48965	LU,Luxembourg,I05,data.public.lu national open data portal search/sitemap first-pass check,Open Data Lëtzebuerg / Luxembourg Government,https://data.public.lu/en/,2026-05-30,official open-data portal,Negative/weak evidence check: no general algorithm register	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-10286E467AF74872	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	automated decision	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/backups-cycle-289-active-lanes-34-bahrain-parliamentary-chatbot-use-case/facts.jsonl	920	sha256:47afebf71d2b5cec182f3f6bce6c3e497646bc8c5c795e7f6c5f367f9cbcbaa2	"{""agent_id"": ""philippines-egovai-government-ai-platform"", ""claim"": ""The eGovAI developer page describes Chat AI API authentication by API key, endpoints for message processing, intent recognition and entity extraction, JSON responses, and response handling tha"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-102B6B3F1CA0DAEC	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/tables/registry-deployed-record-accession-all-20260607.csv	67	sha256:c272df8ebe696f1cc7f302744e0d09528aa910c93fed2b2e673fdcfaee09946f	ALL-NL-ALG-REG-0066,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-47471681,Anonymise,https://algoritmes.overheid.nl/en/algoritme/47471681,In use,deployed_or_production_or_in_use,yes,official Dutch Algorithm Register bulk CSV row with	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-102E87A9F3F4EBDC	first_pass_reviewed	hold_needs_human_translation	translation_sensitive_candidate	candidate appears to depend on non-English or translated public evidence	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	identity-provenance	deepfake	/srv/tyche/gaia/tyche-research-vault/release/gaia-preprint-freeze-20260605T0815EEST/papers/global-agent-atlas/daily/gaia-foreign-language-digest-latest.json	7394	sha256:74547a9a9b9752e9e6a43518a6ed30f5dedf7e5439b24f416f2b7aacb877bae1	"summary: ""China's deep-synthesis provisions are tracked as binding synthetic-media and deepfake governance rules for providers and technical supporters of deep synthesis services."","	needs direct source, source-pack resolution, or translation-aware review before example promotion
