case_id	cve_id	record_status	evidence_tier	title	primary_source_id	primary_source_url	access_date	language	jurisdiction	ai_system_type	autonomy_level	impact_surface	limen_categories	mitre_atlas_mapping	avid_mapping	owasp_llm_agentic_mapping	severity	mitigation_or_response	paper_use_note	verification_gap
LIMEN-WEB2-001		Personal Information Protection Commissi	T3_authoritative_source	PIPC fines ScatterLab over Iruda chatbot's unlawful use of KakaoTalk messages	Personal Information Protection Commission (PIPC) | PIPC decision 28 April 2021; fine KRW 103.3 million (8 PIPA violations)	https://fpf.org/blog/south-korea-the-first-case-where-the-personal-information-protection-act-was-applied-to-an-ai-system/	2026-06-14		South Korea	open-domain companion/social chatbot		legal/regulatory	data_protection_enforcement						South Korea's PIPC issued its first AI-system enforcement on 28 April 2021, fining ScatterLab KRW 103.3M for training the Iruda chatbot on KakaoTalk messages without valid consent.	A related class-action and the company's later relaunch followed; the figure cited is the PIPC administrative sanction.
LIMEN-WEB2-002		NAIH	T3_authoritative_source	NAIH fines Hungarian bank for AI emotion analysis of call-center recordings	NAIH | Decision NAIH-85-3/2022, Feb 2022; fine ~HUF 250M (~EUR 650,000)	https://www.edpb.europa.eu/news/national-news/2022/data-protection-issues-arising-connection-use-artificial-intelligence_en	2026-06-14		Hungary	speech/emotion-recognition analytics on voice calls		legal/regulatory	data_protection_enforcement						In Feb 2022 NAIH imposed Hungary's then-record GDPR fine on a bank for running AI emotion analysis on customers' call recordings without legal basis or transparency, and ordered the processing to stop.	The controller (Budapest Bank) could seek judicial review; appeal outcome not confirmed.
LIMEN-WEB2-003		AEPD	T3_authoritative_source	AEPD fines Mercadona for unlawful facial-recognition surveillance	AEPD | Resolution PS/00120/2021, 23 July 2021; fine EUR 3.15M	https://www.aepd.es/documento/ps-00120-2021.pdf	2026-06-14		Spain	video-surveillance facial recognition		legal/regulatory	surveillance_biometrics_or_policing						In July 2021 (PS/00120/2021) the AEPD fined Mercadona EUR 3.15M for deploying facial recognition across 48 stores capturing all customers and employees without a valid Article 9 legal basis.	Headline figure reduced to EUR 2.52M via voluntary-payment discount; appeal status not confirmed.
LIMEN-WEB2-004		AEPD	T2_contested_or_interim	AEPD fines airport operator Aena and suspends facial-recognition boarding	AEPD | AEPD decision Nov 2025; fine ~EUR 10M (Art. 35 GDPR), boarding suspended at 8 airports	https://www.biometricupdate.com/202511/spanish-airport-operator-aena-fined-11m-over-biometric-boarding-program	2026-06-14		Spain	airport biometric facial-recognition boarding		legal/regulatory	surveillance_biometrics_or_policing						In Nov 2025 the AEPD fined Aena ~EUR 10M for an inadequate DPIA before enrolling ~40,000 travellers in facial-recognition boarding, and suspended the programme at eight airports.	Aena stated it will challenge the fine in court; not final. | VERIFIED: Aena has announced it will appeal; not final.
LIMEN-WEB2-005		AEPD	T2_contested_or_interim	AEPD fines FC Barcelona for biometric processing without a valid DPIA	AEPD | Resolution EXP202305134; fine EUR 500,000 (Art. 35 GDPR)	https://idtechwire.com/spains-aepd-fines-fc-barcelona-e500000-for-biometric-processing-without-valid-dpia/	2026-06-14		Spain	facial- and voice-recognition identity verification		legal/regulatory	surveillance_biometrics_or_policing						The AEPD fined FC Barcelona EUR 500,000 for processing biometric facial- and voice-recognition data from ~143,000 members during a 2023 census without a compliant DPIA.	Recent resolution; appeal/finality not confirmed.
LIMEN-WEB2-006		AEPD	T2_contested_or_interim	AEPD sanctions AI facial-recognition proctoring of online university exams	AEPD | AEPD sanctions of online universities (VIU), reported June 2025	https://oecd.ai/en/incidents/2025-06-03-fe76	2026-06-14		Spain	AI exam-proctoring facial recognition		legal/regulatory	education_workplace_or_hr						The AEPD found AI facial-recognition proctoring of online exams to be unlawful biometric processing lacking a valid legal basis and sanctioned online universities including VIU.	Specific decision references and exact fine amounts not located in the official record; sanctions may be appealed.
LIMEN-WEB2-007		ICO	T2_contested_or_interim	ICO preliminary enforcement notice against Snap over the 'My AI' chatbot	ICO | Preliminary Enforcement Notice 6 Oct 2023; investigation closed 21 May 2024 with no enforcement	https://ico.org.uk/about-the-ico/media-centre/news-and-blogs/2023/10/uk-information-commissioner-issues-preliminary-enforcement-notice-against-snap/	2026-06-14		United Kingdom	generative-AI consumer chatbot		legal/regulatory	companion_chatbot_safety_harm						The ICO issued a preliminary enforcement notice to Snap in Oct 2023 over an inadequate DPIA for its 'My AI' chatbot, particularly risks to 13-17 year-olds.	No final enforcement: the ICO closed the case 21 May 2024 after accepting Snap's revised DPIA, so no penalty resulted.
LIMEN-WEB2-008		Hellenic Data Protection Authority (HDPA	T3_authoritative_source	Hellenic DPA fines Greek Migration Ministry over Centaur/Hyperion AI border surveillance	Hellenic Data Protection Authority (HDPA) | Decision 13/2024, 3 April 2024; fine EUR 175,000 + compliance order	https://www.dpa.gr/en/enimerwtiko/press-releases/ministry-migration-and-asylum-receives-administrative-fine-and-gdpr	2026-06-14		Greece	AI behavioural-analytics surveillance + biometric access control		legal/regulatory	surveillance_biometrics_or_policing						In April 2024 (decision 13/2024) the Greek DPA fined the Ministry of Migration and Asylum EUR 175,000 for deploying the Centaur and Hyperion systems in refugee camps with incomplete DPIAs.	Ministry was given three months to remedy and could pursue review.
LIMEN-WEB2-009		Garante (GPDP)	T3_authoritative_source	Italian Garante fines City of Trento for unlawful AI street surveillance (MARVEL/PROTECTOR)	Garante (GPDP) | GPDP decision early 2024; fine EUR 50,000 + order to delete project data	https://www.statewatch.org/news/2024/february/italy-trento-council-fined-for-illegal-ai-video-and-audio-surveillance-projects/	2026-06-14		Italy	AI video/audio public-space surveillance analytics		legal/regulatory	public_sector_misuse_or_gap						In early 2024 the Garante fined the City of Trento EUR 50,000 - the first Italian local authority sanctioned over AI - for the EU-funded MARVEL and PROTECTOR projects, citing inadequate anonymisation and no DPIA.	Distinct from the OpenAI/Replika Garante cases; appeal status not confirmed.
LIMEN-WEB2-010		IMY	T3_authoritative_source	Swedish IMY fines national police for unlawful facial-recognition use	IMY | IMY decision Feb 2021; fine SEK 2.5M under the Criminal Data Act	https://www.edpb.europa.eu/news/national-news/2021/swedish-dpa-police-unlawfully-used-facial-recognition-app_en	2026-06-14		Sweden	facial-recognition identification app (police use)		legal/regulatory	surveillance_biometrics_or_policing						In Feb 2021 IMY fined the Swedish Police SEK 2.5M for using a facial-recognition app (Clearview) without a lawful basis or data-protection assessment under the Criminal Data Act.	Concerns police use of the tool (distinct from the Clearview-vendor cases); final under the Criminal Data Act regime.
LIMEN-WEB2-011		PIPC	T3_authoritative_source	PIPC sanctions OpenAI over a ChatGPT data-exposure bug	PIPC | PIPC sanction 2023; fine KRW 3.6M + corrective recommendations	https://www.dataguidance.com/news/south-korea-pipc-fines-openai-krw-36-million-following	2026-06-14		South Korea	large-language-model assistant (ChatGPT)		legal/regulatory	data_protection_enforcement						South Korea's PIPC fined OpenAI KRW 3.6M and issued corrective recommendations for failing to report a ChatGPT bug that exposed personal data of 687 Korean users.	Distinct from the Italian Garante OpenAI actions; figure is the PIPC administrative penalty.
LIMEN-WEB2-012		PIPC	T2_contested_or_interim	PIPC corrective order against DeepSeek over unlawful cross-border AI data transfers	PIPC | PIPC corrective order April 2025 (service suspended Feb 2025)	https://www.cnbc.com/2025/04/24/south-korea-says-deepseek-transferred-user-data-to-china-us-without-consent.html	2026-06-14		South Korea	generative-AI chatbot/app (DeepSeek)		legal/regulatory	data_protection_enforcement						In April 2025 the PIPC found DeepSeek transferred Korean users' data to firms in China and the US without consent and ordered it to halt transfers and delete exported data after the app was pulled from Korean stores.	Corrective order rather than a confirmed monetary fine. | VERIFIED: corrective recommendation with no monetary fine.
LIMEN-WEB2-013		FTC	T3_authoritative_source	FTC v. Rite Aid Corporation (facial-recognition ban)	FTC | FTC Matter No. 2023190; Stipulated Order, E.D. Pa. 2:23-cv-05023; Dec 19, 2023	https://www.ftc.gov/legal-library/browse/cases-proceedings/2023190-rite-aid-corporation-ftc-v	2026-06-14		United States	retail facial-recognition surveillance		legal/regulatory	surveillance_biometrics_or_policing						FTC obtained a stipulated court order banning Rite Aid from using facial recognition for five years after alleging its system falsely flagged shoppers, disproportionately in minority neighborhoods.	Settled by consent without admission; bias/false-match allegations not adjudicated.
LIMEN-WEB2-014		FTC	T3_authoritative_source	FTC v. Evolv Technologies (AI weapons-detection claims)	FTC | FTC action Nov 26, 2024; Stipulated Order for Permanent Injunction	https://www.ftc.gov/news-events/news/press-releases/2024/11/ftc-takes-action-against-evolv-technologies-deceiving-users-about-its-ai-powered-security-screening	2026-06-14		United States	AI-marketed weapons-detection scanners		legal/regulatory	ai_washing_or_false_ai_claim						FTC alleged Evolv falsely advertised that its AI scanners reliably detect all weapons and obtained a settlement barring unsupported detection claims plus K-12 contract opt-outs.	Settlement included no monetary relief and no admission.
