queue_id	signal_id	bulk_translation_verdict	language_reviewed	source_url_or_locator	source_name	reason	claim_ceiling	next_action
BTR-00704	LIMEN-SIGNAL-09F6D7E7163A6F4C	translation_source_reviewed	English	https://docs.servicenow.com/bundle/yokohama-platform-administration/page/administer/ai-agents/concept/ai-agents.html	ServiceNow documentation / Gaia record	Local Gaia row is English product/source metadata; deepfake/translation cue is only an Article 50/synthetic-media issue spot, not a concrete edge-case claim.	source-surface/context only; no legal, compliance, safety, deployment prevalence, or incident truth inference	retain as source-surface Gaia context; require parent-source extraction before any case claim
BTR-00705	LIMEN-SIGNAL-0C75939ACCC1DD54	candidate_for_parent_source_extraction	English/French official Canada register context	https://open.canada.ca/data/en/dataset/fcbc0200-79ba-4fa4-94a6-00e32facea6b	Government of Canada AI Register	Official registry accession says Parliamentary Machine Translation is in production; row supports parent-source extraction but not a LIMEN edge case by itself.	official-register source surface only; no performance, legality, safety, or impact claim	extract/retain parent registry source and avoid case promotion without original register fields
BTR-00706	LIMEN-SIGNAL-0E9958E6AAE91194	cross_project_duplicate	English/French official Canada register context	https://open.canada.ca/data/en/dataset/fcbc0200-79ba-4fa4-94a6-00e32facea6b	Government of Canada AI Register packaged corpus copy	Same accession ALL-CA-AI-REG-0094 and line content as BTR-00705, duplicated through packaged corpus path.	duplicate source-surface only	deduplicate to BTR-00705 / parent accession before downstream review
BTR-00707	LIMEN-SIGNAL-15F38EA6D9B1BFDF	cross_project_duplicate	English	https://docs.servicenow.com/bundle/yokohama-platform-administration/page/administer/ai-agents/concept/ai-agents.html	ServiceNow documentation / Gaia working-copy record	Same ServiceNow Gaia record as BTR-00704 from a parallel working-copy path.	duplicate source-surface/context only	deduplicate to BTR-00704 source review
BTR-00708	LIMEN-SIGNAL-227785824D9A8700	candidate_for_parent_source_extraction	English/French official Canada register context	https://open.canada.ca/data/en/dataset/fcbc0200-79ba-4fa4-94a6-00e32facea6b	Government of Canada AI Register packaged corpus copy	Official registry accession says Echo - Transcription/ Translation is in production; this supports parent-source extraction, not case-level promotion.	official-register source surface only; no accuracy, legality, policing, safety, or impact claim	extract/retain parent registry source and review original fields before any case claim
BTR-00709	LIMEN-SIGNAL-37286E58E958D694	source_surface_only_no_case	English metadata about French-source research needs	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:138	PALLAS observability research queue	Local row is a France research-query scaffold listing preferred source types; it is not an original French source or concrete AI case.	research-queue surface only; no country finding, procurement claim, or sandbox/register claim	use only as search guidance for a separate bounded original-source review
BTR-00710	LIMEN-SIGNAL-3D0154EAB7C115CC	cross_project_duplicate	English metadata about French-source research needs	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:138	PALLAS observability research queue program copy	Same France research-query scaffold as BTR-00709 in a program-copy path, with no original source evidence.	duplicate research-queue surface only	deduplicate to BTR-00709 guidance row
BTR-00711	LIMEN-SIGNAL-3EF4866754FBFF90	cross_project_duplicate	English/French official Canada register context	https://open.canada.ca/data/en/dataset/fcbc0200-79ba-4fa4-94a6-00e32facea6b	Government of Canada AI Register	Same accession ALL-CA-AI-REG-0133 and line content as BTR-00708 in the active registry path.	duplicate official-register source surface only	deduplicate to BTR-00708 / parent accession before downstream review
BTR-00712	LIMEN-SIGNAL-7C3F98233A05BBAE	source_surface_only_no_case	English metadata; original strategy likely English/Dutch context	https://gov.sr/wp-content/uploads/2023/09/Suriname-National-Digital-Strategy-2023-2030.pdf	Government of Suriname National Digital Strategy 2023-2030	Local source-pack row explicitly says this is indirect transparency/safe/secure language and no public algorithm register was found.	indirect strategy surface only; no algorithm-register or AI deployment claim	keep as negative/indirect source-pack evidence; no promotion
BTR-00713	LIMEN-SIGNAL-E2B892D63F175943	cross_project_duplicate	English metadata about French-source research needs	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:138	PALLAS observability research queue	Same France research-query scaffold as BTR-00709, only queried under public sector AI.	duplicate research-queue surface only	deduplicate to BTR-00709 guidance row
BTR-00714	LIMEN-SIGNAL-ECADA098B88CEFD6	cross_project_duplicate	English metadata about French-source research needs	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:138	PALLAS observability research queue	Same France research-query scaffold as BTR-00709, only queried under algorithm register.	duplicate research-queue surface only	deduplicate to BTR-00709 guidance row
BTR-00715	LIMEN-SIGNAL-F00D32C107769927	translation_source_reviewed	English	https://www.govwell.com/	GovWell public page / Gaia record	Local Gaia row is English product/source metadata; it surfaces public-assistant and AutoCheck issue spots but no translation-specific original-language gap.	source-surface/context only; no legal, compliance, safety, high-risk, deployment, or impact finding	retain as Gaia source-surface candidate; require parent-source extraction for any case-level use
BTR-00716	LIMEN-SIGNAL-0FC080018B5A6941	source_surface_only_no_case	Spanish	https://www.gob.pe/institucion/pcm/noticias/570133-pcm-peru-reafirma-compromiso-con-la-integridad-lucha-anticorrupcion-y-confianza-ciudadana-priorizando-publicacion-y-uso-de-datos-abiertos	Presidencia del Consejo de Ministros official news	Spanish title/source concerns open-data and transparency practice; local notes explicitly say not an algorithm register.	indirect transparency/open-data surface only; no AI/register case claim	keep as negative/indirect evidence; no promotion
BTR-00717	LIMEN-SIGNAL-1DB3064BD898437F	translation_source_reviewed	Icelandic/English metadata	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_REVIEW_QUEUE.csv:1297	PALLAS second-pass review queue for Iceland	Local review metadata reports Ísland.is/Persónuvernd sources for a 2022 healthcare AI sandbox pilot but says current active status/maturity not confirmed.	bounded second-pass metadata only; no active sandbox, legal, safety, or compliance finding	route to original Icelandic-source extraction before any readiness or case promotion
BTR-00718	LIMEN-SIGNAL-1F15432BC61B3BF6	source_surface_only_no_case	Spanish	https://www.transparencia.gob.sv/	Instituto de Acceso a la Información Pública / Gobierno de El Salvador transparency portal	Spanish official transparency portal evidences general transparency infrastructure; notes say no public algorithm register was found in first pass.	general transparency surface only; no AI/register/deployment claim	keep as negative/indirect evidence; no promotion
BTR-00719	LIMEN-SIGNAL-2A7EC2BE7EFEF4BA	source_surface_only_no_case	Spanish	https://www.congreso.gob.gt/assets/uploads/info_legislativo/iniciativas/1e84a-6514.pdf	Congreso de la Republica de Guatemala legislative PDF	Spanish legislative PDF row was checked for sandbox evidence; local notes say no operational AI or cross-sector regulatory sandbox found.	checked digital-transformation bill surface only; no operational sandbox or case claim	keep as checked-negative evidence; no promotion
