signal_id	source_review_verdict	source_review_role	reason	claim_ceiling	next_action	source_path
LIMEN-SIGNAL-48EC745E8672CC99	reject_noise	internal_derived_artifact	Internal draft taxonomy prose, not a direct source surface.	No direct-source claim should be taken from this artifact.	Remove from the direct-source queue.	/srv/tyche/gaia/tyche-research-vault/notes/zeus-lane-harvest-2026-05-22/nekropolis/paper/draft.md
LIMEN-SIGNAL-48ED43CC1030927B	negative_evidence_candidate	negative_or_weak_source_note	Country matrix row records unverified/decrees-pending and sandbox-not-confirmed gap flags.	Negative/weak-source finding only; not proof beyond bounded local evidence.	Keep as negative-evidence support or gap note; do not promote as a direct surface.	/srv/tyche/pallas/pallas-ai-agent-observatory/results/hypothesis-lab/pallas-h2-lifecycle-infra-contrast-v0.1.csv
LIMEN-SIGNAL-48F251C00405C8E4	merge_existing_surface	existing_modeled_surface	Names the already-modeled City of Helsinki AI Register surface.	Deduplicate to existing modeled surface only.	Link/dedupe to the existing local surface record; do not re-promote.	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050050Z/tables/registry-sample-records-v0.2.csv
LIMEN-SIGNAL-48F34D80BD06B158	negative_evidence_candidate	negative_or_weak_source_note	Local thesis/dashboard JSON is a bounded null-result claim, not a direct source surface.	Negative/weak-source finding only; not proof beyond bounded local evidence.	Keep as negative-evidence support or gap note; do not promote as a direct surface.	/srv/tyche/projects/public-ai-procurement-gap/results/boost/public-ai-procurement-gap-paper-architecture/article-dashboard-thesis-consumer-matrix-v0.1.json
LIMEN-SIGNAL-48F6D329287FA066	merge_existing_surface	existing_modeled_surface	Hilma + Helsinki AI Register pair points to an already-modeled Helsinki register surface.	Deduplicate to existing modeled surface only.	Link/dedupe to the existing local surface record; do not re-promote.	/srv/tyche/projects/public-ai-procurement-gap/results/boost/public-ai-procurement-gap-boost-004/article-a-table-source-provenance-matrix-v0.1.json
LIMEN-SIGNAL-490038D5E7F73413	negative_evidence_candidate	negative_or_weak_source_note	Country matrix row is weak/indirect-source gap evidence, not a named reviewable surface.	Negative/weak-source finding only; not proof beyond bounded local evidence.	Keep as negative-evidence support or gap note; do not promote as a direct surface.	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_250_COUNTRY_MATRIX.csv
LIMEN-SIGNAL-4912A91BE872E8A5	needs_named_source_extraction	source_pack_or_wrapper	Agent record does not isolate a named official source surface for the Chinook tool.	Only wrapper/proxy evidence; underlying named surface not yet isolated.	Extract one named underlying source before any source review.	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/records.jsonl.bak-cycle172
LIMEN-SIGNAL-4912AA9C6121418D	needs_named_source_extraction	source_pack_or_wrapper	Research-queue row lists search targets only and does not expose a named source surface.	Only wrapper/proxy evidence; underlying named surface not yet isolated.	Extract one named underlying source before any source review.	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv
LIMEN-SIGNAL-49170882E2F36CFE	needs_named_source_extraction	source_pack_or_wrapper	Literature-screening row is a scholarly/index proxy, not the direct source surface.	Only wrapper/proxy evidence; underlying named surface not yet isolated.	Extract one named underlying source before any source review.	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/zenodo/public-ai-registry-observatory-initial-corpus-20260608/data/systematic-literature-screening-20260608.csv
LIMEN-SIGNAL-491C8F98A9C13FE6	merge_existing_surface	existing_modeled_surface	Algorithmic Transparency Standard / algorithmregister.org is already a modeled surface family.	Deduplicate to existing modeled surface only.	Link/dedupe to the existing local surface record; do not re-promote.	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050050Z/tables/registry-gap-map-v0.2.preview.csv
LIMEN-SIGNAL-492524707DBF5122	source_reviewed_candidate	official_provider_surface	Local fact row resolves to Zip official provider surface at zip.com/ai.	Surface existence only; no truth/compliance/prevalence inference.	Open a bounded source packet only if this surface is still needed downstream.	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/backups-cycle-303-active-lanes-38-png-framework-source-hardening/facts.jsonl
LIMEN-SIGNAL-49254CF93F9E8D05	reject_noise	internal_derived_artifact	Build script line is internal synthesis logic, not a direct source surface.	No direct-source claim should be taken from this artifact.	Remove from the direct-source queue.	/srv/tyche/pallas/pallas-ai-agent-observatory/scripts/build-pallas-world-synthesis-package.py
LIMEN-SIGNAL-492A25BE722F9906	translation_review_needed	non_english_official_surface	Names the Italian Garante Privacy AI page; translation-aware review is needed.	Surface existence only pending translation-aware reading.	Route to translation-aware named-source review.	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/southern-europe-language-records.jsonl
LIMEN-SIGNAL-492CF9DDEF63CCF6	merge_existing_surface	existing_modeled_surface	Helsinki listing sample points to the already-modeled City of Helsinki AI Register.	Deduplicate to existing modeled surface only.	Link/dedupe to the existing local surface record; do not re-promote.	/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-009/helsinki-listing-multifield-batch-v0.1.csv
LIMEN-SIGNAL-492D5C11D7ADD03D	source_reviewed_candidate	public_vulnerability_database	Names the AI Vulnerability Database (AVID) and a concrete public report JSON surface.	Surface existence only; no truth/compliance/prevalence inference.	Open a bounded source packet only if this surface is still needed downstream.	/srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-050/crosswalk-delta.tsv
