queue_id	signal_id	bulk_source_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action
BPSE-02402	LIMEN-SIGNAL-9189733C4DE1F2B5	country_gap_no_parent_source		United States observability research queue query-pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:142	Local research-queue line is a country query pack/search target list, not an original parent source URL.	local query-pack metadata only	No parent source extraction from this processing-state row; keep as gap/profile placeholder unless separate source discovery is opened.
BPSE-02403	LIMEN-SIGNAL-91964141523DCED3	country_gap_no_parent_source		Montenegro atlas profile gap summary	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:9198	Local atlas profile records a algorithm register gap/summary; nearby source context does not identify a concrete AI-specific parent source URL for this row.	local atlas-summary metadata only	No parent source extraction from this processing-state row; keep as gap/profile placeholder unless separate source discovery is opened.
BPSE-02404	LIMEN-SIGNAL-91E5E33115DD8E0D	country_gap_no_parent_source		Syria observability research queue query-pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:106	Local research-queue line is a country query pack/search target list, not an original parent source URL.	local query-pack metadata only	No parent source extraction from this processing-state row; keep as gap/profile placeholder unless separate source discovery is opened.
BPSE-02405	LIMEN-SIGNAL-9208F222FAF6A6CA	country_gap_no_parent_source		United States observability research queue query-pack	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:142	Local research-queue line is a country query pack/search target list, not an original parent source URL.	local query-pack metadata only	No parent source extraction from this processing-state row; keep as gap/profile placeholder unless separate source discovery is opened.
BPSE-02406	LIMEN-SIGNAL-922A067FAA189175	country_gap_no_parent_source		Wallis and Futuna observability research queue query-pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:108	Local research-queue line is a country query pack/search target list, not an original parent source URL.	local query-pack metadata only	No parent source extraction from this processing-state row; keep as gap/profile placeholder unless separate source discovery is opened.
BPSE-02407	LIMEN-SIGNAL-924A6073873AEFF4	country_gap_no_parent_source		Haiti atlas profile gap summary	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:14864	Local atlas profile records a AI procurement gap/summary; nearby source context does not identify a concrete AI-specific parent source URL for this row.	local atlas-summary metadata only	No parent source extraction from this processing-state row; keep as gap/profile placeholder unless separate source discovery is opened.
BPSE-02408	LIMEN-SIGNAL-925B93E0C439B6A4	country_gap_no_parent_source		Colombia observability research queue query-pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:159	Local research-queue line is a country query pack/search target list, not an original parent source URL.	local query-pack metadata only	No parent source extraction from this processing-state row; keep as gap/profile placeholder unless separate source discovery is opened.
BPSE-02409	LIMEN-SIGNAL-92C93BC6255F001D	country_gap_no_parent_source		Peru observability research queue query-pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:172	Local research-queue line is a country query pack/search target list, not an original parent source URL.	local query-pack metadata only	No parent source extraction from this processing-state row; keep as gap/profile placeholder unless separate source discovery is opened.
BPSE-02410	LIMEN-SIGNAL-92D4E2CCA91B44E6	country_gap_no_parent_source		Sudan observability research queue query-pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:105	Local research-queue line is a country query pack/search target list, not an original parent source URL.	local query-pack metadata only	No parent source extraction from this processing-state row; keep as gap/profile placeholder unless separate source discovery is opened.
BPSE-02411	LIMEN-SIGNAL-931B5886ED2CC22B	country_gap_no_parent_source		Hong Kong observability research queue query-pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:169	Local research-queue line is a country query pack/search target list, not an original parent source URL.	local query-pack metadata only	No parent source extraction from this processing-state row; keep as gap/profile placeholder unless separate source discovery is opened.
BPSE-02412	LIMEN-SIGNAL-9323E82294E0E7CC	country_gap_no_parent_source		Martinique observability research queue query-pack	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:170	Local research-queue line is a country query pack/search target list, not an original parent source URL.	local query-pack metadata only	No parent source extraction from this processing-state row; keep as gap/profile placeholder unless separate source discovery is opened.
BPSE-02413	LIMEN-SIGNAL-939D19B418888870	country_gap_no_parent_source		Finland observability research queue query-pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:146	Local research-queue line is a country query pack/search target list, not an original parent source URL.	local query-pack metadata only	No parent source extraction from this processing-state row; keep as gap/profile placeholder unless separate source discovery is opened.
BPSE-02414	LIMEN-SIGNAL-93CA6E1AA4691E75	country_gap_no_parent_source		Brazil observability research queue query-pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:158	Local research-queue line is a country query pack/search target list, not an original parent source URL.	local query-pack metadata only	No parent source extraction from this processing-state row; keep as gap/profile placeholder unless separate source discovery is opened.
BPSE-02415	LIMEN-SIGNAL-94138A1FD6D63C11	country_gap_no_parent_source		Palestine observability research queue query-pack	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:112	Local research-queue line is a country query pack/search target list, not an original parent source URL.	local query-pack metadata only	No parent source extraction from this processing-state row; keep as gap/profile placeholder unless separate source discovery is opened.
BPSE-02416	LIMEN-SIGNAL-9464FC63BEE51135	country_gap_no_parent_source		Yemen observability research queue query-pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:131	Local research-queue line is a country query pack/search target list, not an original parent source URL.	local query-pack metadata only	No parent source extraction from this processing-state row; keep as gap/profile placeholder unless separate source discovery is opened.
BPSE-02417	LIMEN-SIGNAL-95045B70DAFB00CF	country_gap_no_parent_source		Falkland Islands observability research queue query-pack	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:129	Local research-queue line is a country query pack/search target list, not an original parent source URL.	local query-pack metadata only	No parent source extraction from this processing-state row; keep as gap/profile placeholder unless separate source discovery is opened.
BPSE-02418	LIMEN-SIGNAL-95098E7908EF7459	country_gap_no_parent_source		Turkey observability research queue query-pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:162	Local research-queue line is a country query pack/search target list, not an original parent source URL.	local query-pack metadata only	No parent source extraction from this processing-state row; keep as gap/profile placeholder unless separate source discovery is opened.
BPSE-02419	LIMEN-SIGNAL-952472707084DC65	country_gap_no_parent_source		Wallis and Futuna observability research queue query-pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:108	Local research-queue line is a country query pack/search target list, not an original parent source URL.	local query-pack metadata only	No parent source extraction from this processing-state row; keep as gap/profile placeholder unless separate source discovery is opened.
BPSE-02420	LIMEN-SIGNAL-954C2092FC043870	country_gap_no_parent_source		Turkmenistan observability research queue query-pack	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:123	Local research-queue line is a country query pack/search target list, not an original parent source URL.	local query-pack metadata only	No parent source extraction from this processing-state row; keep as gap/profile placeholder unless separate source discovery is opened.
BPSE-02421	LIMEN-SIGNAL-955FF1EAE4ED9FD5	country_gap_no_parent_source		Afghanistan observability research queue query-pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:113	Local research-queue line is a country query pack/search target list, not an original parent source URL.	local query-pack metadata only	No parent source extraction from this processing-state row; keep as gap/profile placeholder unless separate source discovery is opened.
BPSE-02422	LIMEN-SIGNAL-958E558D571B626D	country_gap_no_parent_source		Poland observability research queue query-pack	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:151	Local research-queue line is a country query pack/search target list, not an original parent source URL.	local query-pack metadata only	No parent source extraction from this processing-state row; keep as gap/profile placeholder unless separate source discovery is opened.
BPSE-02423	LIMEN-SIGNAL-965FB9350BD23A86	country_gap_no_parent_source		Argentina observability research queue query-pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:179	Local research-queue line is a country query pack/search target list, not an original parent source URL.	local query-pack metadata only	No parent source extraction from this processing-state row; keep as gap/profile placeholder unless separate source discovery is opened.
BPSE-02424	LIMEN-SIGNAL-967679003DA4143F	country_gap_no_parent_source		Wallis and Futuna observability research queue query-pack	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:108	Local research-queue line is a country query pack/search target list, not an original parent source URL.	local query-pack metadata only	No parent source extraction from this processing-state row; keep as gap/profile placeholder unless separate source discovery is opened.
BPSE-02425	LIMEN-SIGNAL-96FB97ACA881085F	country_gap_no_parent_source		Pakistan observability research queue query-pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:171	Local research-queue line is a country query pack/search target list, not an original parent source URL.	local query-pack metadata only	No parent source extraction from this processing-state row; keep as gap/profile placeholder unless separate source discovery is opened.
