queue_id	signal_id	bulk_source_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action
BPSE-01681	LIMEN-SIGNAL-F5AB41BA3FFFF01D	source_surface_only_no_case		Nekropolis source-family availability aggregate	paper-draft-after-actor-normalized-candidate-update.md:110-115	Aggregate table/prose lists source families and field availability only; no concrete parent URL is exposed.	source-surface existence only from local metadata/files	manual source-family selection needed before parent-source review
BPSE-01682	LIMEN-SIGNAL-F5BFFBF1A1A1B63C	country_gap_no_parent_source		Anguilla research queue placeholder	PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:87	Country research-query/profile row only; no parent source URL is present.	country gap/query placeholder only	no parent-source extraction; route to bounded country-source search if needed
BPSE-01683	LIMEN-SIGNAL-F600E9DA01AD7539	country_gap_no_parent_source		PALLAS bridge question placeholder	pallas-gaia-agent-observability-preprint.md:113-119	Conceptual bridge row asks about public inventories but cites no source surface or URL.	conceptual bridge only; no case/source claim	no parent-source extraction
BPSE-01684	LIMEN-SIGNAL-F60497E4682E40C3	parent_source_wrapper		Mongolia I08 procurement source-pack rows	PALLAS_OBSERVABILITY_COUNTRY_INDEX.csv:87; PALLAS_READINESS_SPRINT_4_SOURCE_PACK.csv MN/I08 rows	Country profile maps to multiple explicit procurement parent URLs in local source pack; human must choose surface.	source-pack wrapper only; no single parent selected	choose among e-tender, Legalinfo procurement law, or Smart Government II source
BPSE-01685	LIMEN-SIGNAL-F60A9DDA7BF1285E	source_url_extracted	https://www.fiji.gov.fj/Search?searchtext=algorithm%20register	Fiji Government search results for algorithm register	PALLAS_SECOND_PASS_CONFIDENCE_CHANGES.csv:438; PALLAS_SECOND_PASS_SPRINT_5_SOURCE_REFRESH.csv FJ/I05	Local source-refresh row gives official portal search URL for negative algorithm-register check.	negative check / gap evidence only	manual review of official search result if promoting gap evidence
BPSE-01686	LIMEN-SIGNAL-F60C7824A630A703	parent_source_wrapper		Latvia I03 sandbox gap source-pack rows	PALLAS_READINESS_SPRINT_1_WEAK_SOURCE_WARNINGS.md:815-823; PALLAS_READINESS_SPRINT_1_SOURCE_PACK.csv LV/I03 rows	Warning points to adjacent VARAM and Latvijas Banka leads; local source pack contains multiple parent URLs.	weak adjacent sandbox-gap evidence only	choose VARAM digital-guidelines or Latvijas Banka lead for review
BPSE-01687	LIMEN-SIGNAL-F60D69E4E26461D5	parent_source_wrapper		Ethiopia I03 sandbox targeted-search wrapper	PALLAS_SECOND_PASS_SCORE_CHANGES.csv:218; PALLAS_SECOND_PASS_SPRINT_7_SOURCE_REFRESH.csv ET/I03	Source-refresh field contains two target roots (NBE and ECA) for a negative sandbox check.	negative targeted-search evidence only	human choose/search within NBE or ECA source roots
BPSE-01688	LIMEN-SIGNAL-F6167F967E45A312	source_surface_only_no_case		Nekropolis local release/package aggregate	draft.md:193-198	Paper table points to local package paths and source-family counts, not a public parent URL.	local package/source-family aggregate only	manual package/source-family provenance review if needed
BPSE-01689	LIMEN-SIGNAL-F61D07EFDC1D4720	parent_source_wrapper		Chile I05 algorithm-transparency source-pack rows	PALLAS_SECOND_PASS_SPRINT_16_CANDIDATE_MATRIX_DELTA.csv:66; PALLAS_SECOND_PASS_SPRINT_16_SOURCE_REFRESH.csv CL/I05	Delta cites both Ley 20.285 and Plataforma de Algoritmos Públicos; local refresh has two URLs.	algorithm-transparency context only; no statutory register claim	choose statutory transparency law or platform source for review
BPSE-01690	LIMEN-SIGNAL-F64FD70AF040A97C	parent_source_wrapper		Czechia country-index source examples / I10 source-pack rows	PALLAS_OBSERVABILITY_COUNTRY_INDEX.csv:20; PALLAS_READINESS_SPRINT_1_SOURCE_PACK.csv CZ rows	Country profile/source examples map to multiple explicit Czechia URLs; no single AI-evidence parent is selected.	country profile/source-pack wrapper only	choose appropriate CZ I01/I02/I10 parent source before review
