source_cluster_key	packet_rows	signal_ids	source_lanes	source_host	source_url_or_locator	source_name	queries	representative_title_or_snippet	public_disposition	completion_status	destination	rationale	required_before_reviewed_core	required_before_obscure_ai	boundary
https://doi.org/10.1016/j.lanepe.2026.101718	2	LIMEN-SIGNAL-F8CD43CAAB2CA178; LIMEN-SIGNAL-FB7DFEEB740AB5A2	bulk_named_source_autoresolve	doi.org	https://doi.org/10.1016/j.lanepe.2026.101718	doi.org	regulatory sandbox; public sector AI	Source-pack/index/profile row points toward a source but does not expose a named reviewable surface.	noncase_scholarly_or_index_surface	closed_noncase_source_surface	source_family_accounting	Scholarly/index source surface, useful for traceability but not a case-level AI edge-case record.	A concrete event/entity claim and direct source would be required before reviewed-core consideration.	Not ObscureAI material without a reviewed case-level claim ceiling.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://doi.org/10.1017/9781009526616.008	1	LIMEN-SIGNAL-85392F979CE563B2	bulk_named_source_autoresolve	doi.org	https://doi.org/10.1017/9781009526616.008	doi.org	regulatory sandbox	scholarly index entry is adjacent literature, not a named direct public source surface	noncase_scholarly_or_index_surface	closed_noncase_source_surface	source_family_accounting	Scholarly/index source surface, useful for traceability but not a case-level AI edge-case record.	A concrete event/entity claim and direct source would be required before reviewed-core consideration.	Not ObscureAI material without a reviewed case-level claim ceiling.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://doi.org/10.1017/9781009689083.005	1	LIMEN-SIGNAL-F7408D494C9A0B96	bulk_named_source_autoresolve	doi.org	https://doi.org/10.1017/9781009689083.005	doi.org	regulatory sandbox	Internal corpus/atlas aggregate cites a source but does not expose a standalone reviewable source surface row.	noncase_scholarly_or_index_surface	closed_noncase_source_surface	source_family_accounting	Scholarly/index source surface, useful for traceability but not a case-level AI edge-case record.	A concrete event/entity claim and direct source would be required before reviewed-core consideration.	Not ObscureAI material without a reviewed case-level claim ceiling.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://doi.org/10.1017/9781009744225.034	2	LIMEN-SIGNAL-0948DC94CAAF8656; LIMEN-SIGNAL-F06F14EB17F1DBCE	bulk_named_source_autoresolve	doi.org	https://doi.org/10.1017/9781009744225.034	doi.org	regulatory sandbox	Scholarly index result points to secondary literature, not a direct source surface.	noncase_scholarly_or_index_surface	closed_noncase_source_surface	source_family_accounting	Scholarly/index source surface, useful for traceability but not a case-level AI edge-case record.	A concrete event/entity claim and direct source would be required before reviewed-core consideration.	Not ObscureAI material without a reviewed case-level claim ceiling.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://doi.org/10.1017/9781009744225.035	2	LIMEN-SIGNAL-36E911F3FCD3EACE; LIMEN-SIGNAL-EB109C001F93383B	bulk_named_source_autoresolve	doi.org	https://doi.org/10.1017/9781009744225.035	doi.org	regulatory sandbox	Row is scholarly or adjacent metadata, not a named direct source surface; extract the underlying official source first.	noncase_scholarly_or_index_surface	closed_noncase_source_surface	source_family_accounting	Scholarly/index source surface, useful for traceability but not a case-level AI edge-case record.	A concrete event/entity claim and direct source would be required before reviewed-core consideration.	Not ObscureAI material without a reviewed case-level claim ceiling.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://doi.org/10.1017/cfl.2025.10013	1	LIMEN-SIGNAL-A340782C120B59EA	bulk_named_source_autoresolve	doi.org	https://doi.org/10.1017/cfl.2025.10013	doi.org	regulatory sandbox	Scholarly/index wrapper points toward sources but no named direct surface is exposed.	noncase_scholarly_or_index_surface	closed_noncase_source_surface	source_family_accounting	Scholarly/index source surface, useful for traceability but not a case-level AI edge-case record.	A concrete event/entity claim and direct source would be required before reviewed-core consideration.	Not ObscureAI material without a reviewed case-level claim ceiling.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://doi.org/10.1017/cfl.2025.10023	12	LIMEN-SIGNAL-3ABE22811148D0B7; LIMEN-SIGNAL-70CD8C1D37A98D6E; LIMEN-SIGNAL-9CCC9FAB4C7F3BC1; LIMEN-SIGNAL-A603109E91A89043; LIMEN-SIGNAL-BBFF963FE438970D; LIMEN-SIGNAL-C1509D18178E6148; LIMEN-SIGNAL-EC0F7F41DD51E861; LIMEN-SIGNAL-EDC5E751FB5EB41A; LIMEN-SIGNAL-F38F65BBE7981AF2; LIMEN-SIGNAL-F896FA141FA035B7; LIMEN-SIGNAL-FC87A78B2935F6F8; LIMEN-SIGNAL-FD3D4859F1AE0053	bulk_named_source_autoresolve	doi.org	https://doi.org/10.1017/cfl.2025.10023	doi.org	regulatory sandbox	Claim-support row points toward named Estonia source surfaces but is not the canonical source row.	noncase_scholarly_or_index_surface	closed_noncase_source_surface	source_family_accounting	Scholarly/index source surface, useful for traceability but not a case-level AI edge-case record.	A concrete event/entity claim and direct source would be required before reviewed-core consideration.	Not ObscureAI material without a reviewed case-level claim ceiling.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://doi.org/10.1017/cfl.2025.10032	1	LIMEN-SIGNAL-D60BB672921F0A13	bulk_named_source_autoresolve	doi.org	https://doi.org/10.1017/cfl.2025.10032	doi.org	regulatory sandbox	Internal corpus/atlas aggregate cites a source but does not expose a standalone reviewable source surface row.	noncase_scholarly_or_index_surface	closed_noncase_source_surface	source_family_accounting	Scholarly/index source surface, useful for traceability but not a case-level AI edge-case record.	A concrete event/entity claim and direct source would be required before reviewed-core consideration.	Not ObscureAI material without a reviewed case-level claim ceiling.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://doi.org/10.1017/cfl.2025.10033	1	LIMEN-SIGNAL-F09B99268070E333	bulk_named_source_autoresolve	doi.org	https://doi.org/10.1017/cfl.2025.10033	doi.org	regulatory sandbox	Internal corpus/atlas aggregate cites a source but does not expose a standalone reviewable source surface row.	noncase_scholarly_or_index_surface	closed_noncase_source_surface	source_family_accounting	Scholarly/index source surface, useful for traceability but not a case-level AI edge-case record.	A concrete event/entity claim and direct source would be required before reviewed-core consideration.	Not ObscureAI material without a reviewed case-level claim ceiling.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://doi.org/10.1017/cfl.2025.10039	3	LIMEN-SIGNAL-607270641D6CDB92; LIMEN-SIGNAL-87E3E982A8F2D830; LIMEN-SIGNAL-D352E203D353EC6A	bulk_named_source_autoresolve	doi.org	https://doi.org/10.1017/cfl.2025.10039	doi.org	regulatory sandbox	Scholarly/index metadata points toward sources but does not expose a named reviewable surface.	noncase_scholarly_or_index_surface	closed_noncase_source_surface	source_family_accounting	Scholarly/index source surface, useful for traceability but not a case-level AI edge-case record.	A concrete event/entity claim and direct source would be required before reviewed-core consideration.	Not ObscureAI material without a reviewed case-level claim ceiling.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://doi.org/10.1017/cfl.2025.12	1	LIMEN-SIGNAL-E3563828CF1C8221	bulk_named_source_autoresolve	doi.org	https://doi.org/10.1017/cfl.2025.12	doi.org	automated decision	Source-pack/index/profile row points toward a source but does not expose a named reviewable surface.	noncase_scholarly_or_index_surface	closed_noncase_source_surface	source_family_accounting	Scholarly/index source surface, useful for traceability but not a case-level AI edge-case record.	A concrete event/entity claim and direct source would be required before reviewed-core consideration.	Not ObscureAI material without a reviewed case-level claim ceiling.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://doi.org/10.1038/s41746-021-00549-7	1	LIMEN-SIGNAL-DAAE80057E41D63C	bulk_named_source_autoresolve	doi.org	https://doi.org/10.1038/s41746-021-00549-7	doi.org	public sector AI	Internal corpus/atlas aggregate cites a source but does not expose a standalone reviewable source surface row.	noncase_scholarly_or_index_surface	closed_noncase_source_surface	source_family_accounting	Scholarly/index source surface, useful for traceability but not a case-level AI edge-case record.	A concrete event/entity claim and direct source would be required before reviewed-core consideration.	Not ObscureAI material without a reviewed case-level claim ceiling.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://doi.org/10.1051/jtsfen/2018int02	1	LIMEN-SIGNAL-EF20BC2E21DB517F	bulk_named_source_autoresolve	doi.org	https://doi.org/10.1051/jtsfen/2018int02	doi.org	algorithm register	Internal corpus/atlas aggregate cites a source but does not expose a standalone reviewable source surface row.	noncase_scholarly_or_index_surface	closed_noncase_source_surface	source_family_accounting	Scholarly/index source surface, useful for traceability but not a case-level AI edge-case record.	A concrete event/entity claim and direct source would be required before reviewed-core consideration.	Not ObscureAI material without a reviewed case-level claim ceiling.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://doi.org/10.1080/08839514.2023.2230749	1	LIMEN-SIGNAL-D0E21611F8AA270E	bulk_named_source_autoresolve	doi.org	https://doi.org/10.1080/08839514.2023.2230749	doi.org	automated decision	Internal corpus/atlas aggregate cites a source but does not expose a standalone reviewable source surface row.	noncase_scholarly_or_index_surface	closed_noncase_source_surface	source_family_accounting	Scholarly/index source surface, useful for traceability but not a case-level AI edge-case record.	A concrete event/entity claim and direct source would be required before reviewed-core consideration.	Not ObscureAI material without a reviewed case-level claim ceiling.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://doi.org/10.1080/10999922.2022.2088967	1	LIMEN-SIGNAL-A78471BF4A217506	bulk_named_source_autoresolve	doi.org	https://doi.org/10.1080/10999922.2022.2088967	doi.org	algorithm register	Scholarly/index row is only a proxy; the underlying named source surface is not isolated yet.	noncase_scholarly_or_index_surface	closed_noncase_source_surface	source_family_accounting	Scholarly/index source surface, useful for traceability but not a case-level AI edge-case record.	A concrete event/entity claim and direct source would be required before reviewed-core consideration.	Not ObscureAI material without a reviewed case-level claim ceiling.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://doi.org/10.1080/13600869.2024.2351674	1	LIMEN-SIGNAL-0237C2CA140C91EE	bulk_named_source_autoresolve	doi.org	https://doi.org/10.1080/13600869.2024.2351674	doi.org	regulatory sandbox	Row is a scholarly/index pointer that may discuss sources but does not itself expose a direct reviewable source surface.	noncase_scholarly_or_index_surface	closed_noncase_source_surface	source_family_accounting	Scholarly/index source surface, useful for traceability but not a case-level AI edge-case record.	A concrete event/entity claim and direct source would be required before reviewed-core consideration.	Not ObscureAI material without a reviewed case-level claim ceiling.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
