queue_id	signal_id	bulk_source_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action
BPSE-03585	LIMEN-SIGNAL-ECD7213141CF38E4	country_gap_no_parent_source		Zambia regulatory sandbox maturity	pallas_atlas_countries.json:29093; top_sources 29161-29207	Country indicator/profile row; inspected Zambia top_sources and no explicit regulatory-sandbox parent URL appears.	processing-state parent-source extraction only; no reviewed-core promotion, incident truth, legal finding, safety finding, compliance finding, prevalence, ranking, or publication claim	Do not promote; require a concrete local parent-source URL before direct source review.
BPSE-03586	LIMEN-SIGNAL-ECD8AE64F77AAB5F	parent_source_wrapper		Haiti jurisdiction/query source pack	OBSERVABILITY_RESEARCH_QUEUE.csv:250	Research queue row is a generic jurisdiction/query pack with multiple target source types and no concrete URL.	processing-state parent-source extraction only; no reviewed-core promotion, incident truth, legal finding, safety finding, compliance finding, prevalence, ranking, or publication claim	Human or resolver must choose a named official/institutional source URL before direct review.
BPSE-03587	LIMEN-SIGNAL-ED1C11BD3B34B377	country_gap_no_parent_source		Tokelau regulatory sandbox maturity	pallas_atlas_countries.json:37325; top_sources 37392-37438	Country indicator/profile row; inspected Tokelau top_sources and no explicit regulatory-sandbox parent URL appears.	processing-state parent-source extraction only; no reviewed-core promotion, incident truth, legal finding, safety finding, compliance finding, prevalence, ranking, or publication claim	Do not promote; require a concrete local parent-source URL before direct source review.
BPSE-03588	LIMEN-SIGNAL-ED6EE513013822DF	parent_source_wrapper		Hungary jurisdiction/query source pack	OBSERVABILITY_RESEARCH_QUEUE.csv:193	Research queue row is a generic jurisdiction/query pack with multiple target source types and no concrete URL.	processing-state parent-source extraction only; no reviewed-core promotion, incident truth, legal finding, safety finding, compliance finding, prevalence, ranking, or publication claim	Human or resolver must choose a named official/institutional source URL before direct review.
BPSE-03589	LIMEN-SIGNAL-EE0989C9975A4DE4	parent_source_wrapper		Seychelles jurisdiction/query source pack	PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:241	Research queue row is a generic jurisdiction/query pack with multiple target source types and no concrete URL.	processing-state parent-source extraction only; no reviewed-core promotion, incident truth, legal finding, safety finding, compliance finding, prevalence, ranking, or publication claim	Human or resolver must choose a named official/institutional source URL before direct review.
BPSE-03590	LIMEN-SIGNAL-EEE6804A2821DA03	parent_source_wrapper		Moldova jurisdiction/query source pack	OBSERVABILITY_RESEARCH_QUEUE.csv:184	Research queue row is a generic jurisdiction/query pack with multiple target source types and no concrete URL.	processing-state parent-source extraction only; no reviewed-core promotion, incident truth, legal finding, safety finding, compliance finding, prevalence, ranking, or publication claim	Human or resolver must choose a named official/institutional source URL before direct review.
BPSE-03591	LIMEN-SIGNAL-EF578822EA983735	parent_source_wrapper		Saint Barthelemy jurisdiction/query source pack	OBSERVABILITY_RESEARCH_QUEUE.csv:251	Research queue row is a generic jurisdiction/query pack with multiple target source types and no concrete URL.	processing-state parent-source extraction only; no reviewed-core promotion, incident truth, legal finding, safety finding, compliance finding, prevalence, ranking, or publication claim	Human or resolver must choose a named official/institutional source URL before direct review.
BPSE-03592	LIMEN-SIGNAL-EF5A2CBA7DC4AA78	country_gap_no_parent_source		Vietnam regulatory sandbox maturity	pallas_atlas_countries.json:24521; top_sources 24590-24636	Country indicator/profile row; inspected Vietnam top_sources and no explicit regulatory-sandbox parent URL appears.	processing-state parent-source extraction only; no reviewed-core promotion, incident truth, legal finding, safety finding, compliance finding, prevalence, ranking, or publication claim	Do not promote; require a concrete local parent-source URL before direct source review.
BPSE-03593	LIMEN-SIGNAL-EF762A3B96D586CB	parent_source_wrapper		Saint Vincent and the Grenadines jurisdiction/query source pack	OBSERVABILITY_RESEARCH_QUEUE.csv:246	Research queue row is a generic jurisdiction/query pack with multiple target source types and no concrete URL.	processing-state parent-source extraction only; no reviewed-core promotion, incident truth, legal finding, safety finding, compliance finding, prevalence, ranking, or publication claim	Human or resolver must choose a named official/institutional source URL before direct review.
BPSE-03594	LIMEN-SIGNAL-EFA872EDBE3DC1DC	country_gap_no_parent_source		Nepal public algorithm registers / transparency	pallas_atlas_countries.json:22550; top_sources 22602-22648	Country profile score placeholder; inspected Nepal top_sources and no explicit algorithm-register parent URL appears.	processing-state parent-source extraction only; no reviewed-core promotion, incident truth, legal finding, safety finding, compliance finding, prevalence, ranking, or publication claim	Do not promote; require a concrete local parent-source URL before direct source review.
BPSE-03595	LIMEN-SIGNAL-F07048D8186A73A3	country_gap_no_parent_source		Peru public algorithm registers / transparency	pallas_atlas_countries.json:16429; top_sources 16481-16527	Country profile score placeholder; inspected Peru top_sources and no explicit algorithm-register parent URL appears.	processing-state parent-source extraction only; no reviewed-core promotion, incident truth, legal finding, safety finding, compliance finding, prevalence, ranking, or publication claim	Do not promote; require a concrete local parent-source URL before direct source review.
BPSE-03596	LIMEN-SIGNAL-F0BAF232BFA9BA93	source_url_extracted	https://www.cnil.fr/en/artificial-intelligence-and-public-services-cnil-publishes-results-its-sandbox	Artificial intelligence and public services: the CNIL publishes the results of its sandbox	pallas_atlas_countries.json:37172; top_sources 37279-37283	Local top_sources contains an explicit official_regulator_sandbox_source matching the regulatory sandbox query.	processing-state parent-source extraction only; no reviewed-core promotion, incident truth, legal finding, safety finding, compliance finding, prevalence, ranking, or publication claim	Review the extracted local source surface only; keep processing-state boundary.
BPSE-03597	LIMEN-SIGNAL-F162124DACB77035	parent_source_wrapper		Vatican City jurisdiction/query source pack	PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:190	Research queue row is a generic jurisdiction/query pack with multiple target source types and no concrete URL.	processing-state parent-source extraction only; no reviewed-core promotion, incident truth, legal finding, safety finding, compliance finding, prevalence, ranking, or publication claim	Human or resolver must choose a named official/institutional source URL before direct review.
BPSE-03598	LIMEN-SIGNAL-F1DEDF2170EDBC23	parent_source_wrapper		Liberia jurisdiction/query source pack	OBSERVABILITY_RESEARCH_QUEUE.csv:229	Research queue row is a generic jurisdiction/query pack with multiple target source types and no concrete URL.	processing-state parent-source extraction only; no reviewed-core promotion, incident truth, legal finding, safety finding, compliance finding, prevalence, ranking, or publication claim	Human or resolver must choose a named official/institutional source URL before direct review.
BPSE-03599	LIMEN-SIGNAL-F20AE34F4D86EC62	country_gap_no_parent_source		Kuwait public algorithm registers / transparency	pallas_atlas_countries.json:21024; top_sources 21075-21121	Country profile score placeholder; inspected Kuwait top_sources and no explicit algorithm-register parent URL appears.	processing-state parent-source extraction only; no reviewed-core promotion, incident truth, legal finding, safety finding, compliance finding, prevalence, ranking, or publication claim	Do not promote; require a concrete local parent-source URL before direct source review.
BPSE-03600	LIMEN-SIGNAL-F37EA714561EC879	parent_source_wrapper		Vatican City jurisdiction/query source pack	OBSERVABILITY_RESEARCH_QUEUE.csv:190	Research queue row is a generic jurisdiction/query pack with multiple target source types and no concrete URL.	processing-state parent-source extraction only; no reviewed-core promotion, incident truth, legal finding, safety finding, compliance finding, prevalence, ranking, or publication claim	Human or resolver must choose a named official/institutional source URL before direct review.
BPSE-03601	LIMEN-SIGNAL-F3D438ADD6ED8D9E	parent_source_wrapper		Lesotho jurisdiction/query source pack	PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:228	Research queue row is a generic jurisdiction/query pack with multiple target source types and no concrete URL.	processing-state parent-source extraction only; no reviewed-core promotion, incident truth, legal finding, safety finding, compliance finding, prevalence, ranking, or publication claim	Human or resolver must choose a named official/institutional source URL before direct review.
BPSE-03602	LIMEN-SIGNAL-F41717AAB93499FE	country_gap_no_parent_source		Iraq public algorithm registers / transparency	pallas_atlas_countries.json:20105; top_sources 20158-20204	Country profile score placeholder; inspected Iraq top_sources and no explicit algorithm-register parent URL appears.	processing-state parent-source extraction only; no reviewed-core promotion, incident truth, legal finding, safety finding, compliance finding, prevalence, ranking, or publication claim	Do not promote; require a concrete local parent-source URL before direct source review.
BPSE-03603	LIMEN-SIGNAL-F447A94B69F743D4	parent_source_wrapper		Rwanda jurisdiction/query source pack	OBSERVABILITY_RESEARCH_QUEUE.csv:239	Research queue row is a generic jurisdiction/query pack with multiple target source types and no concrete URL.	processing-state parent-source extraction only; no reviewed-core promotion, incident truth, legal finding, safety finding, compliance finding, prevalence, ranking, or publication claim	Human or resolver must choose a named official/institutional source URL before direct review.
BPSE-03604	LIMEN-SIGNAL-F4D94C6C90C45D5D	parent_source_wrapper		Oman jurisdiction/query source pack	PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:198	Research queue row is a generic jurisdiction/query pack with multiple target source types and no concrete URL.	processing-state parent-source extraction only; no reviewed-core promotion, incident truth, legal finding, safety finding, compliance finding, prevalence, ranking, or publication claim	Human or resolver must choose a named official/institutional source URL before direct review.
BPSE-03605	LIMEN-SIGNAL-F4ECB86CB9A5416C	country_gap_no_parent_source		Thailand regulatory sandbox maturity	pallas_atlas_countries.json:23604; top_sources 23671-23717	Country profile score placeholder; inspected Thailand top_sources and no explicit regulatory-sandbox parent URL appears.	processing-state parent-source extraction only; no reviewed-core promotion, incident truth, legal finding, safety finding, compliance finding, prevalence, ranking, or publication claim	Do not promote; require a concrete local parent-source URL before direct source review.
BPSE-03606	LIMEN-SIGNAL-F532C56C1AE0A821	parent_source_wrapper		Venezuela jurisdiction/query source pack	PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:249	Research queue row is a generic jurisdiction/query pack with multiple target source types and no concrete URL.	processing-state parent-source extraction only; no reviewed-core promotion, incident truth, legal finding, safety finding, compliance finding, prevalence, ranking, or publication claim	Human or resolver must choose a named official/institutional source URL before direct review.
BPSE-03607	LIMEN-SIGNAL-F57217FB17A7C58E	parent_source_wrapper		Trinidad and Tobago jurisdiction/query source pack	PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:208	Research queue row is a generic jurisdiction/query pack with multiple target source types and no concrete URL.	processing-state parent-source extraction only; no reviewed-core promotion, incident truth, legal finding, safety finding, compliance finding, prevalence, ranking, or publication claim	Human or resolver must choose a named official/institutional source URL before direct review.
BPSE-03608	LIMEN-SIGNAL-F6CA3F33AE39BDB8	parent_source_wrapper		Kenya jurisdiction/query source pack	PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:227	Research queue row is a generic jurisdiction/query pack with multiple target source types and no concrete URL.	processing-state parent-source extraction only; no reviewed-core promotion, incident truth, legal finding, safety finding, compliance finding, prevalence, ranking, or publication claim	Human or resolver must choose a named official/institutional source URL before direct review.
