signal_id	source_review_verdict	source_review_role	reason	claim_ceiling	next_action	source_path
LIMEN-SIGNAL-0E476A5EAC522852	needs_named_source_extraction	country_query_pack	Row is a country/query pack listing desired searches, not a named reviewable source surface.	May claim only that a named source still needs extraction.	Resolve one concrete official/institutional source from the query pack.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv
LIMEN-SIGNAL-0E4784D2CCB6978A	source_reviewed_candidate	direct_source_surface	Local metadata names a concrete institutional source surface suitable for bounded source-surface review.	May claim only that the local row names a reviewable direct source surface; no incident truth or prevalence claim.	Open a bounded source packet for the named surface only.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv
LIMEN-SIGNAL-0E7DC27952EB3E88	negative_evidence_candidate	gap_or_weak_source_warning	Local warning records absent, weak, or limited source evidence rather than a positive surface.	May claim only a bounded local negative/weak-evidence signal.	Keep as negative-evidence candidate; do not promote as direct source.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_WEAK_SOURCE_WARNINGS.md
LIMEN-SIGNAL-0E90658C0271FB13	needs_named_source_extraction	country_query_pack	Row is a country/query pack listing desired searches, not a named reviewable source surface.	May claim only that a named source still needs extraction.	Resolve one concrete official/institutional source from the query pack.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv
LIMEN-SIGNAL-0EABA5B18DF7169C	needs_named_source_extraction	country_query_pack	Row is a country/query pack listing desired searches, not a named reviewable source surface.	May claim only that a named source still needs extraction.	Resolve one concrete official/institutional source from the query pack.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv
LIMEN-SIGNAL-0F16194FFA745D7E	negative_evidence_candidate	gap_or_weak_source_warning	Local warning records absent, weak, or limited source evidence rather than a positive surface.	May claim only a bounded local negative/weak-evidence signal.	Keep as negative-evidence candidate; do not promote as direct source.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_WEAK_SOURCE_WARNINGS.md
LIMEN-SIGNAL-0F5CBA16A034843A	needs_named_source_extraction	country_query_pack	Row is a country/query pack listing desired searches, not a named reviewable source surface.	May claim only that a named source still needs extraction.	Resolve one concrete official/institutional source from the query pack.	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv
LIMEN-SIGNAL-0F7C93F17A915A0E	reject_noise	internal_or_secondary_artifact	Row is a manifest, secondary database, or derived artifact rather than a direct local source surface.	No source-surface claim from this row.	Remove from direct-source queue or replace with an underlying named source.	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/lane-manifests/v02-coverage-gap-sprint.manifest.json
LIMEN-SIGNAL-0F98B74B829A5E52	negative_evidence_candidate	checked_gap_or_absence_note	Local review note records checked-source limitation, absence, or weak-source warning.	May claim only a bounded local negative/limited-evidence signal.	Keep as negative-evidence candidate; do not promote as direct source.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv
LIMEN-SIGNAL-0FC080018B5A6941	translation_review_needed	translation_sensitive_surface	Local metadata names a plausible direct source surface, but the material source/title is non-English or translation-sensitive.	May claim only that translation-aware source-surface review is needed before promotion.	Route to translation-aware extraction/review.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv
