signal_id	review_state	first_pass_verdict	candidate_role	review_reason	claim_ceiling	next_action	reviewed_at_utc	review_priority	shards	queries	source_path	source_line	snippet_hash	snippet	queue_reason
LIMEN-SIGNAL-2C6344AA8333FBBF	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	83	sha256:be867ba459637114e9c58666a20746776852bf518f36f89c12cff5462f71f441	ZM,Zambia,high,D thin visibility,high,Zambia AI Act implementation competent authority; Zambia algorithm register public sector AI; Zambia AI regulatory sandbox; Zambia AI procurement public sector guidance; Zambia AI audit logs provenance post-market monitori	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-2C666F37BB6B5B9E	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_250_COUNTRY_MATRIX.csv	215	sha256:832c79959b61eae4778e0853fc6d9b9bd8cec78f011f3d580388bbe08f97486f	"VC,Saint Vincent and the Grenadines,31.7,28.8,D thin visibility,0.70,20.0,33.3,33.3,46.7,33.3,20,18,0,0,medium,6,10,Medium: gap interpretation,""human review required for I01, I02, I03, I05, I08, I10; weak or indirect source evidence remains for I01, I03, I10"","	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-2C6705D77BF0725B	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_COUNTRY_PROFILES.md	1903	sha256:6956e8ffe019c6626b1985f14f0d1814f60aa271ef9b310beaac617f5f37f404	- Gap flags: no confirmed central AI implementation act; AESIA capacity/staffing requires verification; central public algorithm register not found; NIS2/CRA completion not confirmed; AI-specific procurement controls and post-market evidence lifecycle not full	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-2C68CBA8900738F0	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/global-south-kenya-records.jsonl	16	sha256:2de4d6424431c59d47861cdc1d1812f3ea4f6f433577d179ae82f5498ac8881f	"{""already_in_main_dataset"": false, ""authors"": [""Leah Mwai""], ""category"": ""scholarly-index-result"", ""container_title"": """", ""doi"": ""10.70253/ptax1954"", ""domain"": ""doi.org"", ""is_referenced_by_count"": 0, ""lane"": ""global-south-kenya"", ""language_confidence"": ""script"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-2C7F8ED9F9B9A91D	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/results/exploitation-wave-pallas-20260605T193348Z/claim-support-digest.json	4374	sha256:088aed8d4cb26bbd1d7655e902638836908f189bbdae4fe31022b3f135893845	"text: ""This supports a non-AI sectoral sandbox, not an AI sandbox.\"",,,sz-source-hardening,1.0,L->M,score_change,true,, 4,SZ,Eswatini,I04,,1,L,1,M,,,,\""ISO confirms Eswatini Standards Authority and SWASA gives a domestic standards-body portal, but AI standar"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-2C8093761AB2B582	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/results/exploitation-wave-pallas-20260605T193210Z/claim-support-digest.csv	106	sha256:0f3b031ace0d90383af2f1141c33e0631372ae3a514d7af4c3c854c337f927aa	896dc541c0f665bbeab4cb62,evidence-package-design,strong,152.1593,use cautiously with cited support,pallas,/srv/tyche/pallas/pallas-ai-agent-observatory/reports/preprints/estonia-finland-ai-and-ethics-preprint-anon.pdf,pallas,/srv/tyche/pallas/pallas-ai-agent-o	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-2C80D9A88A8E65A3	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	AI register	/srv/tyche/gaia/tyche-research-vault/data/eu-agent-atlas-v0.1/snapshots/ai.hel.fi-4eab32bd3c3812da.bin	190	sha256:076601c302524a52ebe988eb802dba86a72240e9758e5fbe1227cc3acda7c0aa	"<li id=""menu-item-817"" class=""menu-item menu-item-type-post_type menu-item-object-page menu-item-home menu-item-817""><a href=""https://ai.hel.fi/en/ai-register/"">AI Register</a></li>"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-2C8385549F171B9D	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SCORE_CHANGES.csv	109	sha256:97409c09fe243c4c08c334999cbe9fc2a2ac273323b7f7188039f0f900717892	4,GW,Guinea-Bissau,I03,,1,L,0,L,,,,No AI/digital regulatory sandbox evidence found in reachable official sources. ARN consultation/regulation pages are not sandbox proof. Candidate downgrade flags v0 score as weak rather than final determination.,,,gw-source-h	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-2C8522999C82A2FB	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P2_article_relevance_review	legal-research	AI evidence	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_1_SUMMARY.md	115	sha256:37499e67acf4e5eace0ff5aaa6cd242f0e357e3e16f58f8964aa63ec93b2b031	| FI | I10 | 1/L | 1/M | confidence_only | Medium | Evidence quality improves slightly via TEM supervision proposal/project plus EU AI Act lifecycle provisions, but Finland-specific operational AI evidence-lifecycle mechanisms (post-market monitoring workflows	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-2C8BC669D1681BEE	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	public sector AI	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	91	sha256:4ee132ccce445930937befe9175eb367519cd65b5e2b2b7894175ee317163cf1	CX,Christmas Island,high,D thin visibility,high,Christmas Island AI Act implementation competent authority; Christmas Island algorithm register public sector AI; Christmas Island AI regulatory sandbox; Christmas Island AI procurement public sector guidance; Ch	needs direct source, source-pack resolution, or translation-aware review before example promotion
