source_cluster_key	case_extraction_verdict	source_url_or_locator	source_name	source_host	proposed_case_title	proposed_evidence_tier	proposed_limen_categories	source_record_date	jurisdiction	bounded_claim_candidate	claim_ceiling	forbidden_overread	rationale	required_before_reviewed_core	required_before_obscure_ai	next_action
https://pano.ai	closed_noncase_source_surface	https://www.pano.ai/	pano.ai	pano.ai	Noncase source surface: Pano AI vendor homepage	none_noncase	AI evidence; source_surface_accounting			The exact URL is a vendor/product homepage for wildfire detection technology, not a concrete case-level event or finding.	Disposition only: homepage is not a case candidate on this record.	Do not infer incident truth, safety performance, deployment prevalence, procurement status, legality, compliance, or ranking from the homepage.	Fetched exact URL returned a general Pano AI homepage/title; input metadata already labels it source-surface context only and no bounded event/action/vulnerability/finding is exposed.	A concrete event/action/vulnerability/finding, exact public source passage, entity/date scope, and bounded claim would be required before reviewed-core consideration.	Not ObscureAI material unless later hardened, reviewed-core accepted, and bounded to a verified case-level claim.	No promotion; keep as source-surface/accounting noncase unless a direct concrete source record is separately supplied.
https://parliament.gov.sb	closed_noncase_source_surface	https://parliament.gov.sb/	National Parliament of Solomon Islands	parliament.gov.sb	Noncase source surface: Solomon Islands Parliament portal	none_noncase	public sector AI; source_surface_accounting		Solomon Islands	The exact URL is an official parliament portal, not a concrete AI edge-case record.	Disposition only: official portal is not a case candidate on this record.	Do not infer AI use, law content, legality, compliance, deployment, prevalence, or public-sector impact from the portal URL.	Fetched exact URL returned the National Parliament of Solomon Islands site; the row supplies a legal-source portal only, with no concrete event/action/finding.	A concrete event/action/vulnerability/finding, exact public source passage, entity/date scope, and bounded claim would be required before reviewed-core consideration.	Not ObscureAI material unless later hardened, reviewed-core accepted, and bounded to a verified case-level claim.	No promotion; keep as source-surface/accounting noncase unless a direct concrete source record is separately supplied.
https://peregrine.io/peregrine-ai	closed_noncase_source_surface	https://www.peregrine.io/peregrine-ai	peregrine.io	peregrine.io	Noncase source surface: Peregrine AI product page	none_noncase	AI evidence; source_surface_accounting			The exact URL is a vendor product page for an AI/data platform, not a concrete case-level edge-case record.	Disposition only: product page is not a case candidate on this record.	Do not infer law-enforcement deployment facts, safety, legality, compliance, error, prevalence, guilt, or ranking from this page.	Fetched exact URL returned a Peregrine AI product page; input metadata notes no named reviewable source surface beyond the vendor page.	A concrete event/action/vulnerability/finding, exact public source passage, entity/date scope, and bounded claim would be required before reviewed-core consideration.	Not ObscureAI material unless later hardened, reviewed-core accepted, and bounded to a verified case-level claim.	No promotion; keep as source-surface/accounting noncase unless a direct concrete source record is separately supplied.
https://personetics.com/solutions/engage	closed_noncase_source_surface	https://personetics.com/solutions/engage/	personetics.com	personetics.com	Noncase source surface: Personetics Engage product page	none_noncase	synthetic media; source_surface_accounting			The exact URL is a vendor product page about predictive analytics/personalized guidance, not a concrete AI edge-case event or finding.	Disposition only: product page is not a case candidate on this record.	Do not infer customer impact, compliance, deployment, synthetic-media use, safety, legality, prevalence, or ranking from this page.	Fetched exact URL redirected to a Personetics Engage product page; row metadata describes an aggregate/wrapper without a standalone case source.	A concrete event/action/vulnerability/finding, exact public source passage, entity/date scope, and bounded claim would be required before reviewed-core consideration.	Not ObscureAI material unless later hardened, reviewed-core accepted, and bounded to a verified case-level claim.	No promotion; keep as source-surface/accounting noncase unless a direct concrete source record is separately supplied.
https://poly.ai	closed_noncase_source_surface	https://www.poly.ai/	poly.ai	poly.ai	Noncase source surface: PolyAI vendor homepage	none_noncase	automated decision; source_surface_accounting			The exact URL is a vendor homepage for voice AI agents, not a concrete automated-decision edge-case record.	Disposition only: homepage is not a case candidate on this record.	Do not infer automated decision-making, deployment, safety, legality, compliance, prevalence, or customer impact from this homepage.	Fetched exact URL returned a general PolyAI homepage; input rows are proxy/wrapper rows still needing a named direct source.	A concrete event/action/vulnerability/finding, exact public source passage, entity/date scope, and bounded claim would be required before reviewed-core consideration.	Not ObscureAI material unless later hardened, reviewed-core accepted, and bounded to a verified case-level claim.	No promotion; keep as source-surface/accounting noncase unless a direct concrete source record is separately supplied.
https://potraz.gov.zw	closed_noncase_source_surface	https://www.potraz.gov.zw/	Postal and Telecommunications Regulatory Authority of Zimbabwe	potraz.gov.zw	Noncase source surface: Zimbabwe regulator homepage	none_noncase	regulatory sandbox; source_surface_accounting		Zimbabwe	The exact URL is an official telecom regulator homepage/portal, not a concrete AI sandbox event or finding.	Disposition only: portal is not a case candidate on this record.	Do not infer a sandbox action, AI authorization, regulatory finding, legality, compliance, deployment, or prevalence from this portal URL.	Exact URL resolved only as a regulator portal surface in the row; no concrete event/action/finding or direct passage is exposed.	A concrete event/action/vulnerability/finding, exact public source passage, entity/date scope, and bounded claim would be required before reviewed-core consideration.	Not ObscureAI material unless later hardened, reviewed-core accepted, and bounded to a verified case-level claim.	No promotion; keep as source-surface/accounting noncase unless a direct concrete source record is separately supplied.
https://pr.gov	closed_noncase_source_surface	https://www.pr.gov/	pr.gov	pr.gov	Noncase source surface: Puerto Rico government portal	none_noncase	AI procurement; source_surface_accounting		Puerto Rico	The exact URL is the Puerto Rico government portal, not a concrete AI procurement edge-case record.	Disposition only: government portal is not a case candidate on this record.	Do not infer procurement, contract award, deployment, legality, compliance, public impact, prevalence, or ranking from the portal URL.	Fetched exact URL returned PR.gov government homepage; row metadata characterizes it as a wrapper/bridge surface without a stable named reviewable record.	A concrete event/action/vulnerability/finding, exact public source passage, entity/date scope, and bounded claim would be required before reviewed-core consideration.	Not ObscureAI material unless later hardened, reviewed-core accepted, and bounded to a verified case-level claim.	No promotion; keep as source-surface/accounting noncase unless a direct concrete source record is separately supplied.
https://pravo.by/document?guid=3871&p0=Pd1700008	closed_noncase_source_surface	https://pravo.by/document/?guid=3871&p0=Pd1700008	Decree No. 8 On Development of the Digital Economy	pravo.by	Noncase source surface: Belarus digital economy decree text	none_noncase	regulatory sandbox; source_surface_accounting	2017-12-21	Belarus	The exact URL is a decree/legal text about digital economy development, not a concrete AI edge-case event or finding.	Disposition only: legal text is not a case candidate on this record.	Do not infer an AI sandbox, regulatory approval, legality, compliance result, deployment, prevalence, or harm from the decree text.	Fetched exact URL returned Pravo.by Decree No. 8 page; input metadata explicitly says weak context, not an AI sandbox case.	A concrete event/action/vulnerability/finding, exact public source passage, entity/date scope, and bounded claim would be required before reviewed-core consideration.	Not ObscureAI material unless later hardened, reviewed-core accepted, and bounded to a verified case-level claim.	No promotion; keep as source-surface/accounting noncase unless a direct concrete source record is separately supplied.
https://procurement.gov.ge/en	closed_noncase_source_surface	https://procurement.gov.ge/en	State Procurement Agency website	procurement.gov.ge	Noncase source surface: Georgia procurement authority portal	none_noncase	AI procurement; source_surface_accounting		Georgia	The exact URL is a procurement authority website/portal, not a concrete AI procurement action or edge-case record.	Disposition only: authority portal is not a case candidate on this record.	Do not infer AI procurement, award, deployment, legality, compliance, prevalence, or vendor conduct from the portal URL.	Fetched exact URL returned the State Procurement Agency site; row gives an authority URL only, with no concrete procurement event/finding.	A concrete event/action/vulnerability/finding, exact public source passage, entity/date scope, and bounded claim would be required before reviewed-core consideration.	Not ObscureAI material unless later hardened, reviewed-core accepted, and bounded to a verified case-level claim.	No promotion; keep as source-surface/accounting noncase unless a direct concrete source record is separately supplied.
https://purl.org/rss/1.0/modules/content	closed_noncase_source_surface	http://purl.org/rss/1.0/modules/content/	purl.org	purl.org	Noncase source surface: RSS content module specification	none_noncase	regulatory sandbox; source_surface_accounting			The exact URL is an RSS/module specification page, not an AI regulatory sandbox or edge-case record.	Disposition only: technical spec/index surface is not a case candidate on this record.	Do not infer AI policy, sandbox operation, regulatory action, legality, compliance, deployment, prevalence, or ranking from this spec page.	Fetched exact URL resolved to RDF Site Summary 1.0 Modules: Content; it is unrelated technical source-surface context and exposes no concrete case.	A concrete event/action/vulnerability/finding, exact public source passage, entity/date scope, and bounded claim would be required before reviewed-core consideration.	Not ObscureAI material unless later hardened, reviewed-core accepted, and bounded to a verified case-level claim.	No promotion; keep as source-surface/accounting noncase unless a direct concrete source record is separately supplied.
https://ramp.com/blog/ramp-agents-announcement::Ramp	needs_original_source_text	https://ramp.com/blog/ramp-agents-announcement::Ramp	ramp.com	ramp.com	Needs original source text: malformed Ramp announcement locator	none_unverified	synthetic media; source_surface_accounting			The provided exact locator returned 404, so the source text cannot be reviewed as supplied.	No case claim can be extracted from the inaccessible malformed locator.	Do not infer announcement content, product behavior, synthetic-media facts, deployment, compliance, safety, legality, prevalence, or ranking from this malformed URL.	Exact URL with ::Ramp suffix returned HTTP 404; input metadata says the corpus cites a source but does not expose a standalone reviewable source surface row.	A concrete event/action/vulnerability/finding, exact public source passage, entity/date scope, and bounded claim would be required before reviewed-core consideration.	Not ObscureAI material unless later hardened, reviewed-core accepted, and bounded to a verified case-level claim.	No promotion; supply the original reachable source text or corrected exact locator before any extraction retry.
https://rapidsos.com/public-safety/ai-assistant	closed_noncase_source_surface	https://rapidsos.com/public-safety/ai-assistant/	rapidsos.com	rapidsos.com	Noncase source surface: RapidSOS AI assistant product page	none_noncase	automated decision; source_surface_accounting			The exact URL is a vendor product page for a public-safety AI assistant, not a concrete edge-case event or finding.	Disposition only: product page is not a case candidate on this record.	Do not infer emergency outcome, safety, deployment, automated decision-making, legality, compliance, prevalence, or ranking from this page.	Fetched exact URL returned a RapidSOS Harmony AI Assistant marketing/product page; no concrete event/action/vulnerability/finding is exposed.	A concrete event/action/vulnerability/finding, exact public source passage, entity/date scope, and bounded claim would be required before reviewed-core consideration.	Not ObscureAI material unless later hardened, reviewed-core accepted, and bounded to a verified case-level claim.	No promotion; keep as source-surface/accounting noncase unless a direct concrete source record is separately supplied.
https://rbf.gov.fj/fintech-regulatory-sandbox-guideline	closed_noncase_source_surface	https://www.rbf.gov.fj/fintech-regulatory-sandbox-guideline/	FinTech Regulatory Sandbox Guideline	rbf.gov.fj	Noncase source surface: Fiji fintech sandbox guideline	none_noncase	regulatory sandbox; source_surface_accounting		Fiji	The exact URL is identified as a sandbox guideline/policy surface, not a concrete AI edge-case event or finding.	Disposition only: guideline surface is not a case candidate on this record.	Do not infer AI participation, regulatory approval, legality, compliance result, deployment, prevalence, or safety from the guideline URL.	Input names Reserve Bank of Fiji FinTech Regulatory Sandbox Guideline; guidelines/policy text are noncase unless they contain a concrete event/finding, which the row does not expose.	A concrete event/action/vulnerability/finding, exact public source passage, entity/date scope, and bounded claim would be required before reviewed-core consideration.	Not ObscureAI material unless later hardened, reviewed-core accepted, and bounded to a verified case-level claim.	No promotion; keep as source-surface/accounting noncase unless a direct concrete source record is separately supplied.
