queue_id	signal_id	bulk_source_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action
BPSE-02841	LIMEN-SIGNAL-019295DD83FBEC1D	country_gap_no_parent_source		Bosnia and Herzegovina observability research queue row	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:248	Queue/profile placeholder lists search topics and desired source types but no explicit parent source URL.	Processing-state parent-source extraction only; no substantive source, policy, deployment, compliance, legality, safety, prevalence, or ranking claim.	No parent-source extraction; locate an explicit local source before any direct-source review.
BPSE-02842	LIMEN-SIGNAL-02A0659B7AAA8844	country_gap_no_parent_source		CD DR Congo country profile / I08 indicator	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:25172 (country CD DR Congo; indicator row/gap flags, no matching I08 top_source URL)	Country profile or score/gap row has no explicit matching parent source URL in local metadata.	Processing-state parent-source extraction only; no substantive source, policy, deployment, compliance, legality, safety, prevalence, or ranking claim.	No parent-source extraction; keep as country-profile/gap lead unless local provenance is enriched.
BPSE-02843	LIMEN-SIGNAL-03BC150889F74F08	source_url_extracted	https://www.marchespublics.gov.ma/pmmp/	Portail Marocain des Marchés Publics — Public procurement portal	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:31617 (country MA Morocco; I08 top_sources)	One matching local I08 top_source URL is explicit in country metadata.	Processing-state parent-source extraction only; no substantive source, policy, deployment, compliance, legality, safety, prevalence, or ranking claim.	Use this explicit local URL as the parent source for direct-source review; do not infer beyond the cited page.
BPSE-02844	LIMEN-SIGNAL-03E18F6B94F896FE	country_gap_no_parent_source		PR Puerto Rico country profile / I05 indicator	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:16700 (country PR Puerto Rico; indicator row/gap flags, no matching I05 top_source URL)	Country profile or score/gap row has no explicit matching parent source URL in local metadata.	Processing-state parent-source extraction only; no substantive source, policy, deployment, compliance, legality, safety, prevalence, or ranking claim.	No parent-source extraction; keep as country-profile/gap lead unless local provenance is enriched.
BPSE-02845	LIMEN-SIGNAL-05036009194AC92E	country_gap_no_parent_source		MG Madagascar country profile / I08 indicator	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:27001 (country MG Madagascar; indicator row/gap flags, no matching I08 top_source URL)	Country profile or score/gap row has no explicit matching parent source URL in local metadata.	Processing-state parent-source extraction only; no substantive source, policy, deployment, compliance, legality, safety, prevalence, or ranking claim.	No parent-source extraction; keep as country-profile/gap lead unless local provenance is enriched.
BPSE-02846	LIMEN-SIGNAL-081E202430B682FD	country_gap_no_parent_source		TW Taiwan country profile / I05 indicator	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:24197 (country TW Taiwan; indicator row/gap flags, no matching I05 top_source URL)	Country profile or score/gap row has no explicit matching parent source URL in local metadata.	Processing-state parent-source extraction only; no substantive source, policy, deployment, compliance, legality, safety, prevalence, or ranking claim.	No parent-source extraction; keep as country-profile/gap lead unless local provenance is enriched.
BPSE-02847	LIMEN-SIGNAL-0A739C6B5FB08743	source_url_extracted	https://www.government.pn/s/GPI-Policy-Procurement.pdf	Government of the Pitcairn Islands — GPI Policy - Procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:36806 (country PN Pitcairn Islands; I08 top_sources)	One matching local I08 top_source URL is explicit in country metadata.	Processing-state parent-source extraction only; no substantive source, policy, deployment, compliance, legality, safety, prevalence, or ranking claim.	Use this explicit local URL as the parent source for direct-source review; do not infer beyond the cited page.
BPSE-02848	LIMEN-SIGNAL-0B6BA1C36292E75B	country_gap_no_parent_source		NG Nigeria country profile / I08 indicator	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:32337 (country NG Nigeria; indicator row/gap flags, no matching I08 top_source URL)	Country profile or score/gap row has no explicit matching parent source URL in local metadata.	Processing-state parent-source extraction only; no substantive source, policy, deployment, compliance, legality, safety, prevalence, or ranking claim.	No parent-source extraction; keep as country-profile/gap lead unless local provenance is enriched.
BPSE-02849	LIMEN-SIGNAL-10ED0D8884E1E18E	parent_source_wrapper		MR Mauritania multiple I08 top_sources: Autorite de Regulation des Marches Publics — ARMP official portal and regulations page; Autorite de Regulation des Marches Publics — ARMP reports page with annual audit and statistics reports	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:31912-31921 (country MR Mauritania; multiple matching I08 top_sources)	Local metadata exposes multiple matching parent URLs; a human must choose the review surface.	Processing-state parent-source extraction only; no substantive source, policy, deployment, compliance, legality, safety, prevalence, or ranking claim.	Human-select one parent source URL from the local top_sources before direct-source review.
BPSE-02850	LIMEN-SIGNAL-123B5DC8C0A533CA	country_gap_no_parent_source		GU Guam country profile / I08 indicator	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:35081 (country GU Guam; indicator row/gap flags, no matching I08 top_source URL)	Country profile or score/gap row has no explicit matching parent source URL in local metadata.	Processing-state parent-source extraction only; no substantive source, policy, deployment, compliance, legality, safety, prevalence, or ranking claim.	No parent-source extraction; keep as country-profile/gap lead unless local provenance is enriched.
BPSE-02851	LIMEN-SIGNAL-133B932C652BE5AD	country_gap_no_parent_source		CC Cocos (Keeling) Islands country profile / I08 indicator	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:34168 (country CC Cocos (Keeling) Islands; indicator row/gap flags, no matching I08 top_source URL)	Country profile or score/gap row has no explicit matching parent source URL in local metadata.	Processing-state parent-source extraction only; no substantive source, policy, deployment, compliance, legality, safety, prevalence, or ranking claim.	No parent-source extraction; keep as country-profile/gap lead unless local provenance is enriched.
BPSE-02852	LIMEN-SIGNAL-134FB2E9DD969BF0	source_url_extracted	https://mof.gov.nu/wp-content/uploads/2024/08/Niue-Procurement-Policy-2024.pdf	Niue Ministry of Finance — Niue Procurement Policy 2024	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:36341 (country NU Niue; I08 top_sources)	One matching local I08 top_source URL is explicit in country metadata.	Processing-state parent-source extraction only; no substantive source, policy, deployment, compliance, legality, safety, prevalence, or ranking claim.	Use this explicit local URL as the parent source for direct-source review; do not infer beyond the cited page.
BPSE-02853	LIMEN-SIGNAL-13F82F2FFF5DDB5A	country_gap_no_parent_source		AQ Antarctica country profile / I08 indicator	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:33711 (country AQ Antarctica; indicator row/gap flags, no matching I08 top_source URL)	Country profile or score/gap row has no explicit matching parent source URL in local metadata.	Processing-state parent-source extraction only; no substantive source, policy, deployment, compliance, legality, safety, prevalence, or ranking claim.	No parent-source extraction; keep as country-profile/gap lead unless local provenance is enriched.
BPSE-02854	LIMEN-SIGNAL-148AF0059B799680	parent_source_wrapper		CK Cook Islands multiple I08 top_sources: Government of the Cook Islands / MFEM — Cook Islands Procurement Portal; Ministry of Finance and Economic Management — Procurement page	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:34379-34388 (country CK Cook Islands; multiple matching I08 top_sources)	Local metadata exposes multiple matching parent URLs; a human must choose the review surface.	Processing-state parent-source extraction only; no substantive source, policy, deployment, compliance, legality, safety, prevalence, or ranking claim.	Human-select one parent source URL from the local top_sources before direct-source review.
BPSE-02855	LIMEN-SIGNAL-159B78D016799CD8	parent_source_wrapper		GQ Equatorial Guinea multiple I08 top_sources: Oficina de Información y Prensa de Guinea Ecuatorial — Inicio del estudio en lectura única del Proyecto de Ley de Contratos del Sector Público; Oficina de Información y Prensa de Guinea Ecuatorial — La Cámara de los Diputados ha aprobado el Proyecto de Ley de Contratos del Sector Público	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:26442-26451 (country GQ Equatorial Guinea; multiple matching I08 top_sources)	Local metadata exposes multiple matching parent URLs; a human must choose the review surface.	Processing-state parent-source extraction only; no substantive source, policy, deployment, compliance, legality, safety, prevalence, or ranking claim.	Human-select one parent source URL from the local top_sources before direct-source review.
BPSE-02856	LIMEN-SIGNAL-17CA2D9C4EEF63B8	country_gap_no_parent_source		VN Vietnam country profile / I08 indicator	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:24561 (country VN Vietnam; indicator row/gap flags, no matching I08 top_source URL)	Country profile or score/gap row has no explicit matching parent source URL in local metadata.	Processing-state parent-source extraction only; no substantive source, policy, deployment, compliance, legality, safety, prevalence, or ranking claim.	No parent-source extraction; keep as country-profile/gap lead unless local provenance is enriched.
