queue_id	signal_id	source_review_role	review_priority	shards	queries	source_path	source_line	reason	claim_ceiling	next_action
BPSE-02114	LIMEN-SIGNAL-38F7A8D60F173533	query_pack_wrapper	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	117	Local row is a country/query pack listing target searches, not a named reviewable source surface.	no direct source claim until a named source is extracted	extract named official/direct source or gap record before review
BPSE-02115	LIMEN-SIGNAL-3931DFBE48359966	query_pack_wrapper	P2_article_relevance_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	100	Local row is a country/query pack listing target searches, not a named reviewable source surface.	no direct source claim until a named source is extracted	extract named official/direct source or gap record before review
BPSE-02116	LIMEN-SIGNAL-3934978B31D79D67	query_pack_wrapper	P2_article_relevance_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	103	Local row is a country/query pack listing target searches, not a named reviewable source surface.	no direct source claim until a named source is extracted	extract named official/direct source or gap record before review
BPSE-02117	LIMEN-SIGNAL-399A89457EFB77E1	query_pack_wrapper	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	155	Local row is a country/query pack listing target searches, not a named reviewable source surface.	no direct source claim until a named source is extracted	extract named official/direct source or gap record before review
BPSE-02118	LIMEN-SIGNAL-39C50362C5C29AAC	query_pack_wrapper	P2_article_relevance_review	public-sector	public sector AI	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	170	Local row is a country/query pack listing target searches, not a named reviewable source surface.	no direct source claim until a named source is extracted	extract named official/direct source or gap record before review
BPSE-02119	LIMEN-SIGNAL-39CBA45E99587F4D	fragment_wrapper	P2_article_relevance_review	public-sector	AI register	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/sources/v02-gap-sprint.json	3839	Local JSON snippet is a fragment naming a desired evidence type, not a concrete source surface.	no direct source claim until a named source is extracted	resolve fragment to named source or scoped gap record
BPSE-02120	LIMEN-SIGNAL-39CD801AB288B243	query_pack_wrapper	P2_article_relevance_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	130	Local row is a country/query pack listing target searches, not a named reviewable source surface.	no direct source claim until a named source is extracted	extract named official/direct source or gap record before review
BPSE-02121	LIMEN-SIGNAL-39E700D0D1BDA976	query_pack_wrapper	P2_article_relevance_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	92	Local row is a country/query pack listing target searches, not a named reviewable source surface.	no direct source claim until a named source is extracted	extract named official/direct source or gap record before review
BPSE-02122	LIMEN-SIGNAL-3A0347B8F08D1EFA	query_pack_wrapper	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	116	Local row is a country/query pack listing target searches, not a named reviewable source surface.	no direct source claim until a named source is extracted	extract named official/direct source or gap record before review
BPSE-02123	LIMEN-SIGNAL-3A372EC35B0EE7D5	query_pack_wrapper	P2_article_relevance_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	180	Local row is a country/query pack listing target searches, not a named reviewable source surface.	no direct source claim until a named source is extracted	extract named official/direct source or gap record before review
BPSE-02124	LIMEN-SIGNAL-3B3CA23F99F99422	query_pack_wrapper	P2_article_relevance_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	169	Local row is a country/query pack listing target searches, not a named reviewable source surface.	no direct source claim until a named source is extracted	extract named official/direct source or gap record before review
BPSE-02125	LIMEN-SIGNAL-3C530DB34448B0FA	query_pack_wrapper	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	120	Local row is a country/query pack listing target searches, not a named reviewable source surface.	no direct source claim until a named source is extracted	extract named official/direct source or gap record before review
BPSE-02126	LIMEN-SIGNAL-3C62D4E212E74AE7	query_pack_wrapper	P2_article_relevance_review	public-sector	public sector AI	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	172	Local row is a country/query pack listing target searches, not a named reviewable source surface.	no direct source claim until a named source is extracted	extract named official/direct source or gap record before review
BPSE-02127	LIMEN-SIGNAL-3C6729AB340AD123	query_pack_wrapper	P2_article_relevance_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	141	Local row is a country/query pack listing target searches, not a named reviewable source surface.	no direct source claim until a named source is extracted	extract named official/direct source or gap record before review
BPSE-02128	LIMEN-SIGNAL-3C8A67CE9E295858	atlas_profile_wrapper	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	9997	Local atlas profile snippet is a label/title wrapper without enough organization/URL context for direct review.	no direct source claim until a named source is extracted	extract the underlying named source from the atlas profile
BPSE-02129	LIMEN-SIGNAL-3D5AEE5B78A33857	query_pack_wrapper	P2_article_relevance_review	public-sector	public sector AI	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	94	Local row is a country/query pack listing target searches, not a named reviewable source surface.	no direct source claim until a named source is extracted	extract named official/direct source or gap record before review
BPSE-02130	LIMEN-SIGNAL-3D7EED0289923D53	query_pack_wrapper	P2_article_relevance_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	114	Local row is a country/query pack listing target searches, not a named reviewable source surface.	no direct source claim until a named source is extracted	extract named official/direct source or gap record before review
BPSE-02131	LIMEN-SIGNAL-3E430DB1FE8493F4	atlas_profile_wrapper	P2_article_relevance_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	10593	Local atlas profile snippet is a label/title wrapper without enough organization/URL context for direct review.	no direct source claim until a named source is extracted	extract the underlying named source from the atlas profile
BPSE-02132	LIMEN-SIGNAL-3EA57E7BAB3ED554	atlas_profile_wrapper	P2_article_relevance_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	12278	Local atlas profile snippet is a label/title wrapper without enough organization/URL context for direct review.	no direct source claim until a named source is extracted	extract the underlying named source from the atlas profile
BPSE-02133	LIMEN-SIGNAL-3F603C2BB4CFCE1F	atlas_profile_wrapper	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	14899	Local atlas profile snippet is a label/title wrapper without enough organization/URL context for direct review.	no direct source claim until a named source is extracted	extract the underlying named source from the atlas profile
BPSE-02134	LIMEN-SIGNAL-3FD54202415B6521	atlas_profile_wrapper	P2_article_relevance_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	15037	Local atlas profile snippet is a label/title wrapper without enough organization/URL context for direct review.	no direct source claim until a named source is extracted	extract the underlying named source from the atlas profile
BPSE-02135	LIMEN-SIGNAL-3FDF0F06AD3784A6	query_pack_wrapper	P2_article_relevance_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	108	Local row is a country/query pack listing target searches, not a named reviewable source surface.	no direct source claim until a named source is extracted	extract named official/direct source or gap record before review
BPSE-02136	LIMEN-SIGNAL-401D98C2694F5F1F	query_pack_wrapper	P2_article_relevance_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	146	Local row is a country/query pack listing target searches, not a named reviewable source surface.	no direct source claim until a named source is extracted	extract named official/direct source or gap record before review
BPSE-02137	LIMEN-SIGNAL-40AF8748452E5F5A	atlas_profile_wrapper	P2_article_relevance_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	21160	Local atlas profile snippet is a label/title wrapper without enough organization/URL context for direct review.	no direct source claim until a named source is extracted	extract the underlying named source from the atlas profile
