row_id	signal_id	translation_hold_class	review_priority	shards	queries	language_hint	source_path_family	source_url	source_path	source_line	title_or_snippet	claim_ceiling	next_action	forbidden_overread
TH-00022	LIMEN-SIGNAL-0B83D6DBD6AE7AB0	cross_project_language_artifact	P1_official_or_regulator_review	legal-research	AI evidence	arabic	thesis_atlas_factory		/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/runtime/lanes/arabic-language-failed-latest.jsonl	10	"{""access_method"": ""direct"", ""already_in_main_dataset"": false, ""category"": ""multilingual-official-source-tuned"", ""content_hash"": null, ""content_type"": null, ""dates_found"": [], ""domain"": ""sdaia.gov.sa"", ""error"": ""RemoteDisconnected('Remote end closed connection"	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00025	LIMEN-SIGNAL-0D0C2C977448B2E7	cross_project_language_artifact	P1_official_or_regulator_review	legal-research	AI evidence	language_not_resolved	thesis_atlas_factory		/srv/tyche/atlas/tyche-thesis-atlas-factory/snapshots/v0.2.2-paper-grade-20260604T114556Z/corpus/v0.2-working/records/african-multilingual-language-history.jsonl	46	"{""access_method"": ""direct"", ""already_in_main_dataset"": false, ""category"": ""multilingual-official-source-tuned"", ""content_hash"": null, ""content_type"": null, ""corpus_version"": ""v0.2-working"", ""dates_found"": [], ""domain"": ""moc.gov.gh"", ""error"": ""URLError(TimeoutE"	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00030	LIMEN-SIGNAL-0FA19807DCF5FE72	cross_project_language_artifact	P1_official_or_regulator_review	legal-research	AI evidence	language_not_resolved	thesis_atlas_factory		/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/south-asian-language-latest.jsonl	1	"{""access_method"": ""direct"", ""already_in_main_dataset"": false, ""category"": ""multilingual-official-source"", ""content_hash"": null, ""content_type"": null, ""corpus_version"": ""v0.2-working"", ""dates_found"": [], ""domain"": ""moitt.gov.pk"", ""error"": ""URLError(OSError(101,"	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00032	LIMEN-SIGNAL-0FA568E29D79A38A	cross_project_language_artifact	P1_official_or_regulator_review	legal-research	court AI	language_not_resolved	cross_project_atlas_or_gaia		/srv/tyche/gaia/tyche-research-vault/submissions/gaia-preprint-package-20260607T1635EEST/daily/gaia-foreign-language-digest-latest.json	8702	Names PretorIA as a Colombian Constitutional Court AI project.,	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00036	LIMEN-SIGNAL-10CCF56B3DE1E874	cross_project_language_artifact	P1_official_or_regulator_review	legal-research	AI evidence	arabic	cross_project_atlas_or_gaia		/srv/tyche/gaia/tyche-research-vault/results/boost/gaia-boost-088/language-delta.json	10	"task: ""Target Arabic/Gulf government services, smart-city, healthcare, and public-sector AI evidence with careful legal cautions. Expansion shard 088; avoid duplicating earlier gaia boost 028 work, prefer unresolved gaps and leave a negative result if the sh"	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00041	LIMEN-SIGNAL-159F1095197A47C3	cross_project_language_artifact	P1_official_or_regulator_review	legal-research	court AI	language_not_resolved	cross_project_atlas_or_gaia		/srv/tyche/gaia/tyche-research-vault/submissions/gaia-preprint-package-20260607T1516EEST/daily/gaia-foreign-language-digest-latest.json	8702	Names PretorIA as a Colombian Constitutional Court AI project.,	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00047	LIMEN-SIGNAL-182ADCC8781B9EF1	cross_project_language_artifact	P1_official_or_regulator_review	legal-research	AI evidence	language_not_resolved	thesis_atlas_factory		/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/african-multilingual-language-latest.jsonl	5	"{""access_method"": ""direct"", ""already_in_main_dataset"": false, ""category"": ""multilingual-official-source-tuned"", ""content_hash"": null, ""content_type"": null, ""corpus_version"": ""v0.2-working"", ""dates_found"": [], ""domain"": ""moc.gov.gh"", ""error"": ""URLError(TimeoutE"	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00049	LIMEN-SIGNAL-18C6A6466C322A82	cross_project_language_artifact	P1_official_or_regulator_review	legal-research	AI evidence	arabic	cross_project_atlas_or_gaia		/srv/tyche/gaia/tyche-research-vault/results/boost/gaia-boost-040/language-delta.json	10	"task: ""Target Arabic/Gulf government services, smart-city, healthcare, and public-sector AI evidence with careful legal cautions."""	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00051	LIMEN-SIGNAL-190BC324ABEC2119	cross_project_language_artifact	P1_official_or_regulator_review	legal-research	AI evidence	arabic	thesis_atlas_factory		/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/runtime/lanes/arabic-language-failed-latest.jsonl	5	"{""access_method"": ""direct"", ""already_in_main_dataset"": false, ""category"": ""multilingual-official-source-tuned"", ""content_hash"": null, ""content_type"": null, ""dates_found"": [], ""domain"": ""ai.gov.ae"", ""error"": ""<HTTPError 403: 'Forbidden'>"", ""http_ok"": false, ""ht"	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00052	LIMEN-SIGNAL-19C6C72147492591	cross_project_language_artifact	P1_official_or_regulator_review	legal-research	court AI	language_not_resolved	cross_project_atlas_or_gaia		/srv/tyche/gaia/tyche-research-vault/release/gaia-preprint-freeze-20260605T0815EEST/site/gaia-agent-atlas/public/data/foreign-language-digest.json	8367	Names PretorIA as a Colombian Constitutional Court AI project.,	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
