row_id	signal_id	translation_review_verdict	language_reviewed	source_url_or_locator	source_name	reason	claim_ceiling	next_action
TH-00022	LIMEN-SIGNAL-0B83D6DBD6AE7AB0	candidate_for_url_extraction	en	https://sdaia.gov.sa/en/SDAIA/about/Files/AIAdoptionFramework.pdf	Saudi AI Adoption Framework	Local factory record names source URL and title but fetch/local content is absent or failed (RemoteDisconnected('Remote end closed connect).	translation-safe source review only; no legal or policy conclusion from machine translation	extract_named_url_and_capture_original_source_surface
TH-00025	LIMEN-SIGNAL-0D0C2C977448B2E7	candidate_for_url_extraction	en	https://moc.gov.gh/2026/04/24/ghana-launches-national-ai-strategy-to-drive-digital-transformation-and-economic-growth/	Ghana launches National AI Strategy	Local factory record names source URL and title but fetch/local content is absent or failed (URLError(TimeoutError('_ssl.c:983: The handsh).	translation-safe source review only; no legal or policy conclusion from machine translation	extract_named_url_and_capture_original_source_surface
TH-00030	LIMEN-SIGNAL-0FA19807DCF5FE72	candidate_for_url_extraction	en	https://moitt.gov.pk/Detail/ZWUzMjIyN2UtMWQ3Yi00Y2M1LTgxYTctY2QxMmUzOTdhNjVj	Pakistan Ministry of IT and Telecom AI Policy material	Local factory record names source URL and title but fetch/local content is absent or failed (URLError(OSError(101, 'Network is unreachable).	translation-safe source review only; no legal or policy conclusion from machine translation	extract_named_url_and_capture_original_source_surface
TH-00032	LIMEN-SIGNAL-0FA568E29D79A38A	cross_project_duplicate	es	/srv/tyche/gaia/tyche-research-vault/submissions/gaia-preprint-package-20260607T1635EEST/daily/gaia-foreign-language-digest-latest.json:8702	GAIA/global-agent-atlas Colombia T-323/24 PretorIA digest	Derived GAIA/global-agent-atlas digest artifact; route upstream rather than promote from LIMEN translation hold.	translation-safe source review only; no legal or policy conclusion from machine translation	deduplicate_against_upstream_gaia_or_global_agent_atlas
TH-00036	LIMEN-SIGNAL-10CCF56B3DE1E874	cross_project_duplicate	arabic	/srv/tyche/gaia/tyche-research-vault/results/boost/gaia-boost-088/language-delta.json:10	GAIA gaia-boost-088 language-delta assignment	GAIA boost assignment/patch metadata, not an original source surface for LIMEN promotion.	translation-safe source review only; no legal or policy conclusion from machine translation	deduplicate_against_upstream_gaia_or_global_agent_atlas
TH-00041	LIMEN-SIGNAL-159F1095197A47C3	cross_project_duplicate	es	/srv/tyche/gaia/tyche-research-vault/submissions/gaia-preprint-package-20260607T1516EEST/daily/gaia-foreign-language-digest-latest.json:8702	GAIA/global-agent-atlas Colombia T-323/24 PretorIA digest	Derived GAIA/global-agent-atlas digest artifact; route upstream rather than promote from LIMEN translation hold.	translation-safe source review only; no legal or policy conclusion from machine translation	deduplicate_against_upstream_gaia_or_global_agent_atlas
TH-00047	LIMEN-SIGNAL-182ADCC8781B9EF1	candidate_for_url_extraction	en	https://moc.gov.gh/2026/04/24/ghana-launches-national-ai-strategy-to-drive-digital-transformation-and-economic-growth/	Ghana launches National AI Strategy	Local factory record names source URL and title but fetch/local content is absent or failed (URLError(TimeoutError('_ssl.c:983: The handsh).	translation-safe source review only; no legal or policy conclusion from machine translation	extract_named_url_and_capture_original_source_surface
TH-00049	LIMEN-SIGNAL-18C6A6466C322A82	cross_project_duplicate	arabic	/srv/tyche/gaia/tyche-research-vault/results/boost/gaia-boost-040/language-delta.json:10	GAIA gaia-boost-040 language-delta assignment	GAIA boost assignment/patch metadata, not an original source surface for LIMEN promotion.	translation-safe source review only; no legal or policy conclusion from machine translation	deduplicate_against_upstream_gaia_or_global_agent_atlas
TH-00051	LIMEN-SIGNAL-190BC324ABEC2119	candidate_for_url_extraction	en	https://ai.gov.ae/wp-content/uploads/2024/10/UAE-Guiding-on-ai-policy-EN-V3.pdf	UAE Position on AI Policy	Local factory record names source URL and title but fetch/local content is absent or failed (<HTTPError 403: 'Forbidden'>).	translation-safe source review only; no legal or policy conclusion from machine translation	extract_named_url_and_capture_original_source_surface
TH-00052	LIMEN-SIGNAL-19C6C72147492591	cross_project_duplicate	es	/srv/tyche/gaia/tyche-research-vault/release/gaia-preprint-freeze-20260605T0815EEST/site/gaia-agent-atlas/public/data/foreign-language-digest.json:8367	GAIA/global-agent-atlas Colombia T-323/24 PretorIA digest	Derived GAIA/global-agent-atlas digest artifact; route upstream rather than promote from LIMEN translation hold.	translation-safe source review only; no legal or policy conclusion from machine translation	deduplicate_against_upstream_gaia_or_global_agent_atlas
