queue_id	signal_id	bulk_source_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action
BPSE-00025	LIMEN-SIGNAL-19E66CECC9F323E3	country_gap_no_parent_source		Ukraine readiness country-matrix gap row	PALLAS_READINESS_SPRINT_1_COUNTRY_MATRIX.csv:39	Country/profile score row has no URL or isolated parent source.	Processing-state gap only; no direct-source or case claim.	Extract source from source pack before review.
BPSE-00026	LIMEN-SIGNAL-1A6CFF3CA4C7E4F1	country_gap_no_parent_source		Guatemala readiness country-matrix gap row	PALLAS_READINESS_SPRINT_3_COUNTRY_MATRIX.csv:24	Country/profile score row has no URL or isolated parent source.	Processing-state gap only; no direct-source or case claim.	Extract source from source pack before review.
BPSE-00027	LIMEN-SIGNAL-1A7F0CFACFF4BC45	country_gap_no_parent_source		Cambodia observability country-index gap row	PALLAS_OBSERVABILITY_COUNTRY_INDEX.csv:233	Country/profile score row lists warnings/examples but no URL.	Processing-state gap only; no direct-source or case claim.	Extract source from source pack before review.
BPSE-00028	LIMEN-SIGNAL-1BD1CFC9D29B2AD3	source_surface_only_no_case		Equatorial Guinea I03 negative sandbox search	PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv:24	Local row states targeted searches did not verify a named sandbox; no parent URL present.	Negative search metadata only; no source/case claim.	Keep in extraction queue only if source-search ledger is needed.
BPSE-00029	LIMEN-SIGNAL-1C43AC6DBC3C813D	parent_source_wrapper		Belgium I10 lifecycle-evidence wrapper	PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv:2275; be-source-hardening/source_refresh.csv I10	Source pack exposes multiple generic BOSA/CEDAI parents, not one canonical source.	Wrapper metadata only; no lifecycle finding.	Human choose BOSA AI Act or CEDAI source if needed.
BPSE-00030	LIMEN-SIGNAL-1C5DB627620D511F	source_surface_only_no_case		Saint Lucia I05 negative algorithm-register searches	PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv:1130; lc-source-hardening/source_refresh.csv I05	Local/source-pack rows are official search surfaces with no register case.	Negative search metadata only; no absence finding.	Keep as negative-search support, not parent-source extraction.
BPSE-00031	LIMEN-SIGNAL-1C7FED1BCD516753	country_gap_no_parent_source		China observability country-index gap row	PALLAS_OBSERVABILITY_COUNTRY_INDEX.csv:6	Country/profile score row lists examples but no URL or isolated parent source.	Processing-state gap only; no direct-source or case claim.	Extract source from source pack before review.
BPSE-00032	LIMEN-SIGNAL-1FD92475336F2496	parent_source_wrapper		Ireland I08 procurement/AI guidance wrapper	PALLAS_SECOND_PASS_SPRINT_11_COUNTRY_SCORE_DELTA.csv:39; ie-source-hardening/source_refresh.csv I08	Delta references AI resources hub, responsible-AI guidance, and OGP pre-market engagement.	Wrapper metadata only; no procurement-rule claim.	Human choose the specific Irish source row.
BPSE-00033	LIMEN-SIGNAL-214D4610C680ADC5	parent_source_wrapper		Singapore I10 AI Verify / framework wrapper	PALLAS_SECOND_PASS_REVIEW_QUEUE.csv:1453; sg-source-hardening/source_refresh.csv I10	Row names several lifecycle/tooling sources, not one parent URL.	Wrapper metadata only; no mandatory lifecycle finding.	Human choose AI Verify, framework, or NAIS source.
BPSE-00034	LIMEN-SIGNAL-2376536D035520D4	source_url_extracted	https://github.com/ombegov/2024-Federal-AI-Use-Case-Inventory	2024 Federal Agency AI Use Case Inventory	PALLAS_SECOND_PASS_SPRINT_12_CANDIDATE_MATRIX_DELTA.csv:156; us-source-hardening/source_refresh.csv I05	Source-pack row explicitly gives OMB eGov public repository URL.	Direct source only; federal inventory scope, not comprehensive national register.	Review repository as parent source before any promotion.
BPSE-00035	LIMEN-SIGNAL-2A4227B4DD91C340	parent_source_wrapper		Albania AKSHI AI-powered e-procurement materials	PALLAS_SECOND_PASS_SCORE_CHANGES.csv:265; al-source-hardening/source_refresh.csv I08	Source pack has both REOI page and ToR document; row does not choose one canonical parent.	Wrapper metadata only; project-specific not general AI procurement rule.	Human choose AKSHI REOI or ToR source.
BPSE-00036	LIMEN-SIGNAL-2B3979E65C8CBAD6	source_url_extracted	https://www.secp.gov.pk/regulatory-sandbox/	Regulatory Sandbox	OBSERVABILITY_COUNTRY_PROFILES.md:1517; PALLAS_SECOND_PASS_SOURCE_REFRESH_ROLLUP.csv:3295	Profile names SECP Regulatory Sandbox; local source-pack explicitly maps it to this URL.	Direct source only; financial-sector sandbox, not AI-wide sandbox.	Review SECP page with Pakistan source-pack context.
BPSE-00037	LIMEN-SIGNAL-2C5A2CD011191DFC	parent_source_wrapper		New Caledonia procurement portal/guide wrapper	PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv:673; nc-source-hardening/source_refresh.csv I08	Source pack exposes portal and PDF guide; row does not choose one parent.	Wrapper metadata only; no AI procurement-controls claim.	Human choose portal or guide source.
BPSE-00038	LIMEN-SIGNAL-2FDB42FF978EA689	parent_source_wrapper		Grenada hardening-summary multi-source row	PALLAS_SECOND_PASS_SPRINT_8_HARDENING_SUMMARY.csv:12; gd-source-hardening/source_refresh.csv	Summary lists many source improvements/searches across indicators.	Wrapper metadata only; no source/case claim.	Human choose an indicator-specific source row.
