queue_id	signal_id	source_review_role	review_priority	shards	queries	source_path	source_line	reason	claim_ceiling	next_action
BPSE-00025	LIMEN-SIGNAL-19E66CECC9F323E3	country_gap_or_score_placeholder	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_1_COUNTRY_MATRIX.csv	39	Row is a country/profile/score placeholder that names a gap or topic but not a concrete source surface to promote directly.	Only indicates a review target or adjacent wrapper; not yet a standalone direct-source example.	Extract a named official/regulator source from adjacent local material before any promotion.
BPSE-00026	LIMEN-SIGNAL-1A6CFF3CA4C7E4F1	country_gap_or_score_placeholder	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_3_COUNTRY_MATRIX.csv	24	Row is a country/profile/score placeholder that names a gap or topic but not a concrete source surface to promote directly.	Only indicates a review target or adjacent wrapper; not yet a standalone direct-source example.	Extract a named official/regulator source from adjacent local material before any promotion.
BPSE-00027	LIMEN-SIGNAL-1A7F0CFACFF4BC45	country_gap_or_score_placeholder	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_COUNTRY_INDEX.csv	233	Row is a country/profile/score placeholder that names a gap or topic but not a concrete source surface to promote directly.	Only indicates a review target or adjacent wrapper; not yet a standalone direct-source example.	Extract a named official/regulator source from adjacent local material before any promotion.
BPSE-00028	LIMEN-SIGNAL-1BD1CFC9D29B2AD3	candidate_wrapper_row	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv	24	Row is a wrapper, bridge, digest, or history artifact that points toward a source but does not yet expose a stable named reviewable surface.	Only indicates a review target or adjacent wrapper; not yet a standalone direct-source example.	Extract a named official/regulator source from adjacent local material before any promotion.
BPSE-00029	LIMEN-SIGNAL-1C43AC6DBC3C813D	candidate_wrapper_row	P1_official_or_regulator_review	legal-research	AI evidence	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv	2275	Row is a wrapper, bridge, digest, or history artifact that points toward a source but does not yet expose a stable named reviewable surface.	Only indicates a review target or adjacent wrapper; not yet a standalone direct-source example.	Extract a named official/regulator source from adjacent local material before any promotion.
BPSE-00030	LIMEN-SIGNAL-1C5DB627620D511F	candidate_wrapper_row	P1_official_or_regulator_review	public-sector	automated decision	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv	1130	Row is a wrapper, bridge, digest, or history artifact that points toward a source but does not yet expose a stable named reviewable surface.	Only indicates a review target or adjacent wrapper; not yet a standalone direct-source example.	Extract a named official/regulator source from adjacent local material before any promotion.
BPSE-00031	LIMEN-SIGNAL-1C7FED1BCD516753	country_gap_or_score_placeholder	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_COUNTRY_INDEX.csv	6	Row is a country/profile/score placeholder that names a gap or topic but not a concrete source surface to promote directly.	Only indicates a review target or adjacent wrapper; not yet a standalone direct-source example.	Extract a named official/regulator source from adjacent local material before any promotion.
BPSE-00032	LIMEN-SIGNAL-1FD92475336F2496	wrapper_or_proxy_source	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_11_COUNTRY_SCORE_DELTA.csv	39	Wrapper or proxy row points toward a source, but no direct named surface is exposed here.	metadata pointer only	extract named official source surface
BPSE-00033	LIMEN-SIGNAL-214D4610C680ADC5	wrapper_or_proxy_source	P1_official_or_regulator_review	identity-provenance	watermark	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_REVIEW_QUEUE.csv	1453	Wrapper or proxy row points toward a source, but no direct named surface is exposed here.	metadata pointer only	extract named official source surface
BPSE-00034	LIMEN-SIGNAL-2376536D035520D4	wrapper_or_proxy	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_12_CANDIDATE_MATRIX_DELTA.csv	156	Local artifact points toward a source family but does not yet expose a stable named review surface; extract from PALLAS_SECOND_PASS_SPRINT_12_CANDIDATE_MATRIX_DELTA.csv.	source-family pointer only until named surface is extracted	extract named source surface and direct URL from local artifact
