signal_id	source_review_verdict	source_review_role	reason	claim_ceiling	next_action	source_path
LIMEN-SIGNAL-823838BA42E87DA9	needs_named_source_extraction	wrapper_or_proxy	Local row is a wrapper, source-pack, country queue row, or proxy that still lacks a named reviewable source surface here.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	Extract the underlying named official source before source review.	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv
LIMEN-SIGNAL-8238575556C51838	merge_existing_surface	existing_surface_duplicate	Local row points to an already-modeled registry/dashboard surface or sample, not a new source surface.	must resolve the underlying source before any reviewed example or paper claim	Deduplicate to the existing named surface instead of promoting again.	/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-017/helsinki-reuse-gate-v0.1.csv
LIMEN-SIGNAL-823A41B1DE8A3A78	needs_named_source_extraction	wrapper_or_proxy	Local row is a wrapper, source-pack, country queue row, or proxy that still lacks a named reviewable source surface here.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	Extract the underlying named official source before source review.	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_250_COUNTRY_MATRIX.csv
LIMEN-SIGNAL-823C7DAD8BE00C2E	needs_named_source_extraction	wrapper_or_proxy	Local row is a wrapper, source-pack, country queue row, or proxy that still lacks a named reviewable source surface here.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	Extract the underlying named official source before source review.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_16_COUNTRY_SCORE_DELTA.csv
LIMEN-SIGNAL-8243414C7390470F	needs_named_source_extraction	wrapper_or_proxy	Local row is a wrapper, source-pack, country queue row, or proxy that still lacks a named reviewable source surface here.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	Extract the underlying named official source before source review.	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv
LIMEN-SIGNAL-824705F4F689E175	negative_evidence_candidate	search_negative_or_gap_note	Local row records a bounded search-negative, gap note, or evidence-limit result rather than a direct source surface.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	Keep as negative-evidence support; do not promote as a direct source surface.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_REVIEW_QUEUE.csv
LIMEN-SIGNAL-824BB11307F0E235	negative_evidence_candidate	search_negative_or_gap_note	Local row records a bounded search-negative, gap note, or evidence-limit result rather than a direct source surface.	must resolve direct public source before promotion	Keep as negative-evidence support; do not promote as a direct source surface.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv
LIMEN-SIGNAL-824D63E0AD2B47B6	needs_named_source_extraction	wrapper_or_proxy	Local row is a wrapper, source-pack, country queue row, or proxy that still lacks a named reviewable source surface here.	must resolve direct public source before promotion	Extract the underlying named official source before source review.	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_250_COUNTRY_MATRIX.csv
LIMEN-SIGNAL-824F571D009010D8	reject_noise	derived_internal_artifact	Local row is an internal manuscript, config, summary, scholarly index, or other derived artifact rather than a direct source surface.	must resolve direct public source before promotion	Drop from the direct-source queue.	/srv/tyche/atlas/tyche-thesis-atlas-factory/analysis/evidence-package/evidence-package-fields-v0.2.jsonl
LIMEN-SIGNAL-82514ABC943FEE34	translation_review_needed	translation_sensitive_official_surface	Local metadata names a plausible official source surface, but the evidence is materially non-English or translation-sensitive.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	Translate the named official source and then run bounded source-surface review.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_3_SOURCE_PACK.csv
LIMEN-SIGNAL-8255AD6A648D6394	reject_noise	derived_internal_artifact	Local row is an internal manuscript, config, summary, scholarly index, or other derived artifact rather than a direct source surface.	must resolve direct public source before promotion	Drop from the direct-source queue.	/srv/tyche/gaia/tyche-research-vault/notes/references-audit-2026-05-25/codex/06-attestable-edu/AUDIT_REPORT.md
LIMEN-SIGNAL-8257AABFDE369B69	reject_noise	derived_internal_artifact	Local row is an internal manuscript, config, summary, scholarly index, or other derived artifact rather than a direct source surface.	must resolve the underlying source before any reviewed example or paper claim	Drop from the direct-source queue.	/srv/tyche/pallas/pallas-ai-agent-observatory/results/exploitation-wave-pallas-20260605T193210Z/claim-support-curated.csv
LIMEN-SIGNAL-82584FBDEA42F024	reject_noise	derived_internal_artifact	Local row is an internal manuscript, config, summary, scholarly index, or other derived artifact rather than a direct source surface.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	Drop from the direct-source queue.	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/seeds/hermes-v02-expansion-seeds.json
LIMEN-SIGNAL-8261437C184C6C28	reject_noise	derived_internal_artifact	Local row is an internal manuscript, config, summary, scholarly index, or other derived artifact rather than a direct source surface.	must resolve direct public source before promotion	Drop from the direct-source queue.	/srv/tyche/gaia/tyche-research-vault/journal.md
LIMEN-SIGNAL-8262247F9D199288	reject_noise	derived_internal_artifact	Local row is an internal manuscript, config, summary, scholarly index, or other derived artifact rather than a direct source surface.	must resolve direct public source before promotion	Drop from the direct-source queue.	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/books-theory-latest.jsonl
LIMEN-SIGNAL-8265077FB3EF8447	merge_existing_surface	existing_surface_duplicate	Local row points to an already-modeled registry/dashboard surface or sample, not a new source surface.	must resolve the underlying source before any reviewed example or paper claim	Deduplicate to the existing named surface instead of promoting again.	/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-012/complaints-field-split-recode-v0.1.csv
LIMEN-SIGNAL-8265FB4786D68AB3	reject_noise	derived_internal_artifact	Local row is an internal manuscript, config, summary, scholarly index, or other derived artifact rather than a direct source surface.	must resolve direct public source before promotion	Drop from the direct-source queue.	/srv/tyche/projects/limen-ai-edge-case-atlas/next.md
LIMEN-SIGNAL-8267C9F2893E36B9	reject_noise	derived_internal_artifact	Local row is an internal manuscript, config, summary, scholarly index, or other derived artifact rather than a direct source surface.	must resolve direct public source before promotion	Drop from the direct-source queue.	/srv/tyche/gaia/tyche-research-vault/notes/nekropolis-publication-program-2026-05-22.md
LIMEN-SIGNAL-826A147F6B548C69	negative_evidence_candidate	search_negative_or_gap_note	Local row records a bounded search-negative, gap note, or evidence-limit result rather than a direct source surface.	must resolve direct public source before promotion	Keep as negative-evidence support; do not promote as a direct source surface.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_1_WEAK_SOURCE_WARNINGS.md
