queue_id	signal_id	source_review_role	review_priority	shards	queries	source_path	source_line	reason	claim_ceiling	next_action
BTR-00353	LIMEN-SIGNAL-F0CF6D3BEFFA02BE	official_non_english_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_4_SOURCE_REFRESH.csv	128	Names a plausible official source surface but local evidence is materially non-English or translation-sensitive.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	route to translation-aware source review
BTR-00354	LIMEN-SIGNAL-F0F42723B803A702	official_non_english_surface	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_16_SOURCE_REFRESH.csv	193	Names a plausible official source surface but local evidence is materially non-English or translation-sensitive.	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review
BTR-00355	LIMEN-SIGNAL-F16330DE29D32AA5	translation_sensitive_surface	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_1_SOURCE_PACK.csv	809	Row names a plausible direct source but local evidence is translation-sensitive.	translation-safe source-surface review only	route to translation-aware source review
BTR-00356	LIMEN-SIGNAL-F1FE0396E37BB1D2	translation_sensitive_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050159Z/tables/registry-sample-records-v0.2.csv	3	Row names a plausible direct source but local evidence is translation-sensitive.	translation-safe source-surface review only	route to translation-aware source review
BTR-00357	LIMEN-SIGNAL-F2AEA23FEBD8E3E5	translation_sensitive_surface	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_11_SOURCE_REFRESH.csv	42	Row names a plausible direct source but local evidence is translation-sensitive.	translation-safe source-surface review only	route to translation-aware source review
BTR-00358	LIMEN-SIGNAL-F30B633687C88EC8	translation_sensitive_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050415Z/tables/registry-gap-map-v0.2.csv	8	Row names a plausible direct source but local evidence is translation-sensitive.	translation-safe source-surface review only	route to translation-aware source review
BTR-00359	LIMEN-SIGNAL-F4A620C1FF2A28B8	translation_sensitive_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050415Z/manuscript.html	109	Row names a plausible direct source but local evidence is translation-sensitive.	translation-safe source-surface review only	route to translation-aware source review
BTR-00360	LIMEN-SIGNAL-F4E375C0CFF845E0	translation_sensitive_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050159Z/tables/registry-sample-records-v0.2.preview.csv	2	Row names a plausible direct source but local evidence is translation-sensitive.	translation-safe source-surface review only	route to translation-aware source review
BTR-00361	LIMEN-SIGNAL-F7489DF19613BBE3	translation_sensitive_official_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_14_SOURCE_REFRESH.csv	256	Official Luxembourg government strategy surface is translation-sensitive in local evidence.	surface existence only pending translation-aware review	route to translation-aware review
BTR-00362	LIMEN-SIGNAL-F75AF629DFEF1738	translation_sensitive_official_surface	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_2_SOURCE_PACK.csv	529	Official Romanian procurement authority surface is plausible but translation-sensitive.	surface existence only pending translation-aware review	route to translation-aware review
BTR-00363	LIMEN-SIGNAL-F766562292D0151C	translation_sensitive_official_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_13_SOURCE_REFRESH.csv	162	Official Moldova ministry page is plausible but translation-sensitive in local evidence.	surface existence only pending translation-aware review	route to translation-aware review
BTR-00364	LIMEN-SIGNAL-F8A9BDB40375A287	translation_sensitive_official_surface	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_12_SOURCE_REFRESH.csv	255	Official Polish AI-sandbox notice is plausible but translation-sensitive.	surface existence only pending translation-aware review	route to translation-aware review
BTR-00365	LIMEN-SIGNAL-FA06F0B4FB973E72	translation_sensitive_official_surface	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_1_SOURCE_PACK.csv	793	Official Polish AI working-group page is plausible but translation-sensitive.	surface existence only pending translation-aware review	route to translation-aware review
BTR-00366	LIMEN-SIGNAL-FA522DF88D6B3E5D	translation_sensitive_official_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_1_SOURCE_PACK.csv	892	Official Swedish policy page is plausible but translation-sensitive.	surface existence only pending translation-aware review	route to translation-aware review
BTR-00367	LIMEN-SIGNAL-FA956471C1DFAA87	translation_sensitive_surface	P1_official_or_regulator_review	public-sector	automated decision	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T204009Z/tables/registry-gap-map-v0.2.csv	10	Plausible direct source surface, but the local evidence for Algorithm Register of the Dutch government is translation-sensitive.	source-surface existence only; translation-sensitive	route to translation-aware source review
BTR-00368	LIMEN-SIGNAL-FABEE86CFDA9A9AB	translation_sensitive_surface	P1_official_or_regulator_review	public-sector	automated decision	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050159Z/tables/registry-gap-map-v0.2.csv	9	Plausible direct source surface, but the local evidence for Algorithm Register of the Dutch government is translation-sensitive.	source-surface existence only; translation-sensitive	route to translation-aware source review
