queue_id	signal_id	bulk_translation_verdict	language_reviewed	source_url_or_locator	source_name	reason	claim_ceiling	next_action
BTR-00353	LIMEN-SIGNAL-F0CF6D3BEFFA02BE	translation_source_reviewed	French local metadata	https://mtnima.gov.mr/fr/les-services-numeriques/	MTNIMA static source check for algorithm register terms	Official ministry services surface was locally noted as checked for algorithme/registre/transparence/IA with no public algorithm register found.	source-surface negative/context only; no register absence claim beyond local pass	keep as negative source-surface context; require original-source recheck before any case claim
BTR-00354	LIMEN-SIGNAL-F0F42723B803A702	source_surface_only_no_case	EU legal text / local English metadata	https://eur-lex.europa.eu/eli/reg/2024/1689/oj	Regulation (EU) 2024/1689 - AI regulatory sandbox provisions	EU AI Act sandbox obligation is baseline context, not Lithuania-specific operational sandbox evidence.	baseline legal/source context only; no national sandbox or compliance conclusion	do not promote; use only as EU baseline context
BTR-00355	LIMEN-SIGNAL-F16330DE29D32AA5	source_surface_only_no_case	Polish local metadata	https://monitorpolski.gov.pl/M2021000002301.pdf	Polityka dla rozwoju sztucznej inteligencji w Polsce od roku 2020	Official policy surface discusses public-sector AI/procurement context but local note says enacted AI procurement controls were not verified.	policy context only; no enacted procurement-control or case claim	keep as context; require original-language extraction for specific provisions
BTR-00356	LIMEN-SIGNAL-F1FE0396E37BB1D2	candidate_for_parent_source_extraction	English auto-translation from Dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Algorithm Register of the Dutch government - Zylab Disclosure Support	Public Dutch algorithm-register record is a concrete source surface, but evidence is auto-translated and already registry-artifact derived.	parent-source/record-surface only; no factual reliance on translated risk or decision claims	extract from original Dutch parent source before any case-level use
BTR-00357	LIMEN-SIGNAL-F2AEA23FEBD8E3E5	source_surface_only_no_case	Chinese local metadata	https://www.gov.cn/ztzl/2006-05/27/content_292758.htm	Government Procurement Law of the PRC	Local note treats source as general procurement infrastructure, not AI-specific procurement governance.	general procurement context only; no AI procurement maturity or legal finding	do not promote; retain as weak context if needed
BTR-00358	LIMEN-SIGNAL-F30B633687C88EC8	candidate_for_parent_source_extraction	English auto-translation from Dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1045/83985427/octobox-anonymisation	Algorithm Register of the Dutch government - Octobox Anonymisation	Gap-map row points to a concrete Dutch algorithm-register record; auto-translation and reuse terms remain unresolved.	parent-source/record-surface only; no translated-content factual claim	extract original Dutch record and rights terms before case-level review
BTR-00359	LIMEN-SIGNAL-F4A620C1FF2A28B8	cross_project_duplicate	English auto-translation from Dutch preview	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050415Z/manuscript.html:109	Manuscript preview row - NL-ALG-REC-33698247	HTML preview duplicates the Zylab Dutch register sample already represented in local registry tables.	duplicate preview surface only; no independent case claim	collapse into parent/source-record extraction queue if needed
BTR-00360	LIMEN-SIGNAL-F4E375C0CFF845E0	cross_project_duplicate	English auto-translation from Dutch preview	https://algoritmes.overheid.nl/en/algoritme/mnre1045/83985427/octobox-anonymisation	Algorithm Register of the Dutch government - Octobox Anonymisation preview	Preview/sample record duplicates the Octobox Dutch register source already represented by the gap-map row.	duplicate record-surface only; no independent case claim	deduplicate against NL-ALG-REC-83985427 parent extraction
BTR-00361	LIMEN-SIGNAL-F7489DF19613BBE3	source_surface_only_no_case	English PDF / Luxembourg government strategy	https://gouvernement.lu/dam-assets/images-documents/actualites/2025/05/16-strategies-ai-donnees-quantum/2024115332-ministere-etat-strategie-nationale-des-donnees-en-bat-ua.pdf	Luxembourg Data Strategy PDF	Local note says strategy plans data catalogues/registers; it is not proof of an existing public AI register.	planned strategy context only; no operational register claim	keep as planning context; verify implementation separately
BTR-00362	LIMEN-SIGNAL-F75AF629DFEF1738	source_surface_only_no_case	Romanian local metadata	https://anap.gov.ro/ro/	ANAP official website	Official procurement authority surface is relevant institutional context; local pass found no AI-specific procurement guidance.	institutional surface only; no AI procurement control claim	retain as general context; seek original-language AI procurement guidance separately
BTR-00363	LIMEN-SIGNAL-F766562292D0151C	translation_source_reviewed	Romanian local metadata	https://mded.gov.md/domenii/tehnologia-informatiei-si-digitalizare/scia/	SCIA page - AI/data governance objectives	Official ministry page has AI/data-governance objectives but local note found no algorithm/system registry fields.	source-surface negative/context only; no registry absence beyond local pass	keep as adjacent/negative context; do not promote to case
BTR-00364	LIMEN-SIGNAL-F8A9BDB40375A287	translation_source_reviewed	Polish local metadata	https://ai.gov.pl/aktualnosci/Piaskownice-regulacyjne-w-obszarze-AI	Piaskownice regulacyjne w obszarze AI	Official notice concerns commissioned research on AI sandboxes, distinguishing planning from live sandbox operations.	planning/research surface only; no operational sandbox claim	retain as negative-hardening context; no case promotion
BTR-00365	LIMEN-SIGNAL-FA06F0B4FB973E72	source_surface_only_no_case	Polish local metadata	https://www.gov.pl/web/cyfryzacja/grupa-robocza-ds-sztucznej-inteligencji-grai	Grupa Robocza ds. Sztucznej Inteligencji (GRAI)	Official working-group page lists regulatory-sandbox workstream but local note found no operational intake/rules/outcomes.	institutional/workstream surface only; no operational sandbox claim	use only as context paired with stronger original-language sources
BTR-00366	LIMEN-SIGNAL-FA522DF88D6B3E5D	source_surface_only_no_case	Swedish local metadata	https://www.regeringen.se/regeringens-politik/sveriges-ai-strategi/handlingsplan-for-sveriges-ai-strategi/	Handlingsplan för Sveriges AI-strategi	Government policy page supports public AI governance context but local note found no comprehensive public algorithm register.	policy context only; no register or deployment claim	retain as context; require original-source register evidence separately
BTR-00367	LIMEN-SIGNAL-FA956471C1DFAA87	candidate_for_parent_source_extraction	English auto-translation from Dutch	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Algorithm Register of the Dutch government - Datamask	Concrete Dutch algorithm-register record with automated-decision-related text, but it is auto-translated and registry-artifact derived.	parent-source/record-surface only; no automated-decision, risk, or rights claim	extract original Dutch record before any edge-case evaluation
BTR-00368	LIMEN-SIGNAL-FABEE86CFDA9A9AB	cross_project_duplicate	English auto-translation from Dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Algorithm Register of the Dutch government - Zylab Disclosure Support	Duplicate Zylab Dutch register record already reviewed in this batch/public-registry artifacts.	duplicate record-surface only; no independent case claim	deduplicate against NL-ALG-REC-33698247 parent extraction
