queue_id	signal_id	bulk_source_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action
BPSE-02450	LIMEN-SIGNAL-A01F8C431E627215	country_gap_no_parent_source		Colombia research query pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:159	Inspected queue CSV line is a country/query target placeholder with no explicit parent URL.	source-discovery target only; no source-surface claim	extract named official/vendor/register source before review
BPSE-02451	LIMEN-SIGNAL-A13F0AA05974216E	country_gap_no_parent_source		Comoros research query pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:110	Inspected queue CSV line is a country/query target placeholder with no explicit parent URL.	source-discovery target only; no source-surface claim	extract named official/vendor/register source before review
BPSE-02452	LIMEN-SIGNAL-A26AE1C37D45AF40	country_gap_no_parent_source		Brazil research query pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:158	Inspected queue CSV line is a country/query target placeholder with no explicit parent URL.	source-discovery target only; no source-surface claim	extract named official/vendor/register source before review
BPSE-02453	LIMEN-SIGNAL-A2CC56AD6E28DD33	country_gap_no_parent_source		Panama research query pack	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:175	Inspected queue CSV line is a country/query target placeholder with no explicit parent URL.	source-discovery target only; no source-surface claim	extract named official/vendor/register source before review
BPSE-02454	LIMEN-SIGNAL-A2DDD268047EC144	country_gap_no_parent_source		Argentina research query pack	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:179	Inspected queue CSV line is a country/query target placeholder with no explicit parent URL.	source-discovery target only; no source-surface claim	extract named official/vendor/register source before review
BPSE-02455	LIMEN-SIGNAL-A33F40999772B4B2	country_gap_no_parent_source		Italy research query pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:149	Inspected queue CSV line is a country/query target placeholder with no explicit parent URL.	source-discovery target only; no source-surface claim	extract named official/vendor/register source before review
BPSE-02456	LIMEN-SIGNAL-A38D1670665A97AE	country_gap_no_parent_source		Belgium research query pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:164	Inspected queue CSV line is a country/query target placeholder with no explicit parent URL.	source-discovery target only; no source-surface claim	extract named official/vendor/register source before review
BPSE-02457	LIMEN-SIGNAL-A4B2DFC26402C19B	country_gap_no_parent_source		South Sudan research query pack	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:104	Inspected queue CSV line is a country/query target placeholder with no explicit parent URL.	source-discovery target only; no source-surface claim	extract named official/vendor/register source before review
BPSE-02458	LIMEN-SIGNAL-A4EDF4278387AA65	country_gap_no_parent_source		Timor-Leste research query pack	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:132	Inspected queue CSV line is a country/query target placeholder with no explicit parent URL.	source-discovery target only; no source-surface claim	extract named official/vendor/register source before review
BPSE-02459	LIMEN-SIGNAL-A59EB653F77625A7	country_gap_no_parent_source		Saint Kitts and Nevis research query pack	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:122	Inspected queue CSV line is a country/query target placeholder with no explicit parent URL.	source-discovery target only; no source-surface claim	extract named official/vendor/register source before review
BPSE-02460	LIMEN-SIGNAL-A73B8C75616BE01A	country_gap_no_parent_source		Czechia research query pack	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:148	Inspected queue CSV line is a country/query target placeholder with no explicit parent URL.	source-discovery target only; no source-surface claim	extract named official/vendor/register source before review
BPSE-02461	LIMEN-SIGNAL-A7B99010E703B9C3	country_gap_no_parent_source		Tokelau research query pack	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:107	Inspected queue CSV line is a country/query target placeholder with no explicit parent URL.	source-discovery target only; no source-surface claim	extract named official/vendor/register source before review
BPSE-02462	LIMEN-SIGNAL-A81E2C297E6B8379	country_gap_no_parent_source		Germany research query pack	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:140	Inspected queue CSV line is a country/query target placeholder with no explicit parent URL.	source-discovery target only; no source-surface claim	extract named official/vendor/register source before review
BPSE-02463	LIMEN-SIGNAL-A84FBF2B78E7F8EF	country_gap_no_parent_source		Heard Island and McDonald Islands research query pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:96	Inspected queue CSV line is a country/query target placeholder with no explicit parent URL.	source-discovery target only; no source-surface claim	extract named official/vendor/register source before review
BPSE-02464	LIMEN-SIGNAL-A8B14B555EC07718	country_gap_no_parent_source		Latvia research query pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:174	Inspected queue CSV line is a country/query target placeholder with no explicit parent URL.	source-discovery target only; no source-surface claim	extract named official/vendor/register source before review
BPSE-02465	LIMEN-SIGNAL-A990026F85FEBAFD	country_gap_no_parent_source		Palestine research query pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:112	Inspected queue CSV line is a country/query target placeholder with no explicit parent URL.	source-discovery target only; no source-surface claim	extract named official/vendor/register source before review
BPSE-02466	LIMEN-SIGNAL-A9C0197465BB8BEB	country_gap_no_parent_source		Grenada research query pack	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:119	Inspected queue CSV line is a country/query target placeholder with no explicit parent URL.	source-discovery target only; no source-surface claim	extract named official/vendor/register source before review
BPSE-02467	LIMEN-SIGNAL-A9F3A5DC2105774B	country_gap_no_parent_source		Denmark research query pack	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:143	Inspected queue CSV line is a country/query target placeholder with no explicit parent URL.	source-discovery target only; no source-surface claim	extract named official/vendor/register source before review
BPSE-02468	LIMEN-SIGNAL-AA68B3039BE19E39	country_gap_no_parent_source		Aruba research query pack	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:109	Inspected queue CSV line is a country/query target placeholder with no explicit parent URL.	source-discovery target only; no source-surface claim	extract named official/vendor/register source before review
BPSE-02469	LIMEN-SIGNAL-AADF11F0B23DD055	country_gap_no_parent_source		Tokelau research query pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:107	Inspected queue CSV line is a country/query target placeholder with no explicit parent URL.	source-discovery target only; no source-surface claim	extract named official/vendor/register source before review
BPSE-02470	LIMEN-SIGNAL-AAF0B8801FCD5B87	country_gap_no_parent_source		Brunei research query pack	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:181	Inspected queue CSV line is a country/query target placeholder with no explicit parent URL.	source-discovery target only; no source-surface claim	extract named official/vendor/register source before review
BPSE-02471	LIMEN-SIGNAL-AB2CA99E8A0EA367	country_gap_no_parent_source		Antigua and Barbuda research query pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:125	Inspected queue CSV line is a country/query target placeholder with no explicit parent URL.	source-discovery target only; no source-surface claim	extract named official/vendor/register source before review
BPSE-02472	LIMEN-SIGNAL-AB7E5CCB7FFB7809	country_gap_no_parent_source		Yemen research query pack	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:131	Inspected queue CSV line is a country/query target placeholder with no explicit parent URL.	source-discovery target only; no source-surface claim	extract named official/vendor/register source before review
