queue_id	signal_id	bulk_translation_verdict	language_reviewed	source_url_or_locator	source_name	reason	claim_ceiling	next_action
BTR-00625	LIMEN-SIGNAL-A932B7FE963A2563	translation_source_reviewed	es	https://licichat.com/	LiciChat – Asesor con Inteligencia Artificial de Licitaciones	Spanish provider surface explicitly advertises AI assistance for Peruvian public tenders; local row is enough for source-surface review only.	provider source-surface/context only; no procurement-law, compliance, adoption, or impact claim	If needed, extract bounded Spanish provider wording before any case-level use
BTR-00626	LIMEN-SIGNAL-A9516D938EDB1705	candidate_for_parent_source_extraction	pt	https://www.gov.br/anpd/pt-br/assuntos/projetos-acoes-iniciativas/sandbox/por-que-inteligencia-artificial	Por que Inteligência Artificial?	Official ANPD Portuguese page was locally captured and explicitly frames an AI regulatory sandbox.	candidate official-source extraction only; no legal, compliance, effectiveness, or prevalence claim	Extract original Portuguese passages and provenance before parent promotion
BTR-00627	LIMEN-SIGNAL-A975B2F99BE2B279	cross_project_duplicate	pt	https://www.gov.br/anpd/pt-br/assuntos/projetos-acoes-iniciativas/sandbox/por-que-inteligencia-artificial	Por que Inteligência Artificial?	Same ANPD Portuguese AI-sandbox source surface as BTR-00626, with reader text rather than a distinct source.	duplicate source-surface/extraction candidate only; no substantive sandbox finding	Deduplicate to BTR-00626 / existing ANPD extraction path
BTR-00628	LIMEN-SIGNAL-AA04EBE4AC8FBD1D	source_surface_only_no_case	multilingual/Greek-sensitive EU page	https://www.edpb.europa.eu/our-work-tools/documents/our-documents_en	Our documents | European Data Protection Board	EDPB documents index is an official regulator surface, but local row is a multilingual index page rather than a concrete AI edge-case source.	regulator index/context only; no automated-decision, DPIA, or legal interpretation claim	Use only to locate a specific EDPB document with original-language text if needed
BTR-00629	LIMEN-SIGNAL-AA7D86CAA54F957B	needs_original_language_source	fa	https://nezamat.ir/%D8%B3%D9%86%D8%AF-%D9%85%D9%84%DB%8C-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C-%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86/	سند ملی هوش مصنوعی جمهوری اسلامی ایران	Persian national-AI-policy locator is named, but local fetch timed out and contains no source text.	locator/title only; no official-status, policy-content, governance, or legal claim	Obtain original Persian text or local archive before translation review
BTR-00630	LIMEN-SIGNAL-AB3F6B3799D81F25	translation_source_reviewed	ms / English portal surface	https://www.malaysia.gov.my/en/my-initiative/whole-government-digital-services/tadbir-urus/national-guidelines-on-artificial-intelligence-governance-and-ethics-aige	National Guidelines on Artificial Intelligence Governance and Ethics (AIGE)	Malaysia government portal page was locally captured and names AIGE, but snippet is mostly portal chrome.	government guideline surface/context only; no risk-management, implementation, or legal-effect finding	Locate/extract substantive guideline text before any parent-source promotion
BTR-00631	LIMEN-SIGNAL-ABC7F651A722CE69	cross_project_duplicate	it	https://www.garanteprivacy.it/temi/intelligenza-artificiale	AI - Intelligenza artificiale - Garante Privacy	Italian Garante AI hub is a repeated official regulator source surface already reviewed in prior translation batches.	duplicate regulator source-surface/context only; no case-level or legal finding	Deduplicate against existing Garante AI hub reviews; extract original Italian only if a new bounded quote is needed
BTR-00632	LIMEN-SIGNAL-ABF6C9609ABD4FCB	machine_translation_hold	nl via English auto-translation	https://algoritmes.overheid.nl/en	The Algorithm Register of the Dutch government	Local page warns English algorithm descriptions are automatically translated from Dutch; landing page supports register existence only.	machine-translation register surface only; no algorithm-specific, rights, compliance, or deployment claim	Review Dutch originals or verified bilingual records before extraction
BTR-00633	LIMEN-SIGNAL-AC29F538F9DBABAB	translation_source_reviewed	fa	https://www.mehrnews.com/news/6141439/%D8%AA%D8%B5%D9%88%DB%8C%D8%A8-%DA%A9%D9%84%DB%8C%D8%A7%D8%AA-%D8%B3%D9%86%D8%AF-%D8%AA%D8%A3%D8%B3%DB%8C%D8%B3-%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86-%D9%85%D9%84%DB%8C-%D9%88-%D8%AA%D8%B4%DA%A9%DB%8C%D9%84-%D8%B4%D9%88%D8%B1%D8%A7%DB%8C-%D8%B1%D8%A7%D9%87%D8%A8%D8%B1%DB%8C-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C	تصویب کلیات سند، تأسیس سازمان ملی و تشکیل شورای راهبری هوش مصنوعی - Mehr News	Persian state-media report was locally captured and names national AI document/organization topics, but it is media context, not the official instrument.	state-media policy-report context only; no official legal-effect or governance-content finding	Use as contextual lead only; verify against original official Persian instrument before promotion
BTR-00634	LIMEN-SIGNAL-AC318938A4B4BA7D	candidate_for_parent_source_extraction	th	https://www.etda.or.th/th/pr-news/AI_Gov_Anual.aspx	ETDA Generative AI Governance Guideline for Organizations	Thai ETDA page was locally captured and explicitly announces generative-AI governance guidance for organizations.	candidate original-language guidance surface only; no compliance, safety, or implementation finding	Extract bounded Thai passages with provenance before parent-source use
