queue_id	signal_id	bulk_translation_verdict	language_reviewed	source_url_or_locator	source_name	reason	claim_ceiling	next_action
BTR-00289	LIMEN-SIGNAL-C90446E3B915DED8	candidate_for_parent_source_extraction	hu	https://njt.jog.gov.hu/jogszabaly/2023-103-00-00	Act CIII of 2023 on the digital state and digital services	Official Hungarian statute surface is direct, but local summary supports only digital-service evidence-lifecycle context, not an AI case claim.	Source-surface/context only; no legal interpretation or AI-governance finding from translated/local summary.	Extract original-language statutory citation and translation notes before any parent use.
BTR-00290	LIMEN-SIGNAL-C95E21166A3068D0	reject_noise	et/en	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/reports/lanes/estonian-baltic-language-latest.md:145	Estonian-Baltic lane note	Cited line is a lane rationale around an English standard entry, not a concrete non-English source requiring translation review.	No case claim; processing noise only.	Do not promote; only revisit if a concrete Estonian original-language source is cited.
BTR-00291	LIMEN-SIGNAL-C9CF22ECBF70938D	needs_original_language_source	pt	https://www.gov.br/anpd/pt-br/assuntos/projetos-acoes-iniciativas/sandbox/por-que-inteligencia-artificial	ANPD sandbox regulatório: Por que Inteligência Artificial?	Local JSONL gives a Portuguese official seed URL but fetch failed and contains no source text to review.	Source-locator only; no substantive sandbox or policy claim.	Fetch or archive the original Portuguese page, then perform translation-aware source review.
BTR-00292	LIMEN-SIGNAL-CA3D0DE846C076C4	candidate_for_parent_source_extraction	el	https://www.et.gr/api/DownloadFeksApi/?fek_pdf=20220100146	Law 4961/2022 Article 8: register of public-sector AI systems	Official Greek Gazette surface is direct and local metadata explicitly identifies an AI-system register provision, but legal meaning still needs original-language extraction.	Source-surface plus local metadata only; no legal finding or reviewed-core promotion.	Extract Article 8 from the Greek original with citation-safe translation notes.
BTR-00293	LIMEN-SIGNAL-CB3F1A4C6ADF8BD0	machine_translation_hold	nl	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Datamask / Algorithm Register of the Dutch government	Local evidence is an English auto-translation from Dutch and reuse terms are unresolved.	Record/sample surface only; do not derive factual or policy claims from auto-translation.	Review Dutch original or verified bilingual source before using beyond sample metadata.
BTR-00294	LIMEN-SIGNAL-CB8683C27BD164F4	machine_translation_hold	nl	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Zylab Disclosure Support / Algorithm Register of the Dutch government	Local sample record is an English auto-translation from Dutch.	Record/sample surface only; no factual, compliance, or policy claim from machine translation.	Review Dutch original or verified bilingual source before use.
BTR-00295	LIMEN-SIGNAL-CC089D9706B078D7	cross_project_duplicate	nl	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Zylab Disclosure Support / Algorithm Register of the Dutch government	Same local source row and locator as BTR-00294; duplicate translation-sensitive sample.	Duplicate processing surface only; inherit machine-translation hold.	Deduplicate to BTR-00294 / Dutch-original review path.
BTR-00296	LIMEN-SIGNAL-CC0BACA24A265ADC	source_surface_only_no_case	lo	https://mtc.gov.la/index.php?r=site/detail&id=1909	Lao AI Platform assessment and trial meeting	Official Laos ministry news surface supports capacity/platform context only; local note says not a regulatory sandbox or audit regime.	Source-surface/context only; no governance, safety, legal, or case-level claim.	Keep as background source; do not promote as sandbox/audit evidence.
BTR-00297	LIMEN-SIGNAL-CC59E1B8E62C3F54	source_surface_only_no_case	ro/en	https://particip.gov.md/ro/download_attachment/22059	White Book on Data Governance and Artificial Intelligence / sandbox references	Official Moldovan consultation attachment is planning/benchmarking evidence; local note says no operational Moldova AI sandbox found.	Source-surface/context only; no operational sandbox or policy-effect claim.	Use only as planning context unless original attachment text supports a narrower extracted claim.
BTR-00298	LIMEN-SIGNAL-CCDFA8DEDD7EE326	cross_project_duplicate	nl	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Datamask / Algorithm Register of the Dutch government	Duplicate Datamask auto-translated Dutch registry surface already reviewed in BTR-00293.	Duplicate processing surface only; inherit machine-translation hold.	Deduplicate to BTR-00293 / Dutch-original review path.
BTR-00299	LIMEN-SIGNAL-CD163DEC802E2E2B	source_surface_only_no_case	am/en	https://production.egp.gov.et/egp/home	Ethiopian eGP portal	Official e-procurement portal supports general procurement infrastructure, not AI procurement controls.	Source-surface/context only; no AI procurement, compliance, or control claim.	Keep as general infrastructure context; do not promote as AI-specific evidence.
BTR-00300	LIMEN-SIGNAL-CD8756B242705033	cross_project_duplicate	nl	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Zylab Disclosure Support / Algorithm Register of the Dutch government	Duplicate Zylab auto-translated Dutch registry surface already reviewed in BTR-00294.	Duplicate processing surface only; inherit machine-translation hold.	Deduplicate to BTR-00294 / Dutch-original review path.
BTR-00301	LIMEN-SIGNAL-CEAFD817CA72A3A6	needs_original_language_source	tr	https://tubitak.gov.tr/	TÜBİTAK government AI policy seed	Local Turkish official-source seed timed out and contains no source text for translation-safe review.	Source-locator only; no public-sector AI evidence or policy claim.	Fetch/archive original Turkish source and rerun translation-aware review.
BTR-00302	LIMEN-SIGNAL-CFA8FF1756476C91	cross_project_duplicate	nl	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Datamask / Algorithm Register of the Dutch government	Duplicate Datamask auto-translated Dutch registry sample already reviewed in BTR-00293.	Duplicate processing surface only; inherit machine-translation hold.	Deduplicate to BTR-00293 / Dutch-original review path.
BTR-00303	LIMEN-SIGNAL-D03BCDCE4F2B3EA4	cross_project_duplicate	nl	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Datamask / Algorithm Register of the Dutch government	Duplicate Datamask auto-translated Dutch registry gap-map surface already reviewed in BTR-00293.	Duplicate processing surface only; inherit machine-translation hold.	Deduplicate to BTR-00293 / Dutch-original review path.
BTR-00304	LIMEN-SIGNAL-D0E272CD6BEDC9AA	cross_project_duplicate	nl	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Datamask / Algorithm Register of the Dutch government	Duplicate Datamask auto-translated Dutch registry sample already reviewed in BTR-00293.	Duplicate processing surface only; inherit machine-translation hold.	Deduplicate to BTR-00293 / Dutch-original review path.
