queue_id	signal_id	bulk_translation_verdict	language_reviewed	source_url_or_locator	source_name	reason	claim_ceiling	next_action
BTR-00049	LIMEN-SIGNAL-2356D1EC57985A81	translation_source_reviewed	es local metadata plus quote-safe paraphrase	http://www.corteconstitucional.gov.co/relatoria/2024/T-323-24.htm	T-323/24 - Corte Constitucional de Colombia	Spanish official-court surface is locally captured with archive hash and human-review-needed flag; it names PretorIA but remains translation-bounded.	source-surface/context only; no legal finding or reviewed-core promotion	extract parent source only after original-language citation check
BTR-00050	LIMEN-SIGNAL-237B97C24B3C1D3B	source_surface_only_no_case	cs/en local metadata	https://www.mpo.gov.cz/assets/cz/podnikani/digitalni-ekonomika/umela-inteligence/2024/8/Narodni-strategie-umele-intelience-CR-2030.pdf	Národní strategie umělé inteligence ČR 2030	Czech strategy row is policy context and explicitly says no dedicated public-sector algorithm register was found.	context/negative register lead only; no case-level claim	keep as context; seek original-language register evidence before escalation
BTR-00051	LIMEN-SIGNAL-28A2879D1DA9D8DB	machine_translation_hold	English auto-translation from Dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Zylab Disclosure Support - Algorithm Register of the Dutch government	Record is an official Dutch register sample, but local evidence is the English auto-translation and rights terms are unresolved.	record-surface coding only; no factual/legal/policy inference from translation	review Dutch original before any parent extraction or stronger claim
BTR-00052	LIMEN-SIGNAL-296EEE3522645AF1	cross_project_duplicate	English auto-translation from Dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Zylab Disclosure Support - registry gap map row	Same Dutch auto-translated Zylab record appears in the public-ai-registry sample artifacts already represented by BTR-00051.	duplicate processing-state surface only	dedupe to one Dutch-original review thread
BTR-00053	LIMEN-SIGNAL-2A055622EA9DB5E0	needs_original_language_source	zh local metadata only	https://www.cac.gov.cn/2022-12/11/c_1672221949318230.htm	Provisions on the Administration of Deep Synthesis Internet Information Services	Chinese law/regulator surface has only local summary and human-review-needed translation status; binding-rule language needs original review.	candidate source pointer only; no legal or policy conclusion	obtain/review original Chinese text before any extraction
BTR-00054	LIMEN-SIGNAL-2CDE433C0D73C075	translation_source_reviewed	pt local metadata	https://inic.gov.st/viewdoc.php?id=18	Inteligência Artificial – Relatório de Avaliação de Prontidão	Official hosted Portuguese readiness report is a concrete surface; local row supports only negative sandbox context pending human review.	source-surface negative/context only; no score change or absence finding	human-review Portuguese report before lowering or promoting
BTR-00055	LIMEN-SIGNAL-2D1189FFAC9231E0	source_surface_only_no_case	tetum/local metadata	https://s3-api.minio.apps.gov.tl/portaltictimor/filepdf/e-gov_readiness_survey_tetum_final.pdf	TIC e-government readiness survey 2021	Official digital-government survey gives ICT maturity context and explicitly is not AI evidence-lifecycle control evidence.	context only; no AI-evidence case claim	retain as background; seek direct AI evidence-lifecycle source
BTR-00056	LIMEN-SIGNAL-2EC80BB6DFC5D8E9	translation_source_reviewed	ca local metadata	https://www.bopa.ad/bopa/034112/Pagines/GR20220916_13_05_03.aspx	Decret 367/2022 reglament d’aplicació de la Llei 29/2021	Catalan official regulation row gives data-protection/DPIA/incident-process context including automated-decision criteria.	general evidence-lifecycle context only; no AI-system approval finding	use as parent legal-source candidate only with original-language checks
BTR-00057	LIMEN-SIGNAL-2F8AEE05ACF2405B	source_surface_only_no_case	it local metadata	https://www.agid.gov.it/it/notizie/linee-guida-su-ia-nella-pa-al-la-consultazione-pubblica-su-sviluppo-e-procurement	AgID consultation on AI guidelines for public administration	Italian consultation notice supports maturing PA AI guidance but local row says it is not an operational regulatory sandbox.	supporting context only; no sandbox claim	retain context; do not promote as sandbox evidence
BTR-00058	LIMEN-SIGNAL-303CF58D22604EAD	source_surface_only_no_case	fr local metadata	https://www.etalab.gouv.fr/datasciences-et-intelligence-artificielle	Accueil IA dans l’État - Etalab / DINUM	French national AI-in-government page is useful national context; local row found no WF algorithm register or transparency inventory.	context/negative register lead only; no territorial coverage finding	keep zero/context pending direct WF source
