signal_id	source_review_verdict	source_review_role	reason	claim_ceiling	next_action	source_path
LIMEN-SIGNAL-C638608EF35BE196	negative_evidence_candidate	negative evidence note	local row records a search-negative or evidence-limit result	absence/evidence-limit note only; not source existence proof	keep as negative-evidence support only	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_4_COUNTRY_SCORE_DELTA.csv
LIMEN-SIGNAL-C639F7C184D284E1	needs_named_source_extraction	country queue wrapper	row names country/topic targets rather than a concrete source surface	wrapper/proxy context only until a named source is extracted	extract the underlying named source surface	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv
LIMEN-SIGNAL-C63A9C3744151CC6	reject_noise	scholarly index record	scholarly/index metadata row, not a direct source surface	no direct-source claim should be made from this artifact alone	drop from the direct-source queue	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/arabic-language-history.jsonl
LIMEN-SIGNAL-C63AC49F6042C985	reject_noise	internal manuscript/config artifact	internal prose, config, script, or runtime artifact, not a reviewable source surface	no direct-source claim should be made from this artifact alone	drop from the direct-source queue	/srv/tyche/gaia/tyche-research-vault/notes/zeus-lane-harvest-2026-05-22/nekropolis/paper/draft.md.bundle/sources/paper-draft-after-candidate-only-boundaries-update.md
LIMEN-SIGNAL-C63B19326736FD7B	merge_existing_surface	existing Helsinki register-adjacent surface	points to the already-modeled Helsinki municipal AI register family	dedupe to existing local surface only	merge into existing Helsinki surface record	/srv/tyche/gaia/tyche-research-vault/data/eu-agent-atlas-v0.1/exports/eu-agent-atlas-v0.1.csv
LIMEN-SIGNAL-C63E6805B5A62702	merge_existing_surface	existing Helsinki register surface	names City of Helsinki AI Register already modeled locally	dedupe to existing local surface only	merge into existing Helsinki surface record	/srv/tyche/pallas/pallas-ai-agent-observatory/program/04-estonia-finland-case-study/RESULT.md
LIMEN-SIGNAL-C63F5C7B68D1E8CB	negative_evidence_candidate	negative evidence note	local row records a gap, warning, or absence-of-evidence result	absence/evidence-limit note only; not source existence proof	keep as negative-evidence support only	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_3_COUNTRY_MATRIX.csv
LIMEN-SIGNAL-C63FDD6BAB5873DF	source_reviewed_candidate	official sandbox page	names Central Bank of Bahrain fintech regulatory sandbox as a concrete official surface	surface existence only; no legality or deployment inference	extract source title and bounded metadata	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_4_WEAK_SOURCE_WARNINGS.md
LIMEN-SIGNAL-C6413DE807559E7F	negative_evidence_candidate	negative evidence note	local row records a search-negative or evidence-limit result	absence/evidence-limit note only; not source existence proof	keep as negative-evidence support only	/srv/tyche/pallas/pallas-ai-agent-observatory/results/hypothesis-lab/pallas-confidence-burden-typology-v0.1.json
LIMEN-SIGNAL-C64A3840155859CC	reject_noise	internal manuscript/config artifact	internal prose, config, script, or runtime artifact, not a reviewable source surface	no direct-source claim should be made from this artifact alone	drop from the direct-source queue	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/boost/atlas-boost-120/manuscript-routing.json
