signal_id	source_review_verdict	source_review_role	reason	claim_ceiling	next_action	source_path
LIMEN-SIGNAL-190F4C70729BEE8E	merge_existing_surface	already_modeled_surface	Row points to a surface already modeled in local registry/atlas material, so promoting it again would duplicate an existing surface.	Supports only bounded linkage to an already captured local surface or derived record.	Merge or deduplicate against the stronger existing local source anchor.	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/backups-cycle-161-20260603T161/records.jsonl
LIMEN-SIGNAL-1913A9507BF4FE35	merge_existing_surface	already_modeled_surface	Row points to a surface already modeled in local registry/atlas material, so promoting it again would duplicate an existing surface.	Supports only bounded linkage to an already captured local surface or derived record.	Merge or deduplicate against the stronger existing local source anchor.	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/zenodo/public-ai-registry-observatory-initial-corpus-20260608/data/registry-deployed-record-accession-all-20260607.csv
LIMEN-SIGNAL-19190E1246C5C866	reject_noise	derived_or_internal_reference	Snippet comes from internal script, config, manuscript, analysis, or other derived material rather than a bounded direct source surface.	No direct source-surface claim beyond noting an internal derived mention.	Drop from the direct-source queue or remap only to the parent local artifact.	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_LANE_FINDINGS_DIGEST.md
LIMEN-SIGNAL-191A47D308182B47	source_reviewed_candidate	named_direct_source_surface	Local row names a concrete official, regulator, institutional, or legal source surface suitable for bounded direct-source review.	Supports only source-surface existence and narrow descriptive posture from the local record, not incident truth, legality, compliance, deployment certainty, prevalence, or ranking.	Carry into reviewed-core triage with bounded wording and keep the local row as provenance anchor.	/srv/tyche/projects/limen-ai-edge-case-atlas/results/paper-snapshot-20260607/sources/authoritative-source-ledger.tsv
LIMEN-SIGNAL-191B5D410317115A	merge_existing_surface	already_modeled_surface	Row points to a surface already modeled in local registry/atlas material, so promoting it again would duplicate an existing surface.	Supports only bounded linkage to an already captured local surface or derived record.	Merge or deduplicate against the stronger existing local source anchor.	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/zenodo/public-ai-registry-observatory-initial-corpus-20260608/data/registry-deployed-record-accession-all-20260607.csv
LIMEN-SIGNAL-193DACD3FF37DE81	merge_existing_surface	already_modeled_surface	Row points to a surface already modeled in local registry/atlas material, so promoting it again would duplicate an existing surface.	Supports only bounded linkage to an already captured local surface or derived record.	Merge or deduplicate against the stronger existing local source anchor.	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/backups-cycle-125-20260603T0511/records.jsonl
LIMEN-SIGNAL-194467A405C2E07F	merge_existing_surface	already_modeled_surface	Row points to a surface already modeled in local registry/atlas material, so promoting it again would duplicate an existing surface.	Supports only bounded linkage to an already captured local surface or derived record.	Merge or deduplicate against the stronger existing local source anchor.	/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-014/deployed-gap-map-field-coding-template-v0.1.csv
LIMEN-SIGNAL-19456E438B6E8A6E	merge_existing_surface	adjacent_transparency_proxy	Row captures an adjacent transparency, portal, or proxy surface better merged into an existing local country/source record than promoted separately.	Supports only bounded linkage to an already captured local surface or derived record.	Merge or deduplicate against the stronger existing local source anchor.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv
LIMEN-SIGNAL-195C683C005EE078	merge_existing_surface	already_modeled_surface	Row points to a surface already modeled in local registry/atlas material, so promoting it again would duplicate an existing surface.	Supports only bounded linkage to an already captured local surface or derived record.	Merge or deduplicate against the stronger existing local source anchor.	/srv/tyche/projects/public-ai-procurement-gap/results/boost/public-ai-procurement-gap-boost-001/helsinki-register-governance-stack-v0.1.json
LIMEN-SIGNAL-196DAAE1BE3A5F21	needs_named_source_extraction	country_gap_or_score_placeholder	Row is a country/profile/score placeholder that names a gap or topic but not a concrete source surface to promote directly.	Only indicates a review target or adjacent wrapper; not yet a standalone direct-source example.	Extract a named official/regulator source from adjacent local material before any promotion.	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_250_COUNTRY_MATRIX.csv
LIMEN-SIGNAL-197C05A8FEB60A72	merge_existing_surface	already_modeled_surface	Row points to a surface already modeled in local registry/atlas material, so promoting it again would duplicate an existing surface.	Supports only bounded linkage to an already captured local surface or derived record.	Merge or deduplicate against the stronger existing local source anchor.	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/tables/registry-deployed-record-accession-all-20260607.csv
LIMEN-SIGNAL-19845BB96C5BEA47	reject_noise	derived_or_internal_reference	Snippet comes from internal script, config, manuscript, analysis, or other derived material rather than a bounded direct source surface.	No direct source-surface claim beyond noting an internal derived mention.	Drop from the direct-source queue or remap only to the parent local artifact.	/srv/tyche/pallas/pallas-ai-agent-observatory/results/exploitation-wave-pallas-20260605T192929Z/claim-support-digest.json
LIMEN-SIGNAL-1985C59B263D886D	negative_evidence_candidate	search_negative_or_gap_warning	Local artifact records a bounded search-negative, gap-warning, or absence-of-evidence result rather than a positive direct source surface.	Supports only cautious absence-of-evidence at retrieval time; does not support legality, compliance, prevalence, or exhaustive absence claims.	Retain as negative-evidence/gap ledger material and keep separate from positive reviewed examples.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_4_WEAK_SOURCE_WARNINGS.md
LIMEN-SIGNAL-19B4653EC7CCD229	reject_noise	derived_or_internal_reference	Snippet comes from internal script, config, manuscript, analysis, or other derived material rather than a bounded direct source surface.	No direct source-surface claim beyond noting an internal derived mention.	Drop from the direct-source queue or remap only to the parent local artifact.	/srv/tyche/pallas/pallas-ai-agent-observatory/program/05-policy-legal-synthesis/paper/venue/evidence-supply-chain-jipitec-preprint.md
LIMEN-SIGNAL-19C6C72147492591	needs_named_source_extraction	candidate_wrapper_row	Row is a wrapper, bridge, digest, or history artifact that points toward a source but does not yet expose a stable named reviewable surface.	Only indicates a review target or adjacent wrapper; not yet a standalone direct-source example.	Extract a named official/regulator source from adjacent local material before any promotion.	/srv/tyche/gaia/tyche-research-vault/release/gaia-preprint-freeze-20260605T0815EEST/site/gaia-agent-atlas/public/data/foreign-language-digest.json
LIMEN-SIGNAL-19C8D1BE9673AACA	reject_noise	derived_or_internal_reference	Snippet comes from internal script, config, manuscript, analysis, or other derived material rather than a bounded direct source surface.	No direct source-surface claim beyond noting an internal derived mention.	Drop from the direct-source queue or remap only to the parent local artifact.	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json
LIMEN-SIGNAL-19CF86E50C081CD9	negative_evidence_candidate	search_negative_or_gap_warning	Local artifact records a bounded search-negative, gap-warning, or absence-of-evidence result rather than a positive direct source surface.	Supports only cautious absence-of-evidence at retrieval time; does not support legality, compliance, prevalence, or exhaustive absence claims.	Retain as negative-evidence/gap ledger material and keep separate from positive reviewed examples.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_4_CANDIDATE_MATRIX_DELTA.csv
LIMEN-SIGNAL-19DB14E2EB9178AC	negative_evidence_candidate	search_negative_or_gap_warning	Local artifact records a bounded search-negative, gap-warning, or absence-of-evidence result rather than a positive direct source surface.	Supports only cautious absence-of-evidence at retrieval time; does not support legality, compliance, prevalence, or exhaustive absence claims.	Retain as negative-evidence/gap ledger material and keep separate from positive reviewed examples.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SCORE_CHANGES.csv
LIMEN-SIGNAL-19E66CECC9F323E3	needs_named_source_extraction	country_gap_or_score_placeholder	Row is a country/profile/score placeholder that names a gap or topic but not a concrete source surface to promote directly.	Only indicates a review target or adjacent wrapper; not yet a standalone direct-source example.	Extract a named official/regulator source from adjacent local material before any promotion.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_1_COUNTRY_MATRIX.csv
