queue_id	signal_id	bulk_translation_verdict	language_reviewed	source_url_or_locator	source_name	reason	claim_ceiling	next_action
BTR-00609	LIMEN-SIGNAL-9AB8C0DE78ED1A88	translation_source_reviewed	th	https://www.etda.or.th/th/Our-Service/AIGC/index.aspx	ETDA AI Governance Center	Thai official ETDA AIGC surface is reachable and names AI governance center/clinic material; source supports governance vocabulary only.	official AI-governance source-surface/context; no sandbox operation, legal, incident, or safety finding	Use only for translation-aware context; perform original-language extraction before stronger ETDA role claims.
BTR-00610	LIMEN-SIGNAL-9BF159E259782CA7	cross_project_duplicate	th	https://www.etda.or.th/th/pr-news/AI_Gov_Anual.aspx	ETDA Generative AI Governance Guideline for Organizations	Same Thai ETDA generative-AI guidance URL and source role was already reviewed in prior local batch BTR-00562/BTR-00570.	duplicate official guidance source-surface; inherit prior bounded ETDA ceiling	Deduplicate to prior ETDA guidance review before extraction.
BTR-00611	LIMEN-SIGNAL-9C8E8E5E35F772BA	candidate_for_parent_source_extraction	es	https://www.boe.es/eli/es/rd/2023/11/08/817	BOE Real Decreto 817/2023 sandbox technical/post-market provisions	Spanish official regulation row explicitly describes AI-specific sandbox lifecycle requirements and post-market-monitoring plan.	sandbox-scoped AI lifecycle source-surface; no full national evidence-operation or compliance finding	Extract bounded parent-source fields for BOE sandbox regulation with sandbox-scope warning.
BTR-00612	LIMEN-SIGNAL-9DEEEEF27E6AED7B	candidate_for_parent_source_extraction	fr	https://bosa.belgium.be/fr/AI4Belgium/observatoire	BOSA / AI4Belgium Observatoire de l’IA et des nouvelles technologies digitales	French official BOSA observatory row describes a regularly updated public-sector AI project cartography.	partial transparency/project-inventory source-surface; not a legally mandated algorithm register claim	Extract bounded observatory/project-inventory fields and preserve non-register caveat.
BTR-00613	LIMEN-SIGNAL-9E602BAC7A0118B5	source_surface_only_no_case	es	https://www.bcn.cl/leychile/navegar?idNorma=1187323	Chile Ley 21.521 Ley Fintec	Spanish statutory source is a sectoral financial-technology innovation framework; local row says no broad public AI regulatory sandbox was found.	sectoral/adjacent sandbox context only; no AI sandbox or case-level claim	Retain as weak adjacent context or drop from AI-sandbox queue unless paired with direct AI source.
BTR-00614	LIMEN-SIGNAL-A0031AFA77804E85	cross_project_duplicate	ms	https://www.malaysia.gov.my/en/my-initiative/whole-government-digital-services/tadbir-urus/national-guidelines-on-artificial-intelligence-governance-and-ethics-aige	Malaysia National Guidelines on AI Governance and Ethics AIGE	Same Malaysia government AIGE URL and guidance role was already reviewed in prior local batch BTR-00571/BTR-00576.	duplicate official guidance source-surface; inherit prior Malaysia AIGE ceiling	Deduplicate to prior Malaysia AIGE review before extraction.
BTR-00615	LIMEN-SIGNAL-A3BC8FC09B06064D	source_surface_only_no_case	no	https://www.digdir.no/kunstig-intelligens/anskaffelse-av-generativ-ki/7546	Norwegian Digitalisation Agency Digdir - Anskaffelse av generativ KI	Norwegian Digdir guidance supports GenAI procurement controls, but the local row warns it is not Svalbard-specific binding evidence.	official guidance/source-surface only; no SJ-specific rule or binding procurement finding	Use as Norway-level guidance context; avoid Svalbard-specific promotion without direct local authority.
BTR-00616	LIMEN-SIGNAL-A3F92DF7D2B81A52	candidate_for_parent_source_extraction	no	https://www.digdir.no/kunstig-intelligens/anskaffelse-av-generativ-ki/7546	Digitaliseringsdirektoratet Digdir - Anskaffelse av generativ KI	Norwegian official Digdir page is concrete AI procurement guidance with local notes on access control, logging, audit, and rollout controls.	official AI procurement guidance source-surface; no binding-law, compliance, or implementation-outcome claim	Extract bounded Norway procurement-guidance fields with guidance-only caveat.
BTR-00617	LIMEN-SIGNAL-A424D9B84B30D707	candidate_for_parent_source_extraction	it	https://www.consigliograndeegenerale.sm/on-line/home/archivio-leggi-decreti-e-regolamenti/documento17156738.html	San Marino Legge 4 febbraio 2026 n.17 - Sandbox Normative	Italian official law archive row names a 2026 regulatory-sandbox framework law, with implementation caseload unverified.	sandbox legal-basis source-surface; no operational caseload, AI-specific, or outcome claim	Extract bounded statutory sandbox source fields and preserve implementation-unknown warning.
BTR-00618	LIMEN-SIGNAL-A436647E257B9D1A	translation_source_reviewed	en	https://au.int/es/node/42078	African Union Data Policy Framework	AU source is locally reachable and English-language; it maps data governance/digital-rights context, not a concrete AI edge case.	regional data-governance context source-surface; no AI case, legal finding, or implementation claim	Use only as contextual parent vocabulary unless a direct AI/evidence claim is separately sourced.
BTR-00619	LIMEN-SIGNAL-A4EAD3D911D72DFA	source_surface_only_no_case	de	https://www.rtr.at/rtr/service/ki-servicestelle/projekte-initiativen/Projekte_-_Initiativen.de.html	RTR KI-Servicestelle - Projekte & Initiativen	German RTR AI service-desk page is an initiatives/support surface; local row says no clearly operational AI Act sandbox page was found.	AI ecosystem/support context only; no operational sandbox claim	Keep as negative/context evidence; seek direct sandbox source before extraction.
BTR-00620	LIMEN-SIGNAL-A51CA31B1A0867FF	needs_original_language_source	fa	https://nezamat.ir/%D9%85%D8%B5%D9%88%D8%A8%D9%87-%D8%AA%DA%A9%D9%85%DB%8C%D9%84-%D8%AA%D8%B1%DA%A9%DB%8C%D8%A8-%D8%B4%D9%88%D8%B1%D8%A7%DB%8C-%D9%85%D9%84%DB%8C-%D8%B1%D8%A7%D9%87%D8%A8%D8%B1%DB%8C-%D9%87%D9%88%D8%B4/	مصوبه تکمیل ترکیب شورای ملی راهبری هوش مصنوعی	Persian Nezamat record names an AI steering-council composition decree, but local retrieval timed out and has no snippet/content hash.	unverified original-language locator only; no official-status or governance claim	Acquire local original-language content or verified primary copy before extraction.
BTR-00621	LIMEN-SIGNAL-A5C2E19E21092261	candidate_for_parent_source_extraction	es	https://ogtic.gob.do/wp-content/uploads/2023/10/ENIA-Estrategia-Nacional-de-Inteligencia-Artificial-de-la-Republica-Dominicana_compressed.pdf	Estrategia Nacional de Inteligencia Artificial de la República Dominicana	Spanish official strategy PDF row explicitly proposes a national committee to evaluate and promote AI regulatory sandboxes.	planned/roadmap AI-sandbox source-surface; no operational sandbox claim	Extract bounded planned-sandbox strategy fields with planned-not-operational caveat.
BTR-00622	LIMEN-SIGNAL-A6A64C2986FFDC6E	candidate_for_parent_source_extraction	es	https://www.bcn.cl/leychile/navegar?idNorma=1209272	Chile Ley 21.719 crea Agencia de Protección de Datos Personales	Spanish statutory row supports data-protection regulator capacity and automated-decision/profiling transparency concepts, but not an AI regulator.	adjacent automated-decision/data-governance source-surface; no dedicated AI-regulator claim	Extract bounded adjacent-governance source fields with non-AI-regulator warning.
BTR-00623	LIMEN-SIGNAL-A70AF96B924C3EC9	cross_project_duplicate	es	https://indotel.gob.do/sandbox-regulatorio/	INDOTEL Sandbox Regulatorio	Same Dominican INDOTEL sandbox URL and sectoral-sandbox role was already reviewed in prior local batch BTR-00563.	duplicate sectoral sandbox source-surface; inherit prior telecom/digital-certification ceiling	Deduplicate to prior INDOTEL review before extraction.
BTR-00624	LIMEN-SIGNAL-A83C851C8E9864AB	source_surface_only_no_case	fr	https://www.bceao.int/fr	Banque Centrale des Etats de l'Afrique de l'Ouest	French BCEAO row is only a weak regional financial-regulator lead; local checks did not verify a Togo AI/regulatory sandbox.	weak regional regulator context/negative coverage only; no Togo sandbox or AI claim	Downgrade sandbox lead unless a direct Togo or BCEAO sandbox source is found.
