signal_id	source_review_verdict	source_review_role	reason	claim_ceiling	next_action	source_path
LIMEN-SIGNAL-28966F34C6E59261	needs_named_source_extraction	research_queue_topic	Atlas/profile/queue row points toward official sources but does not expose one bounded named surface yet.	must extract a named direct source before promotion	extract named direct source from local artifact	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv
LIMEN-SIGNAL-289C5348C9BC8B3D	negative_evidence_candidate	negative_search_or_gap_row	Local row records search-negative, gap, or weak-source evidence.	bounded negative/gap evidence only	keep as negative evidence, not direct source	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_REVIEW_QUEUE.csv
LIMEN-SIGNAL-289DDC3C44297D95	negative_evidence_candidate	negative_search_or_gap_row	Local row records search-negative, gap, or weak-source evidence.	bounded negative/gap evidence only	keep as negative evidence, not direct source	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_REVIEW_QUEUE.csv
LIMEN-SIGNAL-28A5FA8D193569C9	reject_noise	internal_or_derived_artifact	Local row is manuscript, config, script, queue, or other derived artifact rather than a direct source surface.	no direct-source claim should be made from this artifact	remove from direct-source queue	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_4_WEAK_SOURCE_WARNINGS.md
LIMEN-SIGNAL-28B69619445D7EAB	reject_noise	internal_or_derived_artifact	Local row is manuscript, config, script, queue, or other derived artifact rather than a direct source surface.	no direct-source claim should be made from this artifact	remove from direct-source queue	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_INDICATOR_REVIEW_STATS.csv
LIMEN-SIGNAL-28BAB202812232B5	needs_named_source_extraction	proxy_or_index	Local metadata is a proxy/index/wrapper that points toward a source but does not expose a named reviewable surface here.	must extract a named direct source before promotion	extract named direct source from local artifact	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/zenodo/public-ai-registry-observatory-initial-corpus-20260608/zenodo_metadata.json
LIMEN-SIGNAL-28BD5A766783069A	translation_review_needed	translation_sensitive_surface	Local metadata names a plausible direct source surface but review is language-sensitive.	surface plausibly exists; translation-sensitive review only	preserve original-language witness and do bounded translation-aware extraction	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/southeast-asian-language-history.jsonl
LIMEN-SIGNAL-28C04D56549BEE41	needs_named_source_extraction	proxy_or_index	Local metadata is a proxy/index/wrapper that points toward a source but does not expose a named reviewable surface here.	must extract a named direct source before promotion	extract named direct source from local artifact	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/global-south-kenya-latest.jsonl
LIMEN-SIGNAL-28D4E9779070A0A6	negative_evidence_candidate	negative_search_or_gap_row	Local row records search-negative, gap, or weak-source evidence.	bounded negative/gap evidence only	keep as negative evidence, not direct source	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv
LIMEN-SIGNAL-28DAF0020D76BB9D	needs_named_source_extraction	research_queue_topic	Atlas/profile/queue row points toward official sources but does not expose one bounded named surface yet.	must extract a named direct source before promotion	extract named direct source from local artifact	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv
LIMEN-SIGNAL-28E2CBC9E3319055	reject_noise	internal_or_derived_artifact	Local row is manuscript, config, script, queue, or other derived artifact rather than a direct source surface.	no direct-source claim should be made from this artifact	remove from direct-source queue	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/lane-manifests/lane-08-agentic-supply-chain.source-documents.jsonl
LIMEN-SIGNAL-28E316F5FD3DF215	reject_noise	internal_or_derived_artifact	Local row is manuscript, config, script, queue, or other derived artifact rather than a direct source surface.	no direct-source claim should be made from this artifact	remove from direct-source queue	/srv/tyche/pallas/pallas-ai-agent-observatory/results/exploitation-wave-pallas-20260605T192817Z/claim-support-digest.csv
LIMEN-SIGNAL-28E46CED14F59AB5	negative_evidence_candidate	weak_source_warning	Weak-source warning records bounded absence/evidence-limit guidance, not a positive source surface.	bounded negative/gap evidence only	keep as negative evidence, not direct source	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_3_WEAK_SOURCE_WARNINGS.md
LIMEN-SIGNAL-28E69138F905CD8F	reject_noise	internal_or_derived_artifact	Local row is manuscript, config, script, queue, or other derived artifact rather than a direct source surface.	no direct-source claim should be made from this artifact	remove from direct-source queue	/srv/tyche/gaia/tyche-research-vault/docs/venue-style-cards/tmlr.md
LIMEN-SIGNAL-28F1473D5D069CBF	needs_named_source_extraction	research_queue_topic	Atlas/profile/queue row points toward official sources but does not expose one bounded named surface yet.	must extract a named direct source before promotion	extract named direct source from local artifact	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv
LIMEN-SIGNAL-28F80540B07D3D33	negative_evidence_candidate	negative_search_or_gap_row	Local row records search-negative, gap, or weak-source evidence.	bounded negative/gap evidence only	keep as negative evidence, not direct source	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_6_CANDIDATE_MATRIX_DELTA.csv
LIMEN-SIGNAL-28F92779E3311855	negative_evidence_candidate	negative_search_or_gap_row	Local row records search-negative, gap, or weak-source evidence.	bounded negative/gap evidence only	keep as negative evidence, not direct source	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_3_COUNTRY_SCORE_DELTA.csv
LIMEN-SIGNAL-28FD5CA10EEB7EBF	reject_noise	internal_or_derived_artifact	Local row is manuscript, config, script, queue, or other derived artifact rather than a direct source surface.	no direct-source claim should be made from this artifact	remove from direct-source queue	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/records.jsonl.bak-cycle172
LIMEN-SIGNAL-2901E443C18E1C00	reject_noise	internal_or_derived_artifact	Local row is manuscript, config, script, queue, or other derived artifact rather than a direct source surface.	no direct-source claim should be made from this artifact	remove from direct-source queue	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/lane-manifests/lane-15-v02-coverage-gap-sprint.manifest.json
