row_id	signal_id	url_extraction_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action
SRPH-00903	LIMEN-SIGNAL-1C922AAAC1D901B3	url_extracted	http://data.europa.eu/eli/reg/2024/1689/oj	EUR-Lex Regulation (EU) 2024/1689	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/snapshots/source-witness-repair-20260607/law-eu-ai-act-extraterritorial__1__eur-lex.europa.eu__direct_public_fetch__a8832606ac318357.html:45-50	Snapshot metadata names Regulation EU 2024/1689 and explicit ELI URL.	source-surface existence and narrow descriptive posture only; no incident truth, legality, compliance, safety, deployment certainty, prevalence, or ranking	review only the named EUR-Lex/ELI legal source surface
SRPH-00904	LIMEN-SIGNAL-24E43C9CF3425336	url_extracted	https://www.ca.go.ke/regulatory-sandbox	Communications Authority of Kenya regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json:4647-4650	Seed metadata explicitly lists the CA Kenya regulatory sandbox URL.	source-surface existence and narrow descriptive posture only; no incident truth, legality, compliance, safety, deployment certainty, prevalence, or ranking	review only the named CA Kenya sandbox page
SRPH-00905	LIMEN-SIGNAL-27C38139E1B0458B	url_extracted	http://data.europa.eu/eli/reg/2024/1689/oj	EUR-Lex Regulation (EU) 2024/1689	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/snapshots/source-witness-repair-20260607/law-eu-ai-act-extraterritorial__1__eur-lex.europa.eu__direct_public_fetch__a8832606ac318357.html:45-50	Snapshot metadata names Regulation EU 2024/1689 and explicit ELI URL.	source-surface existence and narrow descriptive posture only; no incident truth, legality, compliance, safety, deployment certainty, prevalence, or ranking	review only the named EUR-Lex/ELI legal source surface
SRPH-00906	LIMEN-SIGNAL-2C812EAB4DDFA46F	url_extracted	http://data.europa.eu/eli/reg/2024/1689/oj	EUR-Lex Regulation (EU) 2024/1689	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/snapshots/source-witness-repair-20260607/law-eu-ai-act-extraterritorial__1__eur-lex.europa.eu__direct_public_fetch__a8832606ac318357.html:45-50	Snapshot metadata names Regulation EU 2024/1689 and explicit ELI URL.	source-surface existence and narrow descriptive posture only; no incident truth, legality, compliance, safety, deployment certainty, prevalence, or ranking	review only the named EUR-Lex/ELI legal source surface
SRPH-00907	LIMEN-SIGNAL-3F7DFFCE207F86AA	url_extracted	http://data.europa.eu/eli/reg/2024/1689/oj	EUR-Lex Regulation (EU) 2024/1689	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/snapshots/source-witness-repair-20260607/law-eu-ai-act-extraterritorial__1__eur-lex.europa.eu__direct_public_fetch__a8832606ac318357.html:45-50	Snapshot metadata names Regulation EU 2024/1689 and explicit ELI URL.	source-surface existence and narrow descriptive posture only; no incident truth, legality, compliance, safety, deployment certainty, prevalence, or ranking	review only the named EUR-Lex/ELI legal source surface
SRPH-00908	LIMEN-SIGNAL-408D5A4AC78C9D52	url_extracted	http://data.europa.eu/eli/reg/2024/1689/oj	EUR-Lex Regulation (EU) 2024/1689	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/snapshots/source-witness-repair-20260607/law-eu-ai-act-extraterritorial__1__eur-lex.europa.eu__direct_public_fetch__a8832606ac318357.html:45-50	Snapshot metadata names Regulation EU 2024/1689 and explicit ELI URL.	source-surface existence and narrow descriptive posture only; no incident truth, legality, compliance, safety, deployment certainty, prevalence, or ranking	review only the named EUR-Lex/ELI legal source surface
SRPH-00909	LIMEN-SIGNAL-40B53D46F52A5723	url_extracted	http://data.europa.eu/eli/reg/2024/1689/oj	EUR-Lex Regulation (EU) 2024/1689	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/snapshots/source-witness-repair-20260607/law-eu-ai-act-extraterritorial__1__eur-lex.europa.eu__direct_public_fetch__a8832606ac318357.html:45-50	Snapshot metadata names Regulation EU 2024/1689 and explicit ELI URL.	source-surface existence and narrow descriptive posture only; no incident truth, legality, compliance, safety, deployment certainty, prevalence, or ranking	review only the named EUR-Lex/ELI legal source surface
SRPH-00910	LIMEN-SIGNAL-503E15F16C6C14F7	url_extracted	https://cbar.az/press-release-5492/central-bank-announces-new-application-period-for-regulatory-sandbox-regime?language=en	Central Bank of Azerbaijan regulatory sandbox press release	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_10_SOURCE_REFRESH.csv:53	Local source refresh explicitly lists the Central Bank sandbox press-release URL.	source-surface existence and narrow descriptive posture only; no incident truth, legality, compliance, safety, deployment certainty, prevalence, or ranking	review only the named Central Bank of Azerbaijan source
SRPH-00911	LIMEN-SIGNAL-54248F7B8A72C46A	url_extracted	http://data.europa.eu/eli/reg/2024/1689/oj	EUR-Lex Regulation (EU) 2024/1689	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/snapshots/source-witness-repair-20260607/law-eu-ai-act-extraterritorial__1__eur-lex.europa.eu__direct_public_fetch__a8832606ac318357.html:45-50	Snapshot metadata names Regulation EU 2024/1689 and explicit ELI URL.	source-surface existence and narrow descriptive posture only; no incident truth, legality, compliance, safety, deployment certainty, prevalence, or ranking	review only the named EUR-Lex/ELI legal source surface
SRPH-00912	LIMEN-SIGNAL-5E52B42F0BB2980D	url_extracted	http://data.europa.eu/eli/reg/2024/1689/oj	EUR-Lex Regulation (EU) 2024/1689	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/snapshots/source-witness-repair-20260607/law-eu-ai-act-extraterritorial__1__eur-lex.europa.eu__direct_public_fetch__a8832606ac318357.html:45-50	Snapshot metadata names Regulation EU 2024/1689 and explicit ELI URL.	source-surface existence and narrow descriptive posture only; no incident truth, legality, compliance, safety, deployment certainty, prevalence, or ranking	review only the named EUR-Lex/ELI legal source surface
SRPH-00913	LIMEN-SIGNAL-648D254C26233CDE	url_extracted	http://data.europa.eu/eli/reg/2024/1689/oj	EUR-Lex Regulation (EU) 2024/1689	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/snapshots/source-witness-repair-20260607/law-eu-ai-act-extraterritorial__1__eur-lex.europa.eu__direct_public_fetch__a8832606ac318357.html:45-50	Snapshot metadata names Regulation EU 2024/1689 and explicit ELI URL.	source-surface existence and narrow descriptive posture only; no incident truth, legality, compliance, safety, deployment certainty, prevalence, or ranking	review only the named EUR-Lex/ELI legal source surface
SRPH-00914	LIMEN-SIGNAL-7551E2F98D8DBDD4	url_extracted	https://www.ca.go.ke/regulatory-sandbox	Communications Authority of Kenya regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/reports/lanes/global-south-kenya-latest.md:56-60	Lane report explicitly lists the CA Kenya regulatory sandbox link.	source-surface existence and narrow descriptive posture only; no incident truth, legality, compliance, safety, deployment certainty, prevalence, or ranking	review only the named CA Kenya sandbox page
SRPH-00915	LIMEN-SIGNAL-7E735716E5E00D18	url_extracted	https://www.cbk.gov.kw/en/legislation-and-regulation/innovation-hub/innovation-framework	Central Bank of Kuwait Innovation Hub Wolooj Framework Document	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_10_SOURCE_REFRESH.csv:223	Local source refresh explicitly lists the CBK Wolooj framework URL.	source-surface existence and narrow descriptive posture only; no incident truth, legality, compliance, safety, deployment certainty, prevalence, or ranking	review only the named CBK Wolooj framework page
SRPH-00916	LIMEN-SIGNAL-7FAA0D6FE0635A9E	url_extracted	https://digst.dk/tilsyn/ai-forordningen/regulatorisk-sandkasse-for-ai/	Regulatorisk sandkasse for AI	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_14_SOURCE_REFRESH.csv:27	Local source refresh explicitly lists the Digitaliseringsstyrelsen/Datatilsynet sandbox URL.	source-surface existence and narrow descriptive posture only; no incident truth, legality, compliance, safety, deployment certainty, prevalence, or ranking	review only the named Danish AI sandbox page
SRPH-00917	LIMEN-SIGNAL-84A69917567FD9FB	url_extracted	https://www.cbsl.gov.lk/en/node/19680	Central Bank of Sri Lanka FinTech Regulatory Sandbox Framework	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_15_SOURCE_REFRESH.csv:142-143	Local source refresh explicitly lists the CBSL sandbox page and framework PDF; page URL chosen as source surface.	source-surface existence and narrow descriptive posture only; no incident truth, legality, compliance, safety, deployment certainty, prevalence, or ranking	review only the named CBSL sandbox page/PDF
