source_cluster_key	case_extraction_verdict	source_url_or_locator	source_name	source_host	proposed_case_title	proposed_evidence_tier	proposed_limen_categories	source_record_date	jurisdiction	bounded_claim_candidate	claim_ceiling	forbidden_overread	rationale	required_before_reviewed_core	required_before_obscure_ai	next_action
https://iso.org/committee/6794475.html	closed_noncase_source_surface	https://www.iso.org/committee/6794475.html	iso.org	iso.org			regulatory-sandbox; standards-body				ISO committee page only; no case-level event or finding.	Do not infer sandbox operation, AI deployment, compliance status, or incident from committee listing.	Standards/committee source surface lacks a concrete AI edge-case action, vulnerability, finding, or official record.	A concrete public event/finding and direct source passage would be required before reviewed-core consideration.	Not ObscureAI material without case hardening and reviewed-core acceptance.	Close as source-surface accounting unless a direct case record is supplied.
https://itu.int	closed_noncase_source_surface	https://www.itu.int/	ITU digital development and regulator source	itu.int			regulatory-sandbox; international-organization		International		ITU parent homepage/source family only.	Do not infer Cocos sandbox evidence, AI governance event, deployment, or finding from parent URL.	Parent institutional URL and local note say second pass did not verify sandbox evidence.	A concrete public event/finding and direct source passage would be required before reviewed-core consideration.	Not ObscureAI material without case hardening and reviewed-core acceptance.	Close; require direct ITU page naming a concrete case before reconsideration.
https://jacarandahealth.org/prompts	closed_noncase_source_surface	https://jacarandahealth.org/prompts/	jacarandahealth.org	jacarandahealth.org			health-ai; digital-health-service		Kenya; Ghana; Eswatini		PROMPTS service/product description only.	Do not infer an adverse event, automated decision harm, clinical safety finding, legality, or prevalence.	Public page describes an AI-enabled maternal-health SMS service but not a bounded edge-case event/finding.	A concrete public event/finding and direct source passage would be required before reviewed-core consideration.	Not ObscureAI material without case hardening and reviewed-core acceptance.	Close unless an official incident, audit finding, evaluation passage, or specific decision record is provided.
https://ktpae.gr/en/erga/expansion-of-gov-gr-wallet-digital-services-documents-and-authentication-services	closed_noncase_source_surface	https://www.ktpae.gr/en/erga/expansion-of-gov-gr-wallet-digital-services-documents-and-authentication-services/	ktpae.gr	ktpae.gr			digital-wallet; public-service-digitization		Greece		Gov.gr Wallet project page/procurement adjacent surface only.	Do not infer AI evidence handling, operational deployment details, security failure, or legal status.	Source surface concerns expansion of wallet digital services/documents, not a concrete AI edge case.	A concrete public event/finding and direct source passage would be required before reviewed-core consideration.	Not ObscureAI material without case hardening and reviewed-core acceptance.	Close; need direct record of AI-related finding/event.
https://kyberturvallisuuskeskus.fi/en/contact-us/e-services/report-information-security-incident	closed_noncase_source_surface	https://www.kyberturvallisuuskeskus.fi/en/contact-us/e-services/report-information-security-incident	kyberturvallisuuskeskus.fi	kyberturvallisuuskeskus.fi			cyber-incident-reporting; official-intake		Finland		Official incident-reporting intake page only.	Do not infer an AI incident, vulnerability, enforcement action, or safety finding.	Reporting portal is a generic intake surface and contains no concrete case record.	A concrete public event/finding and direct source passage would be required before reviewed-core consideration.	Not ObscureAI material without case hardening and reviewed-core acceptance.	Close; require a public incident notice or advisory naming the AI edge case.
https://landsverk.fo/fo-fo/bygging/utbo%C3%B0	closed_noncase_source_surface	https://www.landsverk.fo/fo-fo/bygging/utbo%C3%B0	Landsverk - Útboð	landsverk.fo			procurement; tender-index		Faroe Islands		Tender index only.	Do not infer AI procurement, algorithmic governance, bidder conduct, award, or implementation.	Official tender page is a procurement surface; local row reports no AI procurement governance.	A concrete public event/finding and direct source passage would be required before reviewed-core consideration.	Not ObscureAI material without case hardening and reviewed-core acceptance.	Close unless a specific AI tender/award/challenge record is identified.
https://laws.gov.vg/laws/financial-services-regulatory-sandbox-regulations-2020	closed_noncase_source_surface	https://laws.gov.vg/laws/financial-services-regulatory-sandbox-regulations-2020	Financial Services (Regulatory Sandbox) Regulations, 2020	laws.gov.vg			regulatory-sandbox; financial-services-law	2020	British Virgin Islands		Regulatory sandbox regulations text only.	Do not infer a participant, AI system, regulatory outcome, compliance finding, or incident.	Law/regulation text is policy/guidance surface, not a concrete edge-case event or finding.	A concrete public event/finding and direct source passage would be required before reviewed-core consideration.	Not ObscureAI material without case hardening and reviewed-core acceptance.	Close; require participant/order/report source for a case.
https://lb.lt/en/regulatory-sandbox	closed_noncase_source_surface	https://www.lb.lt/en/regulatory-sandbox	Bank of Lithuania Regulatory Sandbox	lb.lt			regulatory-sandbox; financial-supervision		Lithuania		Bank of Lithuania sandbox program page only.	Do not infer any AI test, participant, decision, compliance result, or deployment.	Sandbox program page is institutional context without a concrete AI edge-case record.	A concrete public event/finding and direct source passage would be required before reviewed-core consideration.	Not ObscureAI material without case hardening and reviewed-core acceptance.	Close unless a named sandbox case/finding is provided.
https://learn.microsoft.com/en-us/microsoft-365-copilot/extensibility/copilot-studio-agent-builder-build	closed_noncase_source_surface	https://learn.microsoft.com/en-us/microsoft-365-copilot/extensibility/copilot-studio-agent-builder-build	learn.microsoft.com	learn.microsoft.com			agent-builder; vendor-docs				Microsoft Learn product documentation only.	Do not infer C2PA provenance failure, security vulnerability, misuse event, customer deployment, or compliance finding.	Vendor how-to documentation for building agents is generic product guidance, not a case record.	A concrete public event/finding and direct source passage would be required before reviewed-core consideration.	Not ObscureAI material without case hardening and reviewed-core acceptance.	Close; require a specific public finding/advisory/incident.
https://learn.microsoft.com/en-us/microsoft-365-copilot/extensibility/copilot-studio-agent-builder-build::Build	closed_noncase_source_surface	https://learn.microsoft.com/en-us/microsoft-365-copilot/extensibility/copilot-studio-agent-builder-build::Build	learn.microsoft.com	learn.microsoft.com			agent-builder; vendor-docs				Fragment/section pointer within Microsoft Learn documentation only.	Do not infer C2PA provenance failure, security vulnerability, misuse event, customer deployment, or compliance finding.	Section-level locator is duplicative source-surface context, not an independent concrete case.	A concrete public event/finding and direct source passage would be required before reviewed-core consideration.	Not ObscureAI material without case hardening and reviewed-core acceptance.	Close as noncase surface; deduplicate with parent doc in later accounting if needed.
