source_cluster_key	packet_rows	signal_ids	source_lanes	source_host	source_url_or_locator	source_name	queries	representative_title_or_snippet	public_disposition	completion_status	destination	rationale	required_before_reviewed_core	required_before_obscure_ai	boundary
https://etda.or.th/th/pr-news/AI_Gov_Anual.aspx	14	LIMEN-SIGNAL-FE3C769C3C739873; LIMEN-SIGNAL-03FD1A6097E0F442; LIMEN-SIGNAL-192A4B53AF4F28C7; LIMEN-SIGNAL-36ED6E1A6B55032C; LIMEN-SIGNAL-9805A27F1E0C6106; LIMEN-SIGNAL-AC318938A4B4BA7D; LIMEN-SIGNAL-2B27A69594A78539; LIMEN-SIGNAL-3FF42E02A5251AD5; LIMEN-SIGNAL-5732119FF5B85139; LIMEN-SIGNAL-5D7A3966A9815B39; LIMEN-SIGNAL-7EE88A42A3AC00C2; LIMEN-SIGNAL-B5E4F82EE019DEF8; LIMEN-SIGNAL-BD5CCC444AAF6C39; LIMEN-SIGNAL-C6F0AB5B5EE7265F	bulk_named_source_autoresolve; bulk_translation_parent_source_extraction; bulk_translation_source_review	etda.or.th	https://www.etda.or.th/th/pr-news/AI_Gov_Anual.aspx	etda.or.th	AI evidence	Internal corpus/atlas aggregate cites a source but does not expose a standalone reviewable source surface row.	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://eur-lex.europa.eu/content/help/eurlex-content/experimental-features.html	3	LIMEN-SIGNAL-81284E80A6757C7D; LIMEN-SIGNAL-A61B45EE12814BF7; LIMEN-SIGNAL-D41E2EED5E58156C	bulk_named_source_autoresolve	eur-lex.europa.eu	https://eur-lex.europa.eu/content/help/eurlex-content/experimental-features.html	eur-lex.europa.eu	watermark	Source-pack/index/profile row points toward a source but does not expose a named reviewable surface.	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://eur-lex.europa.eu/eli/dir/2022/2555/oj	1	LIMEN-SIGNAL-EEF1EB24111FB1C0	bulk_named_source_autoresolve	eur-lex.europa.eu	https://eur-lex.europa.eu/eli/dir/2022/2555/oj	eur-lex.europa.eu	regulatory sandbox	Source-pack/index/profile row points toward a source but does not expose a named reviewable surface.	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://eur-lex.europa.eu/eli/reg/2014/910/oj	4	LIMEN-SIGNAL-2BFEFDE61B591109; LIMEN-SIGNAL-75A94662B630BAEB; LIMEN-SIGNAL-9DA5257A5634F3D8; LIMEN-SIGNAL-A9FF9CFED97C86E3	bulk_named_source_autoresolve	eur-lex.europa.eu	https://eur-lex.europa.eu/eli/reg/2014/910/oj	eur-lex.europa.eu	C2PA; content provenance	Source-pack/index/profile row points toward a source but does not expose a named reviewable surface.	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://eur-lex.europa.eu/eli/reg/2016/679/oj	1	LIMEN-SIGNAL-583319930158C8C6	bulk_named_source_autoresolve	eur-lex.europa.eu	https://eur-lex.europa.eu/eli/reg/2016/679/oj	eur-lex.europa.eu	automated decision	wrapper row points toward a source family but does not expose one named reviewable surface	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://eur-lex.europa.eu/eli/reg/2023/2854/oj	1	LIMEN-SIGNAL-B8518584936AF11F	bulk_named_source_autoresolve	eur-lex.europa.eu	https://eur-lex.europa.eu/eli/reg/2023/2854/oj	eur-lex.europa.eu	automated decision	Local row points toward a source area, but it does not expose one named reviewable source surface yet.	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://eur-lex.europa.eu/eli/reg/2024/2847/oj	3	LIMEN-SIGNAL-9B8177667B282349; LIMEN-SIGNAL-46740FC91E328584; LIMEN-SIGNAL-EAD99AF26A56C10C	bulk_named_source_autoresolve; bulk_parent_source_extraction	eur-lex.europa.eu	https://eur-lex.europa.eu/eli/reg/2024/2847/oj	eur-lex.europa.eu	regulatory sandbox	Local source-pack question points toward a source family, but no named reviewable surface is exposed here.	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://eur-lex.europa.eu/legal-content/EN/TXT?uri=CELEX%3A32024R1689	4	LIMEN-SIGNAL-76C53E6FF2DF6A23; LIMEN-SIGNAL-A2367F80A80C638C; LIMEN-SIGNAL-B6FCF02A1E8CDDE7; LIMEN-SIGNAL-655CF309756C01A3	bulk_named_source_autoresolve; source_review_promotion_hardening	eur-lex.europa.eu	https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32024R1689	eur-lex.europa.eu	watermark; automated decision; regulatory sandbox	Wrapper/summary metadata points toward a source family but does not yet expose one named reviewable source surface.	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://eur-lex.europa.eu/legal-content/EN/TXT?uri=CELEX:52022PC0496	1	LIMEN-SIGNAL-6D5333BEC7AB77A0	bulk_named_source_autoresolve	eur-lex.europa.eu	https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52022PC0496	eur-lex.europa.eu	automated decision	Derived legal-regulatory record points toward Estonian source material but does not expose one named reviewable surface.	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://fmcide.gov.ng/initiative/nais	6	LIMEN-SIGNAL-D1DC593E2EFC9FE4; LIMEN-SIGNAL-D6A42FCBEC57C0C1; LIMEN-SIGNAL-E34F513E9D1683AD; LIMEN-SIGNAL-7A9EE95CF4A03CAD; LIMEN-SIGNAL-253219BF7CD64835; LIMEN-SIGNAL-59247E65B0CB7820	bulk_named_source_autoresolve; bulk_parent_source_extraction; bulk_translation_parent_source_extraction	fmcide.gov.ng	https://fmcide.gov.ng/initiative/nais/	fmcide.gov.ng	AI evidence	Internal corpus/atlas aggregate cites a source but does not expose a standalone reviewable source surface row.	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
