queue_id	signal_id	bulk_translation_verdict	language_reviewed	source_url_or_locator	source_name	reason	claim_ceiling	next_action
BTR-00385	LIMEN-SIGNAL-07DDCD569C2E6299	candidate_for_parent_source_extraction	pt	https://www.gov.br/anpd/pt-br/assuntos/projetos-acoes-iniciativas/sandbox/por-que-inteligencia-artificial	ANPD sandbox regulatório: Por que Inteligência Artificial?	Portuguese ANPD page explicitly says ANPD chose to conduct a regulatory sandbox in the scope of machine-learning AI; useful source surface, not an incident or legal finding.	official source-surface and bounded sandbox-topic extraction only	extract only source-surface facts and retain translation warning
BTR-00386	LIMEN-SIGNAL-0807D55E1A470D88	source_surface_only_no_case	fr	https://www.cnil.fr/fr/bac-sable-intelligence-artificielle-et-services-publics-la-cnil-accompagne-8-projets-innovants	Bac à sable intelligence artificielle et services publics: la CNIL accompagne 8 projets innovants	French CNIL sandbox notice is a direct regulator surface, but local metadata says it is national, not Reunion-specific, and not AI Act sandbox implementation evidence.	CNIL public-services AI sandbox surface only; no Reunion case promotion	keep as contextual source or parent-source candidate with territorial warning
BTR-00387	LIMEN-SIGNAL-0815BF8AD1C774A4	candidate_for_parent_source_extraction	sv	https://www.regeringen.ax/sites/default/files/attachments/page/LFxx20252026_280126_rem.pdf	Lagförslag om landskapslag om tillsyn över artificiell intelligens	Swedish Åland draft bill surface names AI Act mechanisms including certificates, corrective measures and sandbox reports; draft status blocks operational claim.	draft-law source-surface and candidate extraction only	extract draft-status source notes; require human/legal review before any score or case claim
BTR-00388	LIMEN-SIGNAL-0836423FDBA12A39	cross_project_duplicate	pt	https://www.gov.br/anpd/pt-br/assuntos/projetos-acoes-iniciativas/sandbox/por-que-inteligencia-artificial	ANPD sandbox regulatório: Por que Inteligência Artificial?	Same Portuguese ANPD sandbox source surface as BTR-00385 from a parallel local corpus path; no separate review unit needed.	duplicate official source-surface only	deduplicate against BTR-00385 and preserve alternate provenance path if needed
BTR-00389	LIMEN-SIGNAL-09ABD297B886C5D7	source_surface_only_no_case	fr	https://www.marches-publics.gouv.fr/	Accueil - Portail des marchés publics	French PLACE portal is an official procurement portal surface; local note says it does not establish AI evidence-lifecycle controls.	procurement infrastructure surface only; no AI lifecycle or legal claim	retain only as procurement-context evidence with warning
BTR-00390	LIMEN-SIGNAL-09B7338961F9CF64	source_surface_only_no_case	es	https://www.gob.pe/110224-conoce-el-reglamento-de-la-ley-de-inteligencia-artificial-en-el-peru	Conoce el Reglamento de la Ley de inteligencia artificial en el Perú	Spanish PCM guidance is an official AI-law/regulation explainer, but local metadata states it is not AI-procurement-specific.	official guidance surface and general AI-obligations context only	keep as context; do not use for AI procurement controls without a direct procurement source
BTR-00391	LIMEN-SIGNAL-0A26D8471788F8B3	translation_source_reviewed	es	https://spdp.gob.ec/wp-content/uploads/2026/02/ResolIA.pdf	Resolución Nº SPDP-SPD-2026-0009-R - RAT inclusion of AI automated decisions	Spanish regulator-resolution metadata explicitly concerns AI automated decisions in RAT available to SPDP; local note limits it to supervisory/non-public register evidence.	regulator-resolution source-surface and limitation note only; no public algorithm-register claim	retain as limitation/source-context evidence with translation warning
BTR-00392	LIMEN-SIGNAL-0BF82A7F6364B1D5	source_surface_only_no_case	el	https://ai.gov.gr/artificial-intelligence/	Greek Special Secretariat of Artificial Intelligence and Data Governance: Τεχνητή Νοημοσύνη	Greek government AI policy page is a plausible official source surface, but local snippet is broad AI/governance context rather than a concrete edge-case claim.	official AI policy/guidance source-surface only	preserve original-language witness; extract only if a concrete mechanism is needed later
BTR-00393	LIMEN-SIGNAL-0D27D9B8F107E279	source_surface_only_no_case	no	local locator: PALLAS_SECOND_PASS_SPRINT_13_COUNTRY_SCORE_DELTA.csv line 126; related source-refresh lines 249-250	Digdir AI overview / Åpenhet og kunstig intelligens	Norwegian Digdir overview is described locally as official but voluntary/outreach-based and non-exhaustive; no comprehensive SJ mandatory AI register was found.	official transparency-layer context only; no exhaustive register or prevalence claim	if promoted, resolve to source-refresh URL and retain voluntary/non-exhaustive warning
BTR-00394	LIMEN-SIGNAL-0E5B2F8A5B1DAF77	source_surface_only_no_case	es	https://www.argentina.gob.ar/justicia/biblioteca-dr-raymundo-m-salvat/regulacion-de-la-inteligencia-artificial	Regulación de la inteligencia artificial	Spanish Argentina.gob.ar library record only weakly indicates sandbox discussion in legal literature; local note says not to treat it as an operational sandbox.	secondary bibliographic/source-surface only; no sandbox claim	do not promote; use only as weak literature pointer if needed
