query	path	line	snippet_hash	snippet
prompt injection	/srv/tyche/projects/limen-ai-edge-case-atlas/sources/source-family-ledger.tsv	12	sha256:b1e2c76b375e2c2d88ce7800d5ad92e16b610665db83807291c709c06cfc813f	sf11 Security research and advisories P1 Variable authority; strongest when tied to CERTs, established labs, coordinated disclosure, or peer-reviewed work Public blogs, conference papers, CERT notes, vendor advisories, coordinated-disclosure pages Preserve bou
prompt injection	/srv/tyche/projects/limen-ai-edge-case-atlas/results/source-map/source-family-coverage-map-v0.1.tsv	12	sha256:1ff9934a8291d395aa048146c06d420c1d80177921a56ae19a2e1a73e055e2e2	2026-06-07T06:28:33Z sf11 Security research and advisories P1 seeded grounded_now 3 Variable authority Mostly English with some multilingual advisories Global Continuous Prompt injection, exfiltration, model inversion, unsafe agent tooling, red-team findings, 
prompt injection	/srv/tyche/projects/limen-ai-edge-case-atlas/results/clusters/duplicate-clusters-v0.1.tsv	14	sha256:edb73e95c19012cd4c6410917755cb38a35d36c2e4383838a5df9fa12793a591	REVIEW-NOMERGE-CODEEXEC-001 reviewed_not_duplicate shared_concrete_failure_mode data/cases/security-agentic-candidates.jsonl:LIMEN-000001;data/cases/security-agentic-candidates.jsonl:LIMEN-000006 LIMEN-S-006;LIMEN-S-032 Auto-GPT and LangChain LLMMathChain unsa
prompt injection	/srv/tyche/projects/limen-ai-edge-case-atlas/results/clusters/duplicate-clusters-v0.1.tsv	15	sha256:cce0c958e1cb8ef7ec8549ed654ae7cc11744b8ec0a0bc8762c96a441f9acfc5	REVIEW-NOMERGE-CODEEXEC-002 reviewed_not_duplicate shared_concrete_failure_mode data/cases/security-agentic-candidates.jsonl:LIMEN-000006;data/cases/security-agentic-candidates.jsonl:LIMEN-000007 LIMEN-S-032;LIMEN-S-036 LangChain LLMMathChain and LlamaIndex sa
prompt injection	/srv/tyche/pallas/pallas-ai-agent-observatory/config/release_boundary.yml	57	sha256:6b744ecacf63577ca165cad3a242c37acbf008afd497501f7c3020dff53c0783	- "\\bprompt injection\\b"
prompt injection	/srv/tyche/pallas/pallas-ai-agent-observatory/config/release_boundary_preprint.yml	60	sha256:6b744ecacf63577ca165cad3a242c37acbf008afd497501f7c3020dff53c0783	- "\\bprompt injection\\b"
prompt injection	/srv/tyche/pallas/pallas-ai-agent-observatory/tests/test_release_scan.py	20	sha256:4cf20aafdf46080ab2afe3af4cac751c56c9e4c6fcc29f6ddf8b84ef5da0c69c	security_sensitive_patterns=[r"\bprompt injection\b"],
prompt injection	/srv/tyche/pallas/pallas-ai-agent-observatory/tests/test_release_scan.py	42	sha256:4cf20aafdf46080ab2afe3af4cac751c56c9e4c6fcc29f6ddf8b84ef5da0c69c	security_sensitive_patterns=[r"\bprompt injection\b"],
prompt injection	/srv/tyche/pallas/pallas-ai-agent-observatory/tests/test_release_scan.py	47	sha256:860601babb531dab40cbc28464c86715d998ae35e6d0c9a388e78b8c11916a5c	"System X is non-compliant and vulnerable to prompt injection.\n",
prompt injection	/srv/tyche/projects/limen-ai-edge-case-atlas/results/security/security-agentic-watch-v0.1.tsv	4	sha256:4b273f79378800e0b4829d5aa43ab7faab3f38f5164a9f400cb9ff729d43e9fc	LIMEN-000003 CVE-2025-55284 authoritative T3_authoritative_source Claude Code default allowlist enabled unauthorized file read and network exfiltration before forced update LIMEN-S-008 https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2025/55xxx
prompt injection	/srv/tyche/projects/limen-ai-edge-case-atlas/results/security/security-agentic-watch-v0.1.tsv	6	sha256:54fe926d0aa63ab0c413ab7314df0a677a0d00d483eb51799639a9fd51c2389c	LIMEN-000005 CVE-2026-2286 authoritative T3_authoritative_source CrewAI RAG search tools enabled server-side request forgery and internal/cloud content acquisition LIMEN-S-010 https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2026/2xxx/CVE-2026-
prompt injection	/srv/tyche/projects/limen-ai-edge-case-atlas/results/security/security-agentic-watch-v0.1.tsv	7	sha256:67986a4af7f1372278a75d7d3e58394b7cf8568d1c24141ec415603874eb3992	LIMEN-000006 CVE-2023-29374 authoritative T3_authoritative_source LangChain LLMMathChain allowed prompt injection into Python exec, creating arbitrary code execution risk LIMEN-S-032 https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2023/29xxx/C
prompt injection	/srv/tyche/projects/limen-ai-edge-case-atlas/results/security/security-agentic-watch-v0.1.tsv	8	sha256:ac9ff7d2c4f44eb53818b40467c55d07ec1e9dfd5f3fd93789ca0ed0e01246e3	LIMEN-000007 CVE-2024-3271 authoritative T3_authoritative_source LlamaIndex safe_eval command injection enabled LLM-generated code to execute OS commands on the host LIMEN-S-036 https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2024/3xxx/CVE-202
prompt injection	/srv/tyche/projects/limen-ai-edge-case-atlas/results/security/security-agentic-watch-v0.1.tsv	9	sha256:5a0e3ac28579264c20611e8bd6cc4edc35643f9b1b45a4818e8f8379c6f9c619	LIMEN-000008 CVE-2026-44843 authoritative T3_authoritative_source LangChain broad load() allowlists enabled attacker-controlled object revival, chat-history poisoning, and possible credential or request side effects LIMEN-S-041 https://raw.githubusercontent.co
prompt injection	/srv/tyche/projects/limen-ai-edge-case-atlas/data/cases/security-agentic-candidates.jsonl	3	sha256:bbe80ab1964c62fe17faac8fef2cea35bb2207269b60c062ea8e3ff55aa05066	{"case_id": "LIMEN-000003", "cve_id": "CVE-2025-55284", "title": "Claude Code default allowlist enabled unauthorized file read and network exfiltration before forced update", "summary": "Public CVE text states that Claude Code prior to version 1.0.4 could be i
prompt injection	/srv/tyche/projects/limen-ai-edge-case-atlas/data/cases/security-agentic-candidates.jsonl	5	sha256:fd731baa4470a515060c16c489bb28704ac5bce491c90114039f3b649794cfb7	{"case_id": "LIMEN-000005", "cve_id": "CVE-2026-2286", "title": "CrewAI RAG search tools enabled server-side request forgery and internal/cloud content acquisition", "summary": "Public CVE text states that CrewAI RAG search tools did not properly validate runt
prompt injection	/srv/tyche/projects/limen-ai-edge-case-atlas/data/cases/security-agentic-candidates.jsonl	6	sha256:1586caeda939cad4dae584987a7076728641507ccd808ae5f74fddbdb1031cdf	{"case_id": "LIMEN-000006", "cve_id": "CVE-2023-29374", "title": "LangChain LLMMathChain allowed prompt injection into Python exec, creating arbitrary code execution risk", "summary": "Public CVE text states that LangChain through 0.0.131 allowed prompt inject
prompt injection	/srv/tyche/projects/limen-ai-edge-case-atlas/data/cases/security-agentic-candidates.jsonl	7	sha256:76dbeccbb79586ffb3f179f0fa337bfcf1f0ad17acdf2250d21d050b4c926810	{"case_id": "LIMEN-000007", "cve_id": "CVE-2024-3271", "title": "LlamaIndex safe_eval command injection enabled LLM-generated code to execute OS commands on the host", "summary": "A command injection vulnerability exists in the run-llama/llama_index repository
